,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,AOS,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BK,BAX,BDX,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,CHRW,COG,CDNS,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,COO,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,EVRG,ES,RE,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FRC,FISV,FLT,FLIR,FLS,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GL,GPN,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HSY,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IP,IPG,IFF,INTU,ISRG,IVZ,IPGP,IQV,IRM,JKHY,J,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MKC,MXIM,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NOV,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NRG,NUE,NVDA,NVR,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,FTI,TDY,TFX,TER,TSLA,TXN,TXT,TMO,TIF,TJX,TSCO,TT,TDG,TRV,TFC,TWTR,TYL,TSN,UDR,ULTA,USB,UAA,UA,UNP,UAL,UNH,UPS,URI,UHS,UNM,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNT,VNO,VMC,WRB,WAB,WMT,WBA,DIS,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XRX,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2020-11-17 00:00:00+00:00,173.64,113.06,99.21,269.93,243.82,77.11,467.95,83.36,149.3,21.35,43.0,109.86,266.29,102.45,47.46,127.95,165.29,127.69,451.38,115.46,54.73,99.37,1761.66,1770.15,41.19,3135.66,11.93,80.6,12.7,86.73,116.48,38.42,239.18,159.29,184.23,104.89,118.76,232.44,127.06,135.87,319.79,329.84,207.19,56.38,11.44,119.39,74.37,114.44,50.16,277.78,117.08,138.59,29.03,100.05,252.71,176.15,1124.21,174.12,149.44,19.26,97.14,27.55,39.44,80.78,242.41,119.02,592.57,248.81,667.49,210.05,2081.25,38.0,98.46,35.03,64.32,380.6,147.28,93.55,17.18,113.48,49.38,87.76,54.68,94.73,18.05,40.36,104.97,171.91,86.8,60.49,136.78,132.41,67.28,25.17,74.77,32.22,48.9,641.51,87.04,1268.48,150.03,87.21,214.81,79.705,361.41,41.88,50.73,33.07,119.68,209.1,168.07,63.83,53.68,77.0,85.35,49.78,52.01,35.74,56.23,38.85,79.25,205.05,332.45,116.19,36.48,37.02,371.92,166.34,92.5,231.08,67.14,73.47,229.35,108.53,113.39,258.21,37.6,48.9,13.11,334.35,37.31,142.42,77.1,24.3,22.0,34.05,208.75,93.82,84.17,384.47,125.41,54.48,132.84,92.92,39.85,63.16,22.05,97.01,116.07,48.33,212.27,65.6,85.18,118.52,76.39,111.96,45.67,171.95,751.18,62.5,260.0,256.95,128.82,56.57,91.75,238.39,43.07,123.03,89.9,117.87,38.67,162.09,275.0,47.255,91.31,285.05,146.97,26.05,28.74,134.47,109.95,267.99,37.23,33.6,115.69,8.75,118.42,71.65,83.39,28.16,27.65,21.48,21.03,24.56,117.33,158.71,151.47,9.68,61.28,41.98,98.48,60.97,93.79,189.83,224.65,410.46,15.81,13.53,46.43,91.89,153.03,30.81,64.61,152.93,47.31,10.48,103.34,23.61,72.0,272.47,205.33,51.33,14.14,23.5,20.5,422.23,12.02,162.82,197.19,455.85,92.29,209.87,297.95,82.98,44.64,45.53,100.03,117.7,50.09,21.9,114.51,358.75,749.15,16.3,199.32,172.21,25.9,158.85,105.3,133.04,118.43,149.35,44.71,116.11,22.21,191.57,66.32,15.67,117.56,143.83,15.07,14.03,241.84,31.59,31.9,35.45,198.43,204.77,431.93,74.5,57.5,42.76,100.28,75.71,141.2,43.1,252.14,68.78,36.49,375.9,43.67,159.86,10.14,81.03,124.97,5.5,40.61,514.09,122.78,114.24,269.33,55.72,336.5,91.33,80.76,216.01,173.64,110.14,81.5,46.01,1193.36,26.42,127.37,61.99,214.46,130.91,131.15,45.13,58.54,85.54,274.69,58.81,18.96,169.57,403.64,124.33,12.2,51.4,480.63,20.17,64.53,17.685,17.81,76.61,16.65,132.21,24.75,245.64,93.79,312.63,18.89,22.06,31.89,53.86,536.89,4277.26,450.33,12.99,205.93,61.84,33.31,57.12,67.2,88.12,135.58,263.12,92.5,381.66,192.3,52.89,13.15,145.24,133.0,48.62,36.04,78.38,64.34,86.78,95.91,126.89,329.45,143.27,29.53,48.99,141.88,94.93,104.2,75.42,59.05,234.54,43.01,78.94,148.44,67.39,148.74,123.94,84.1,89.43,68.87,62.82,48.27,538.15,15.62,101.26,214.15,65.53,241.32,38.6666666666667,405.65,110.46,75.34,336.66,256.17,298.78,20.09,55.51,44.62,134.06,513.1,731.08,78.96,140.78,60.26,172.58,62.36,45.66,184.53,98.6,70.56,195.21,231.44,348.34,30.57,221.2,74.23,129.0,141.53,162.2,28.46,163.04,111.18,8.07,394.17,375.5,105.91,441.61,155.5,45.6,479.0,131.46,61.14,131.68,148.79,577.97,135.04,48.17,42.85,413.67,63.78,40.28,276.2,44.03,16.1,14.17,205.85,40.6,352.1,168.88,214.62,133.27,21.4,54.15,173.62,50.49,194.51,205.28,60.75,222.96,85.11,32.29,16.34,210.71,30.64,41.49,140.54,70.11,71.39,149.37,39.855,144.5,121.3,231.19,100.18,25.04,65.95,286.79,42.72,21.83,43.61,29.18,191.07,20.83,210.13,94.23,72.63,22.16,130.41,95.95,104.04,340.79,150.15,39.6,165.43
2020-11-18 00:00:00+00:00,171.4,109.77,98.72,266.21,239.73,75.5,459.47,82.54,148.1,21.37,42.86,105.95,267.7,100.59,47.72,126.54,162.53,123.47,444.61,114.56,53.06,100.07,1740.64,1746.78,40.17,3105.46,11.84,79.06,12.74,84.13,114.24,38.55,237.7,156.19,183.33,103.44,119.24,227.76,125.8,133.23,317.99,322.38,203.36,56.49,11.04,118.03,75.71,115.05,49.27,272.03,115.45,135.62,28.62,96.17,252.22,173.16,1131.65,169.6,147.43,18.58,96.56,26.98,38.74,80.42,233.47,117.77,578.98,240.98,669.89,203.3,2044.6,38.36,96.12,34.26,62.01,380.62,145.77,92.88,16.74,111.03,49.04,85.61,53.32,92.82,17.59,39.39,103.14,172.74,88.66,58.13,135.73,133.21,65.96,23.75,72.92,32.45,47.7,642.44,84.28,1296.0,149.28,86.0,210.93,79.5,360.49,41.32,51.05,32.51,118.99,204.98,165.78,61.5,52.61,74.7,84.61,49.14,50.85,35.48,56.66,39.18,77.69,203.75,329.59,115.97,36.09,36.69,372.23,170.65,91.33,233.46,66.35,74.54,224.7,110.16,108.32,257.33,37.91,48.91,12.76,329.21,37.74,142.4,76.08,24.5,22.03,33.5,208.57,93.65,81.21,382.46,124.36,55.3,130.2,91.53,38.81,62.15,22.28,96.73,116.75,48.53,209.44,64.54,85.24,116.84,76.89,110.19,44.93,171.95,734.32,59.96,254.2,250.32,127.01,55.01,89.75,235.13,42.7,122.52,90.15,113.12,37.21,155.43,271.97,47.21,90.65,282.5,144.97,25.7,28.55,133.11,107.97,262.62,38.31,34.68,115.27,8.82,116.68,70.99,83.32,27.66,27.13,21.32,20.71,23.67,114.3,154.02,153.5,9.73,61.13,42.72,98.65,60.9,92.46,187.92,224.3,415.01,15.39,13.41,45.88,92.08,151.24,30.35,64.24,150.64,46.03,10.5,103.35,22.72,70.01,269.83,201.11,50.01,14.15,23.19,20.45,418.44,11.87,163.02,197.46,444.06,91.18,206.1,295.23,82.74,43.91,45.06,99.46,116.77,49.56,21.4,112.39,354.74,733.38,16.01,198.27,169.07,25.9,158.71,105.24,132.21,115.77,147.37,45.96,115.25,21.85,188.55,65.02,15.51,115.14,141.06,14.55,13.76,240.34,31.63,32.04,33.61,196.35,199.03,430.33,73.24,57.33,42.56,99.53,76.48,140.17,43.92,250.3,67.09,35.66,377.56,43.07,146.74,9.94,82.2,121.89,5.49,38.54,512.26,120.34,112.0,269.36,55.03,335.94,91.095,79.26,215.52,176.53,109.47,80.25,45.71,1144.81,26.91,124.85,60.74,211.08,126.07,128.25,43.56,57.76,84.22,272.62,58.81,19.19,167.45,399.95,122.73,11.94,51.54,481.79,20.2,61.56,17.55,17.63,75.79,16.21,131.63,23.96,241.87,92.69,310.6,18.84,20.46,31.34,52.92,537.15,4290.27,454.53,12.87,204.5,59.7,32.31,56.25,66.63,89.14,131.89,265.04,91.9,380.27,190.12,52.45,12.98,143.38,128.67,48.19,36.32,77.47,60.75,84.72,94.61,129.3,322.44,142.8,29.25,48.99,139.7,94.45,101.4,75.77,57.82,229.96,43.73,78.67,144.37,67.58,147.05,122.27,81.74,89.08,69.51,61.19,47.12,519.04,15.41,99.98,211.07,65.37,245.5,38.426666666666705,408.37,111.3,74.13,336.48,257.16,298.52,19.97,55.24,44.17,133.04,507.12,723.61,76.61,137.56,57.22,171.21,61.78,45.6,184.27,97.91,69.18,191.94,231.76,347.5,30.08,218.19,71.68,127.85,139.79,161.56,27.98,166.85,110.31,8.28,391.87,370.17,104.82,486.64,153.55,46.01,454.18,131.37,62.28,128.42,144.44,587.87,134.37,47.45,43.33,408.94,63.45,38.62,274.21,43.26,16.27,14.37,204.03,41.05,344.51,168.45,216.25,132.61,21.4,51.25,173.26,48.21,194.26,203.9,60.32,216.35,85.56,32.7,16.19,207.83,31.19,39.79,140.81,68.91,72.63,149.09,38.23,143.9,120.53,224.69,96.75,25.06,63.83,281.29,42.49,21.61,43.78,28.78,194.17,20.0,205.7,95.64,70.5,21.87,129.08,94.98,104.17,337.58,148.19,38.94,163.5
2020-11-19 00:00:00+00:00,171.61,111.0,99.67,270.61,243.2,75.93,466.41,85.54,146.08,20.88,43.72,108.68,270.36,101.5,48.49,125.8,163.74,122.05,441.35,114.13,52.47,100.37,1758.57,1763.92,40.06,3117.02,11.92,78.35,12.79,82.45,114.14,38.54,238.43,156.65,183.63,101.9,118.18,224.67,127.2,136.17,324.12,311.85,202.92,56.6,11.35,118.64,77.25,115.36,48.92,272.87,116.04,134.92,28.28,95.1,256.88,173.63,1133.76,170.3,147.03,18.31,97.91,26.98,38.49,78.88,232.9,118.83,574.38,244.01,673.48,205.67,2010.97,37.71,97.42,34.21,62.09,384.33,146.6,93.77,17.18,112.6,49.32,84.99,52.29,94.53,18.19,39.13,104.16,172.9,89.91,58.47,132.78,133.55,63.61,23.43,72.87,32.15,47.08,650.54,85.73,1310.46,147.37,86.2,204.74,78.35,367.89,41.17,52.14,32.81,120.77,202.47,165.93,60.58,53.13,76.2,85.38,49.48,50.93,36.19,57.24,39.47,77.1,204.21,332.23,113.83,36.33,36.96,373.54,168.09,91.7,233.14,66.06,75.1,225.83,109.8,107.63,255.59,37.91,48.87,13.56,330.64,39.44,143.0,76.76,25.025,22.525,33.96,211.21,94.55,79.76,385.04,124.68,55.34,129.66,91.7,38.69,62.05,22.03,96.51,118.12,49.78,210.93,63.62,85.24,120.14,77.24,108.97,45.46,173.61,730.59,59.86,254.15,241.92,134.5,53.69,88.19,233.83,42.35,123.96,90.28,112.62,37.4,160.2,272.94,47.58,90.79,279.85,147.7,25.88,29.04,132.24,113.02,260.28,37.59,34.05,115.32,8.82,117.03,71.33,85.11,27.71,27.27,20.85,21.11,24.4,114.29,152.27,149.99,9.66,62.0,42.82,98.0,60.63,93.35,190.55,224.57,422.86,16.0,13.56,46.24,91.75,150.85,30.6,63.5,149.4,47.07,10.49,102.8,22.88,70.01,270.93,202.72,49.99,14.45,23.57,20.5,407.17,11.95,162.21,196.07,457.19,92.45,206.89,299.0,81.69,44.2,45.62,100.9,117.18,49.23,21.59,111.95,361.44,733.95,15.96,201.0,169.55,25.79,161.52,105.15,133.78,117.05,147.14,45.71,115.56,21.94,189.06,65.21,15.62,117.96,141.74,14.98,14.4,243.75,31.88,32.76,39.55,195.76,198.77,437.68,71.6,58.56,43.25,100.34,76.3,143.41,44.62,253.07,66.91,35.33,376.46,42.82,149.6,9.82,82.23,120.46,5.69,39.08,534.22,121.11,114.48,269.55,55.24,333.88,91.62,81.18,215.11,171.94,111.0,80.39,45.51,1147.34,27.24,127.51,61.83,212.42,126.14,126.98,44.04,57.6,83.73,274.12,58.63,19.58,169.16,400.79,124.76,12.31,51.98,484.67,20.39,61.41,17.55,17.63,75.13,16.07,131.91,23.6,242.1,93.36,309.48,18.67,21.02,30.97,52.83,537.61,4215.53,451.39,13.36,205.53,59.39,33.3,56.45,66.16,89.34,129.8,268.84,92.08,392.64,190.9,53.27,12.86,143.32,130.81,48.81,36.19,77.51,61.45,83.55,96.63,130.3,338.65,143.22,29.23,48.93,139.53,94.27,99.99,75.79,57.62,228.79,43.63,78.78,146.86,68.22,147.53,122.81,80.59,89.2,71.11,61.11,47.76,514.71,15.46,99.91,211.76,62.32,250.14,39.1333333333333,409.48,110.2,74.44,338.63,264.65,297.76,20.46,55.92,44.8,130.25,514.33,728.73,80.63,139.36,57.95,171.72,61.07,46.08,186.51,97.76,69.27,194.73,233.57,354.67,30.05,221.28,71.99,129.19,139.53,165.58,28.4,171.37,111.34,8.48,390.82,372.27,106.47,499.27,157.27,45.45,453.1,131.53,61.56,131.25,146.79,590.65,133.87,46.9,43.62,414.38,62.34,38.8,274.86,43.24,16.69,14.69,204.55,40.94,337.0,166.48,217.0,133.95,21.44,51.21,173.68,48.62,197.44,205.72,60.21,211.97,84.96,33.43,18.11,207.57,30.72,39.84,140.11,66.86,72.35,152.12,37.85,141.72,120.58,226.35,95.55,26.16,65.2,281.22,42.61,21.53,42.59,29.02,192.56,20.16,204.49,98.75,69.35,21.91,132.96,94.37,105.27,358.39,146.53,38.39,166.31
2020-11-20 00:00:00+00:00,172.89,110.89,100.84,268.21,243.44,76.81,462.92,84.64,144.33,20.42,43.85,110.89,270.48,102.32,47.72,127.89,164.14,121.38,446.45,113.0,52.87,100.18,1736.38,1742.19,39.94,3099.4,11.93,78.45,12.53,82.49,112.58,38.61,232.66,157.71,179.8,100.46,117.42,223.17,127.39,134.88,318.26,305.62,198.67,56.06,11.44,117.34,76.725,114.32,48.61,268.5,115.55,133.89,28.32,95.67,254.89,171.27,1114.2,171.9,147.5,18.21,97.25,26.81,37.88,77.02,231.87,119.14,569.98,244.15,672.71,199.62,1992.77,37.56,98.38,33.7,61.61,383.33,144.92,92.59,17.07,112.79,48.98,83.58,51.86,94.55,17.37,38.54,103.33,172.23,89.94,58.3,131.95,131.91,62.96,23.46,73.25,33.5,46.61,655.41,85.79,1292.57,148.88,85.96,204.82,77.4,361.85,40.97,51.65,32.28,120.48,203.05,167.47,61.25,52.67,75.9,85.16,49.17,50.44,35.86,57.45,39.65,77.39,200.57,331.37,114.47,36.3,37.16,371.12,166.97,91.54,230.65,66.39,75.0,225.76,108.45,109.85,258.56,37.13,49.4,13.16,315.87,39.84,142.7,74.8,25.49,22.885,33.99,210.23,94.97,78.65,389.56,123.48,54.73,129.86,92.58,38.41,62.55,21.46,96.55,117.4,48.99,210.66,63.38,84.53,121.87,75.96,108.98,45.39,171.64,728.12,60.56,254.1,240.56,140.06,54.51,88.63,231.1,41.87,119.9,88.99,112.69,36.94,161.11,269.7,46.9,89.78,276.69,144.17,25.29,28.0,129.9,113.07,253.93,38.03,32.91,113.75,8.74,118.12,71.32,84.46,27.83,27.44,20.59,21.25,24.37,114.49,152.56,148.36,9.76,61.36,43.04,96.96,60.11,93.29,190.7,223.35,409.3,15.9,13.63,45.77,93.02,147.34,30.57,63.58,147.78,46.54,10.47,101.76,22.15,68.99,269.81,202.0,50.13,14.15,23.95,20.45,406.21,11.75,158.74,193.97,464.29,92.19,203.84,300.8,81.93,44.26,45.39,101.06,116.94,49.43,21.65,112.06,347.69,730.74,15.72,200.73,169.77,25.69,160.17,103.8,133.84,116.23,146.36,45.29,114.57,21.63,188.45,65.01,15.33,116.17,139.76,14.95,14.25,242.57,32.26,32.44,39.97,191.5,202.73,433.64,69.62,55.9,43.46,100.37,75.76,145.49,44.16,252.07,66.31,35.08,368.02,42.41,149.93,10.04,81.65,118.09,5.6,38.26,546.14,119.28,112.98,265.6,54.6,323.0,91.835,80.47,214.09,169.87,110.16,80.45,45.87,1147.6,26.21,130.98,61.4,210.39,126.18,127.15,43.56,57.14,83.52,272.94,57.81,19.61,167.3,400.3,126.33,12.31,51.89,488.24,20.37,61.65,17.52,17.56,75.55,15.75,132.98,23.9,240.8,91.39,306.42,18.27,19.99,30.54,52.55,523.51,4160.1,446.78,13.49,205.62,59.65,32.96,55.7,66.32,88.08,129.8,267.12,90.64,392.71,192.67,53.01,12.73,143.42,130.19,48.11,36.7,76.73,61.59,83.25,95.81,128.9,339.87,143.04,29.15,49.0,139.3,93.14,100.27,75.65,58.21,223.64,43.67,76.76,147.39,66.88,146.03,124.81,78.22,88.51,69.76,60.39,47.26,518.74,15.11,98.86,211.02,60.99,247.63,38.4133333333333,405.26,108.99,72.58,338.28,258.04,290.1,20.21,55.61,45.2,130.42,518.06,724.23,81.12,140.39,58.83,172.92,60.88,45.54,185.96,97.01,67.95,196.05,232.86,356.94,29.45,218.51,70.0,129.68,137.46,170.05,28.46,172.31,110.68,8.26,382.02,370.61,106.33,489.61,156.82,44.81,451.04,131.43,60.68,129.7,144.2,574.13,134.55,46.21,44.68,414.47,60.74,39.23,273.65,42.66,16.73,14.64,203.39,39.9,334.7,163.76,219.8,130.97,21.41,50.82,173.51,48.72,196.44,204.37,60.04,215.21,84.87,33.99,17.13,203.88,31.18,39.93,139.39,65.48,70.98,150.24,37.53,141.07,120.35,225.4,96.1,25.48,64.51,284.73,42.42,20.9,42.21,28.75,192.91,20.34,199.4,95.29,69.31,21.91,132.38,94.38,104.99,354.99,145.94,38.285,166.2
2020-11-23 00:00:00+00:00,174.14,109.27,102.18,266.43,246.2,75.92,460.61,85.31,145.56,20.46,44.45,112.21,275.26,102.81,49.72,134.06,163.97,122.61,476.58,114.16,52.75,101.31,1727.56,1734.86,40.2,3098.39,11.57,79.3,13.56,83.41,116.09,39.77,228.91,155.22,183.76,100.48,117.79,222.22,128.07,137.07,313.42,310.66,203.18,57.49,12.86,113.85,80.5,116.6,48.81,268.46,115.41,135.33,28.62,96.86,257.25,172.06,1113.41,171.05,147.48,19.26,95.44,27.39,38.55,75.77,228.48,122.04,554.98,243.38,682.87,211.53,2019.84,39.06,100.39,33.33,61.92,387.0,147.58,92.17,17.63,111.25,49.11,87.28,52.29,96.44,18.18,38.77,99.8,174.78,92.59,59.78,131.22,134.39,63.92,23.98,73.61,35.82,48.24,645.04,91.03,1281.0,149.03,85.27,206.94,77.63,358.27,41.64,53.3,33.25,120.16,202.31,168.78,61.44,52.68,77.2,84.54,49.81,51.95,35.7,61.97,42.71,77.57,201.58,329.89,113.15,36.63,37.79,371.71,166.36,92.06,235.22,66.78,77.28,221.08,109.58,110.02,261.11,38.79,50.46,14.48,321.09,44.49,139.97,78.12,26.5,23.79,35.13,211.04,97.61,79.05,387.21,123.43,55.94,130.41,93.33,38.44,63.59,22.19,100.0,120.26,49.9,213.92,64.15,84.7,121.86,77.81,109.72,50.38,172.59,711.46,60.33,252.47,239.7,140.2,54.97,87.79,233.73,41.57,122.8,88.78,110.89,39.36,162.2,268.43,47.51,93.07,286.35,145.32,26.01,27.71,130.73,112.1,254.66,38.95,34.45,116.06,8.86,117.08,71.68,86.11,28.53,28.04,21.26,21.91,26.06,114.66,152.61,150.02,10.07,61.02,44.77,97.12,59.89,94.63,192.15,228.83,414.85,17.32,14.01,46.34,92.62,149.4,30.51,63.71,146.83,49.94,11.07,105.05,24.36,68.07,271.4,204.58,50.03,14.71,24.32,21.19,409.29,12.18,165.11,193.38,459.79,93.66,208.77,301.85,81.39,44.48,46.06,102.36,120.09,50.01,22.09,111.28,343.33,719.05,16.33,203.0,170.56,26.16,159.99,104.51,133.83,116.05,143.87,45.65,117.87,21.91,186.24,63.67,15.66,117.15,139.22,15.61,14.62,250.24,32.6,33.03,39.98,194.1,198.37,448.74,70.07,56.69,43.71,102.38,78.23,143.38,46.59,252.14,68.3,35.85,370.85,43.53,153.67,10.47,85.17,118.84,6.17,41.22,519.91,123.09,113.28,266.89,55.2,332.04,91.5,81.75,217.0,173.48,110.97,80.28,47.17,1138.68,26.15,131.62,64.18,210.11,123.77,130.5,44.13,57.35,84.07,270.84,60.27,20.54,169.38,401.97,126.01,13.28,53.56,476.62,20.51,58.68,17.9,17.94,74.57,16.15,134.13,24.31,242.85,93.56,306.49,18.29,20.89,30.81,53.67,525.6,4194.58,442.09,15.76,202.24,61.1,35.18,56.08,67.25,88.86,131.47,271.91,91.97,402.49,200.82,53.27,12.99,143.02,127.82,47.75,36.52,76.63,65.84,84.48,104.5,133.65,334.13,144.78,29.99,50.64,138.76,92.93,99.56,76.84,58.42,219.13,45.19,81.1,149.2,68.91,143.82,125.61,83.34,90.48,72.64,60.89,48.46,523.61,15.39,97.78,209.57,65.41,251.78,38.0533333333333,405.72,108.18,75.78,337.12,257.64,286.27,21.61,56.92,44.7,131.04,522.11,734.13,85.41,138.03,60.65,176.03,60.45,46.81,190.94,96.88,70.56,189.09,233.01,348.81,30.63,216.0,71.31,127.88,139.37,171.19,28.87,177.56,112.97,8.86,383.86,373.14,108.32,521.85,157.42,46.47,446.03,131.48,61.8,133.88,145.92,594.94,134.63,46.98,44.94,413.52,63.13,39.67,282.87,43.09,16.54,14.5,207.39,40.93,335.06,166.6,226.31,131.23,22.4,56.09,173.5,48.79,196.57,198.12,60.23,217.87,86.55,34.62,16.77,208.16,31.8,41.02,138.85,65.22,73.55,150.93,37.98,145.98,120.11,228.49,95.8,26.3,63.68,275.72,44.48,21.34,43.12,29.11,198.68,21.28,203.92,95.48,68.36,22.59,133.3,94.7,105.0,362.69,146.24,39.56,164.34
