assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,481.05,200,Z,482.05,100,T,481.05,0,N,0.0,0.0,0.0, ,496.06,-15.01,44319,1586956459326,1586956495865,482.05,n,NYSE,True,True,0.1314,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,496.06,138,0.0,1586903400003,-3.0258,-14.01,-2.8243,0.0,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,481.36,100,T,483.98,100,K,483.84,0,N,0.0,0.0,0.0, ,496.06,-12.22,46711,1586956774400,1586956800038,483.98,n,NYSE,True,True,0.1298,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,496.06,138,0.0,1586903400003,-2.4634,-12.08,-2.4352,0.0,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,481.5,100,P,482.25,400,P,481.99,0,N,0.0,0.0,0.0, ,496.06,-14.07,49354,1586957051784,1586957099558,482.25,n,NYSE,True,True,0.1333,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,496.06,138,0.0,1586903400003,-2.8364,-13.81,-2.7839,0.0,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,480.51,100,N,481.49,100,X,481.255,100,D,481.12,481.255,481.0, ,496.06,-14.805,80588,1586957402304,1586957402087,481.255,n,NYSE,True,True,0.1316,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,481.255,1,-14.805,1586957402087,-2.9845,-14.805,-2.9845,-2.9845,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,486.18,100,C,488.47,200,N,488.42,100,Z,481.12,488.99,477.11, ,496.06,-7.64,177413,1586957702146,1586957701306,488.42,n,NYSE,True,True,0.128,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,488.42,1,-7.64,1586957701306,-1.5401,-7.64,-1.5401,-1.5401,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,491.22,100,X,492.97,100,X,492.7161,1000,D,481.12,492.7161,477.11, ,496.06,-3.3439,267676,1586958002341,1586957999073,492.7161,n,NYSE,True,True,0.1219,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,492.7161,10,-3.3439,1586957999073,-0.6741,-3.3439,-0.6741,-0.6741,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,481.4,100,N,482.87,100,N,481.78,100,N,481.12,492.98,477.11, ,496.06,-14.28,351348,1586958301941,1586958301900,481.78,n,NYSE,True,True,0.1182,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,481.78,1,-14.28,1586958301900,-2.8787,-14.28,-2.8787,-2.8787,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,487.32,100,N,488.72,100,N,488.7299,900,D,481.12,492.98,477.11, ,496.06,-7.3301,408199,1586958601175,1586958598503,488.72,n,NYSE,True,True,0.1162,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,488.7299,9,-7.3301,1586958598503,-1.4777,-7.34,-1.4797,-1.4777,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,484.06,200,N,485.82,100,P,484.98,100,Z,481.12,492.98,477.11, ,496.06,-11.08,479688,1586958902083,1586958901078,484.98,n,NYSE,True,True,0.113,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,484.98,1,-11.08,1586958901078,-2.2336,-11.08,-2.2336,-2.2336,True
EQUITY,EQUITY,82509L107,SHOP,Shopify Inc. Class A Subordinate Voting Shares,486.18,100,N,487.95,200,T,486.95,500,D,481.12,492.98,477.11, ,496.06,-9.11,510123,1586959200186,1586959198186,486.95,n,NYSE,True,True,0.1116,2,593.89,211.31,0.0,0.0,0.0,0.0,,Normal,486.95,5,-9.11,1586959198186,-1.8365,-9.11,-1.8365,-1.8365,True
