assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.16,1000,Q,58.25,400,K,58.16,0,Q,0.0,0.0,0.0, ,58.15,0.01,14422,1586783696574,1586783649006,58.16,q,NASD,True,False,0.2618,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.15,381,0.0,1586462400170,0.0172,0.01,0.0172,0.0,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.2,100,P,58.25,400,K,58.16,0,Q,0.0,0.0,0.0, ,58.15,0.01,14422,1586783970308,1586783649006,58.2,q,NASD,True,False,0.2618,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.15,381,0.0,1586462400170,0.0172,0.05,0.086,0.0,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.2,100,P,59.26,100,Q,58.2499,0,Q,0.0,0.0,0.0, ,58.15,0.0999,14538,1586784125392,1586784074947,58.2,q,NASD,True,False,0.2588,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.15,381,0.0,1586462400170,0.1718,0.05,0.086,0.0,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.95,100,Z,58.01,200,P,58.0,100,Q,58.0,58.2,57.98, ,58.15,-0.15,95788,1586784601699,1586784601699,58.0,q,NASD,True,False,0.235,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.0,1,-0.15,1586784601699,-0.258,-0.15,-0.258,-0.258,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.73,100,Q,57.95,100,K,57.85,100,K,58.0,58.2,57.36, ,58.15,-0.3,286750,1586784899439,1586784899122,57.85,q,NASD,True,False,0.123,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,57.85,1,-0.3,1586784899122,-0.5159,-0.3,-0.5159,-0.5159,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.25,100,Q,58.43,200,Q,58.39,100,V,58.0,58.68,57.36, ,58.15,0.24,391283,1586785198837,1586785198735,58.39,q,NASD,True,False,0.1094,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.39,1,0.24,1586785198735,0.4127,0.24,0.4127,0.4127,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.07,200,Q,58.21,500,Q,58.14,200,D,58.0,58.68,57.36, ,58.15,-0.01,441230,1586785502909,1586785502648,58.14,q,NASD,True,False,0.1023,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.14,2,-0.01,1586785502648,-0.0172,-0.01,-0.0172,-0.0172,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.2,200,J,58.3,400,Q,58.29,100,N,58.0,58.68,57.36, ,58.15,0.14,516775,1586785801806,1586785799466,58.29,q,NASD,True,False,0.0954,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.29,1,0.14,1586785799466,0.2408,0.14,0.2408,0.2408,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.27,300,Q,58.32,200,Q,58.2897,600,D,58.0,58.68,57.36, ,58.15,0.1397,568281,1586786096684,1586786100071,58.2897,q,NASD,True,False,0.091,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.2897,6,0.1397,1586786100071,0.2402,0.1397,0.2402,0.2402,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.09,100,Q,58.22,100,Q,58.22,100,P,58.0,58.68,57.36, ,58.15,0.07,602625,1586786402001,1586786400346,58.22,q,NASD,True,False,0.0879,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.22,1,0.07,1586786400346,0.1204,0.07,0.1204,0.1204,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.75,100,Q,58.88,300,Q,58.81,200,D,58.0,58.81,57.36, ,58.15,0.66,637857,1586786701339,1586786699062,58.81,q,NASD,True,False,0.0856,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.81,2,0.66,1586786699062,1.135,0.66,1.135,1.135,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.71,100,Q,58.76,200,Q,58.74,200,D,58.0,58.92,57.36, ,58.15,0.59,671564,1586787000519,1586786999665,58.74,q,NASD,True,False,0.084,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.74,2,0.59,1586786999665,1.0146,0.59,1.0146,1.0146,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.77,100,Q,58.92,500,Q,58.84,200,D,58.0,59.0,57.36, ,58.15,0.69,709089,1586787301073,1586787291990,58.84,q,NASD,True,False,0.0829,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.84,2,0.69,1586787291990,1.1866,0.69,1.1866,1.1866,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.3,100,Q,58.45,100,N,58.385,2000,D,58.0,59.0,57.36, ,58.15,0.235,750035,1586787600701,1586787577002,58.385,q,NASD,True,False,0.083,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.385,20,0.235,1586787577002,0.4041,0.235,0.4041,0.4041,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.03,100,Q,58.13,100,P,58.0466,300,D,58.0,59.0,57.36, ,58.15,-0.1034,785676,1586787897923,1586787899318,58.0466,q,NASD,True,False,0.0809,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.0466,3,-0.1034,1586787899318,-0.1778,-0.1034,-0.1778,-0.1778,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.24,200,Q,58.37,100,Q,58.24,100,D,58.0,59.0,57.36, ,58.15,0.09,813972,1586788202368,1586788202327,58.24,q,NASD,True,False,0.0801,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.24,1,0.09,1586788202327,0.1548,0.09,0.1548,0.1548,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.11,100,Q,58.29,100,N,58.23,100,Q,58.0,59.0,57.36, ,58.15,0.08,839021,1586788501106,1586788474893,58.23,q,NASD,True,False,0.0792,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.23,1,0.08,1586788474893,0.1376,0.08,0.1376,0.1376,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.1,300,P,58.16,100,Z,58.14,100,D,58.0,59.0,57.36, ,58.15,-0.01,854841,1586788801264,1586788798965,58.14,q,NASD,True,False,0.0785,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.14,1,-0.01,1586788798965,-0.0172,-0.01,-0.0172,-0.0172,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.99,100,Q,58.29,300,N,58.22,100,Q,58.0,59.0,57.36, ,58.15,0.07,912775,1586789101493,1586789100499,58.22,q,NASD,True,False,0.0761,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.22,1,0.07,1586789100499,0.1204,0.07,0.1204,0.1204,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.98,200,Q,58.03,200,Q,58.02,200,D,58.0,59.0,57.36, ,58.15,-0.13,942681,1586789396321,1586789399521,58.02,q,NASD,True,False,0.0759,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.02,2,-0.13,1586789399521,-0.2236,-0.13,-0.2236,-0.2236,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.95,500,Q,58.03,200,Q,58.04,100,X,58.0,59.0,57.36, ,58.15,-0.11,969296,1586789701666,1586789698078,58.03,q,NASD,True,False,0.0749,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.04,1,-0.11,1586789698078,-0.1892,-0.12,-0.2064,-0.1892,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.74,100,Q,57.85,300,N,57.7423,100,D,58.0,59.0,57.36, ,58.15,-0.4077,998730,1586790001425,1586790001029,57.7423,q,NASD,True,False,0.0744,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,57.7423,1,-0.4077,1586790001029,-0.7011,-0.4077,-0.7011,-0.7011,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.78,100,Q,57.85,100,V,57.815,1300,D,58.0,59.0,57.36, ,58.15,-0.335,1026385,1586790300130,1586790300529,57.815,q,NASD,True,False,0.0736,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,57.815,13,-0.335,1586790300529,-0.5761,-0.335,-0.5761,-0.5761,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.72,300,Z,57.84,100,Z,57.78,100,P,58.0,59.0,57.36, ,58.15,-0.37,1049817,1586790601123,1586790583225,57.78,q,NASD,True,False,0.0726,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,57.78,1,-0.37,1586790583225,-0.6363,-0.37,-0.6363,-0.6363,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",57.9,200,N,57.96,100,X,57.91,100,Y,58.0,59.0,57.36, ,58.15,-0.24,1076925,1586790899017,1586790898160,57.91,q,NASD,True,False,0.0722,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,57.91,1,-0.24,1586790898160,-0.4127,-0.24,-0.4127,-0.4127,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.02,200,Z,58.11,300,P,58.09,100,P,58.0,59.0,57.36, ,58.15,-0.06,1096280,1586791197036,1586791195496,58.09,q,NASD,True,False,0.0718,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.09,1,-0.06,1586791195496,-0.1032,-0.06,-0.1032,-0.1032,True
EQUITY,EQUITY,22788C105,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock (CV EM)",58.37,300,Q,58.45,200,P,58.4,100,Z,58.0,59.0,57.36, ,58.15,0.25,1119608,1586791495983,1586791450042,58.4,q,NASD,True,False,0.0711,4,101.88,31.95,0.0,0.0,0.0,0.0,,Normal,58.4,1,0.25,1586791450042,0.4299,0.25,0.4299,0.4299,True
