assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.92,200,T,37.56,300,T,37.12,0,N,0.0,0.0,0.0, ,37.14,-0.02,4281,1586783623385,1586783501874,37.14,n,NYSE,True,True,0.0,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,37.14,6428,0.0,1586471400004,-0.0539,0.0,0.0,0.0,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,37.01,100,T,37.9,1000,K,37.01,2000,N,0.0,0.0,0.0, ,37.14,-0.13,6506,1586783934456,1586783997367,37.14,n,NYSE,True,True,0.0,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,37.14,6428,0.0,1586471400004,-0.35,0.0,0.0,0.0,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,37.14,100,P,37.58,200,T,37.14,0,N,0.0,0.0,0.0, ,37.14,0.0,6590,1586784247672,1586784247672,37.14,n,NYSE,True,True,0.0,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,37.14,6428,0.0,1586471400004,0.0,0.0,0.0,0.0,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.81,100,J,36.99,400,Z,36.87,100,V,36.98,36.98,36.8, ,37.14,-0.27,93173,1586784601377,1586784600961,36.87,n,NYSE,True,True,0.0,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,36.87,1,-0.27,1586784600961,-0.727,-0.27,-0.727,-0.727,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.26,200,T,36.31,200,Z,36.285,100,D,36.98,37.0,36.14, ,37.14,-0.855,247146,1586784901431,1586784901435,36.285,n,NYSE,True,True,0.0712,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,36.285,1,-0.855,1586784901435,-2.3021,-0.855,-2.3021,-2.3021,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.37,300,Z,36.4,200,Z,36.39,100,T,36.98,37.0,36.05, ,37.14,-0.75,344579,1586785202069,1586785192231,36.39,n,NYSE,True,True,0.0603,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,36.39,1,-0.75,1586785192231,-2.0194,-0.75,-2.0194,-2.0194,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.03,200,Z,36.05,300,Z,36.03,100,T,36.98,37.0,35.88, ,37.14,-1.11,448272,1586785502923,1586785502922,36.03,n,NYSE,True,True,0.0509,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,36.03,1,-1.11,1586785502922,-2.9887,-1.11,-2.9887,-2.9887,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,35.92,400,N,35.94,200,N,35.93,100,T,36.98,37.0,35.78, ,37.14,-1.21,544445,1586785801627,1586785800083,35.93,n,NYSE,True,True,0.0472,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,35.93,1,-1.21,1586785800083,-3.2579,-1.21,-3.2579,-3.2579,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,35.97,100,K,35.98,400,N,35.98,200,N,36.98,37.0,35.78, ,37.14,-1.16,664054,1586786101973,1586786101819,35.98,n,NYSE,True,True,0.0422,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,35.98,2,-1.16,1586786101819,-3.1233,-1.16,-3.1233,-3.1233,True
EQUITY,EQUITY,064058100,BK,The Bank of New York Mellon Corporation Common Stock,36.07,400,Z,36.09,200,Z,36.085,100,V,36.98,37.0,35.78, ,37.14,-1.055,737490,1586786401949,1586786401625,36.085,n,NYSE,True,True,0.0401,2,53.605,26.4,0.0,8.2044,1.21,3.26,2020-01-24 00:00:00.000,Normal,36.085,1,-1.055,1586786401625,-2.8406,-1.055,-2.8406,-2.8406,True
