assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.9,200,K,164.95,200,P,164.95,0,Q,0.0,0.0,0.0, ,165.14,-0.19,184804,1586783687063,1586783689822,164.95,q,NASD,True,True,0.0735,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,165.14,29487,0.0,1586462400522,-0.1151,-0.19,-0.1151,0.0,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.81,300,Q,164.9,200,K,164.9,0,Q,0.0,0.0,0.0, ,165.14,-0.24,194356,1586784001408,1586784001408,164.9,q,NASD,True,True,0.0717,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,165.14,29487,0.0,1586462400522,-0.1453,-0.24,-0.1453,0.0,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.81,300,Q,165.07,300,P,164.81,0,Q,0.0,0.0,0.0, ,165.14,-0.33,206028,1586784295314,1586784301569,165.07,q,NASD,True,True,0.07,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,165.14,29487,0.0,1586462400522,-0.1998,-0.07,-0.0424,0.0,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.13,200,Z,164.23,200,K,164.0918,200,D,164.35,164.4,164.09, ,165.14,-1.0482,798760,1586784601667,1586784601704,164.13,q,NASD,True,True,0.0682,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.0918,2,-1.0482,1586784601704,-0.6347,-1.01,-0.6116,-0.6347,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.22,100,Q,164.25,200,P,164.229,100,D,164.35,164.75,163.62, ,165.14,-0.911,1843564,1586784901573,1586784901573,164.229,q,NASD,True,True,0.0488,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.229,1,-0.911,1586784901573,-0.5517,-0.911,-0.5517,-0.5517,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,165.29,100,Q,165.33,200,Z,165.33,200,Z,164.35,165.34,163.62, ,165.14,0.19,2948846,1586785202596,1586785201771,165.33,q,NASD,True,True,0.0395,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,165.33,2,0.19,1586785201771,0.1151,0.19,0.1151,0.1151,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.51,200,Z,164.55,100,Q,164.51,500,D,164.35,165.5,163.62, ,165.14,-0.63,3838752,1586785502960,1586785502871,164.51,q,NASD,True,True,0.0354,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.51,5,-0.63,1586785502871,-0.3815,-0.63,-0.3815,-0.3815,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.01,100,J,164.03,200,Z,164.03,100,Q,164.35,165.5,163.62, ,165.14,-1.11,4605266,1586785802029,1586785801980,164.03,q,NASD,True,True,0.0326,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.03,1,-1.11,1586785801980,-0.6722,-1.11,-0.6722,-0.6722,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,163.74,200,Z,163.77,300,P,163.75,100,J,164.35,165.5,163.62, ,165.14,-1.39,5403254,1586786102023,1586786101584,163.75,q,NASD,True,True,0.0305,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,163.75,1,-1.39,1586786101584,-0.8417,-1.39,-0.8417,-0.8417,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,163.63,100,Q,163.65,200,Q,163.64,200,Z,164.35,165.5,163.35, ,165.14,-1.5,6098198,1586786402071,1586786401996,163.64,q,NASD,True,True,0.0288,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,163.64,2,-1.5,1586786401996,-0.9083,-1.5,-0.9083,-0.9083,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.1,200,Q,164.11,100,Z,164.11,100,Z,164.35,165.5,163.35, ,165.14,-1.03,6740913,1586786702039,1586786701988,164.11,q,NASD,True,True,0.0275,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.11,1,-1.03,1586786701988,-0.6237,-1.03,-0.6237,-0.6237,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.28,100,Q,164.3,200,Q,164.29,200,Z,164.35,165.5,163.35, ,165.14,-0.85,7489636,1586787001957,1586787001957,164.29,q,NASD,True,True,0.0264,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.29,2,-0.85,1586787001957,-0.5147,-0.85,-0.5147,-0.5147,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,164.16,200,Z,164.18,200,Q,164.17,100,P,164.35,165.5,163.35, ,165.14,-0.97,7968659,1586787302096,1586787302085,164.17,q,NASD,True,True,0.0256,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,164.17,1,-0.97,1586787302085,-0.5874,-0.97,-0.5874,-0.5874,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,163.9,100,Q,163.91,200,Z,163.915,100,D,164.35,165.5,163.35, ,165.14,-1.225,8469249,1586787602071,1586787601907,163.91,q,NASD,True,True,0.0249,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,163.915,1,-1.225,1586787601907,-0.7418,-1.23,-0.7448,-0.7418,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,163.44,100,Q,163.46,100,Q,163.4499,300,D,164.35,165.5,163.35, ,165.14,-1.6901,9032023,1586787902119,1586787901371,163.4499,q,NASD,True,True,0.0242,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,163.4499,3,-1.6901,1586787901371,-1.0234,-1.6901,-1.0234,-1.0234,True
EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,163.49,100,P,163.51,200,Z,163.51,100,Q,164.35,165.5,163.11, ,165.14,-1.63,9618609,1586788202468,1586788202337,163.51,q,NASD,True,True,0.0235,4,190.7,119.01,0.0,30.5486,2.04,1.24,2020-05-20 00:00:00.000,Normal,163.51,1,-1.63,1586788202337,-0.987,-1.63,-0.987,-0.987,True
