assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.71,100,T,97.78,200,T,97.725,100,Z,98.8,99.23,96.91, ,96.75,0.975,696121,1586875801984,1586875797004,97.725,n,NYSE,True,True,0.0571,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.725,1,0.975,1586875797004,1.0078,0.975,1.0078,1.0078,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.39,100,P,97.49,400,N,97.52,100,T,98.8,99.23,96.91, ,96.75,0.77,727711,1586876102338,1586876092153,97.49,n,NYSE,True,True,0.0563,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.52,1,0.77,1586876092153,0.7959,0.74,0.7649,0.7959,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.59,100,T,97.66,100,Z,97.64,100,D,98.8,99.23,96.91, ,96.75,0.89,754879,1586876400524,1586876393270,97.64,n,NYSE,True,True,0.0555,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.64,1,0.89,1586876393270,0.9199,0.89,0.9199,0.9199,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.75,100,Z,97.81,200,T,97.86,100,Z,98.8,99.23,96.91, ,96.75,1.11,788257,1586876702522,1586876688562,97.81,n,NYSE,True,True,0.0545,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.86,1,1.11,1586876688562,1.1473,1.06,1.0956,1.1473,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.79,100,Z,97.86,100,N,97.85,200,D,98.8,99.23,96.91, ,96.75,1.1,803275,1586877002786,1586877002785,97.85,n,NYSE,True,True,0.0542,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.85,2,1.1,1586877002785,1.137,1.1,1.137,1.137,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.77,100,P,97.84,100,T,97.82,100,N,98.8,99.23,96.91, ,96.75,1.07,822372,1586877288939,1586877282913,97.82,n,NYSE,True,True,0.0537,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.82,1,1.07,1586877282913,1.1059,1.07,1.1059,1.1059,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",97.65,100,N,97.67,200,T,97.65,100,D,98.8,99.23,96.91, ,96.75,0.9,847505,1586877601624,1586877601371,97.65,n,NYSE,True,True,0.0529,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,97.65,1,0.9,1586877601371,0.9302,0.9,0.9302,0.9302,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",98.0,500,K,98.11,300,T,98.0,200,D,98.8,99.23,96.91, ,96.75,1.25,878298,1586877900361,1586877901825,98.0,n,NYSE,True,True,0.0523,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,98.0,2,1.25,1586877901825,1.292,1.25,1.292,1.292,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",98.1,200,N,98.16,100,T,98.15,100,J,98.8,99.23,96.91, ,96.75,1.4,911375,1586878201775,1586878185681,98.15,n,NYSE,True,True,0.0515,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,98.15,1,1.4,1586878185681,1.447,1.4,1.447,1.447,True
EQUITY,EQUITY,94106L109,WM,"Waste Management, Inc. Common Stock",98.42,100,T,98.48,100,Z,98.49,100,D,98.8,99.23,96.91, ,96.75,1.74,943845,1586878502129,1586878490900,98.48,n,NYSE,True,True,0.051,2,126.79,85.34,0.0,25.5326,2.18,2.25,2020-03-05 00:00:00.000,Normal,98.49,1,1.74,1586878490900,1.7984,1.73,1.7881,1.7984,True
