assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",370.25,100,Q,370.75,200,K,370.52,0,D,0.0,0.0,0.0, ,370.72,-0.2,11941,1586783590072,1586783697539,370.72,q,NASD,True,True,0.129,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,370.72,2,0.0,1586462400512,-0.0539,0.0,0.0,0.0,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",370.5,300,Q,371.85,100,K,370.5,0,D,0.0,0.0,0.0, ,370.72,-0.22,12822,1586783986885,1586783996619,370.72,q,NASD,True,True,0.127,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,370.72,2,0.0,1586462400512,-0.0593,0.0,0.0,0.0,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",371.03,100,P,372.22,100,K,371.32,0,D,0.0,0.0,0.0, ,370.72,0.6,16053,1586784235681,1586784285085,371.03,q,NASD,True,True,0.1193,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,370.72,2,0.0,1586462400512,0.1618,0.31,0.0836,0.0,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",371.01,100,Z,371.45,100,P,371.0,100,Q,371.31,371.31,371.0, ,370.72,0.28,64304,1586784601495,1586784601302,371.01,q,NASD,True,True,0.1196,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,371.0,1,0.28,1586784601302,0.0755,0.29,0.0782,0.0755,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",370.82,100,Z,371.32,100,Z,371.31,100,J,371.31,372.43,367.7003, ,370.72,0.59,228021,1586784901148,1586784901147,371.31,q,NASD,True,True,0.0904,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,371.31,1,0.59,1586784901147,0.1591,0.59,0.1591,0.1591,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",376.48,200,Q,376.87,100,Z,376.6078,100,D,371.31,376.82,367.7003, ,370.72,5.8878,437585,1586785202672,1586785202643,376.6078,q,NASD,True,True,0.0721,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,376.6078,1,5.8878,1586785202643,1.5882,5.8878,1.5882,1.5882,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",375.52,100,Z,375.79,300,Q,375.5071,100,D,371.31,378.07,367.7003, ,370.72,4.7871,622774,1586785502148,1586785498622,375.52,q,NASD,True,True,0.0644,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,375.5071,1,4.7871,1586785498622,1.2913,4.8,1.2948,1.2913,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",379.1,100,Q,379.35,100,K,379.3,100,D,371.31,379.43,367.7003, ,370.72,8.58,871958,1586785802004,1586785801921,379.3,q,NASD,True,True,0.057,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,379.3,1,8.58,1586785801921,2.3144,8.58,2.3144,2.3144,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",380.02,100,Z,380.31,100,Z,380.135,100,D,371.31,381.69,367.7003, ,370.72,9.415,1156297,1586786101845,1586786101374,380.135,q,NASD,True,True,0.051,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,380.135,1,9.415,1586786101374,2.5397,9.415,2.5397,2.5397,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",380.44,100,Z,380.74,100,Z,380.62,100,Q,371.31,381.69,367.7003, ,370.72,9.9,1305967,1586786401940,1586786401909,380.62,q,NASD,True,True,0.0489,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,380.62,1,9.9,1586786401909,2.6705,9.9,2.6705,2.6705,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",381.87,100,P,381.99,100,Z,381.93,200,P,371.31,382.27,367.7003, ,370.72,11.21,1464093,1586786701869,1586786701869,381.93,q,NASD,True,True,0.0466,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,381.93,2,11.21,1586786701869,3.0238,11.21,3.0238,3.0238,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",383.5,100,P,383.7,100,P,383.7,1000,D,371.31,383.7,367.7003, ,370.72,12.98,1649378,1586787001602,1586787001608,383.7,q,NASD,True,True,0.0447,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,383.7,10,12.98,1586787001608,3.5013,12.98,3.5013,3.5013,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",382.5,200,Q,382.79,100,Z,382.785,100,D,371.31,383.97,367.7003, ,370.72,12.065,1795567,1586787301645,1586787301598,382.785,q,NASD,True,True,0.0434,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,382.785,1,12.065,1586787301598,3.2545,12.065,3.2545,3.2545,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",382.99,100,Z,383.21,100,Z,383.05,100,Q,371.31,383.97,367.7003, ,370.72,12.33,1904384,1586787602083,1586787601146,383.05,q,NASD,True,True,0.0426,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,383.05,1,12.33,1586787601146,3.326,12.33,3.326,3.326,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",380.67,200,P,380.81,200,P,380.8,100,D,371.31,383.97,367.7003, ,370.72,10.08,2000256,1586787901908,1586787901975,380.8,q,NASD,True,True,0.0419,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,380.8,1,10.08,1586787901975,2.719,10.08,2.719,2.719,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",382.32,100,Z,382.75,100,Z,382.69,100,K,371.31,383.97,367.7003, ,370.72,11.97,2103559,1586788202405,1586788202300,382.69,q,NASD,True,True,0.0412,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,382.69,1,11.97,1586788202300,3.2289,11.97,3.2289,3.2289,True
EQUITY,EQUITY,64110L106,NFLX,"Netflix, Inc. - Common Stock",386.21,100,Z,386.45,100,Z,386.23,100,D,371.31,386.63,367.7003, ,370.72,15.51,2394940,1586788501980,1586788502627,386.23,q,NASD,True,True,0.0393,4,393.52,252.28,0.0,96.2674,0.0,0.0,,Normal,386.23,1,15.51,1586788502627,4.1838,15.51,4.1838,4.1838,True
