assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2045.01,100,Q,2047.0,100,Q,2045.1,0,Q,0.0,0.0,0.0, ,2042.76,2.34,23648,1586783701171,1586783699383,2045.01,q,NASD,True,True,0.0667,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2042.76,2076,0.0,1586462400272,0.1146,2.25,0.1101,0.0,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2044.01,100,Q,2045.9,100,P,2044.5,0,Q,0.0,0.0,0.0, ,2042.76,1.74,24798,1586783990502,1586783989739,2044.01,q,NASD,True,True,0.0656,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2042.76,2076,0.0,1586462400272,0.0852,1.25,0.0612,0.0,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2044.01,100,Q,2047.0,100,Q,2045.5,0,Q,0.0,0.0,0.0, ,2042.76,2.74,26123,1586784300421,1586784296884,2044.01,q,NASD,True,True,0.0643,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2042.76,2076,0.0,1586462400272,0.1341,1.25,0.0612,0.0,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2040.0,4000,Q,2042.0,1300,Q,2041.0,100,J,2040.0,2041.0,2040.0, ,2042.76,-1.76,81799,1586784601621,1586784601621,2041.0,q,NASD,True,True,0.0626,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2041.0,1,-1.76,1586784601621,-0.0862,-1.76,-0.0862,-0.0862,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2052.01,100,P,2053.5,100,K,2052.7549,100,D,2040.0,2053.1499,2038.0, ,2042.76,9.995,233932,1586784901569,1586784900611,2052.755,q,NASD,True,True,0.0574,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2052.7549,1,9.995,1586784900611,0.4893,9.995,0.4893,0.4893,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2072.72,100,Q,2074.0601,100,Q,2073.0276,100,D,2040.0,2074.25,2038.0, ,2042.76,30.2675,401544,1586785202689,1586785199367,2073.0275,q,NASD,True,True,0.0523,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2073.0276,1,30.2675,1586785199367,1.4817,30.2675,1.4817,1.4817,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2067.0,100,P,2068.0,200,Q,2067.0,1900,D,2040.0,2080.0,2038.0, ,2042.76,24.2401,548909,1586785502950,1586785502948,2067.0001,q,NASD,True,True,0.0492,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2067.0,19,24.2401,1586785502948,1.1866,24.2401,1.1866,1.1866,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2069.0,200,K,2069.99,200,Z,2069.8,100,D,2040.0,2080.0,2038.0, ,2042.76,27.04,615435,1586785801881,1586785801671,2069.8,q,NASD,True,True,0.0484,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2069.8,1,27.04,1586785801671,1.3237,27.04,1.3237,1.3237,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2072.01,100,Q,2073.52,100,P,2072.95,100,D,2040.0,2080.0,2038.0, ,2042.76,30.19,682172,1586786101614,1586786100644,2072.95,q,NASD,True,True,0.0471,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2072.95,1,30.19,1586786100644,1.4779,30.19,1.4779,1.4779,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2077.6101,100,Z,2078.99,200,Q,2077.8201,100,Q,2040.0,2082.6899,2038.0, ,2042.76,35.06,814713,1586786401506,1586786400896,2077.82,q,NASD,True,True,0.0447,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2077.8201,1,35.06,1586786400896,1.7163,35.06,1.7163,1.7163,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2095.53,200,K,2097.0,100,K,2095.53,100,D,2040.0,2100.0,2038.0, ,2042.76,52.7701,1063571,1586786701975,1586786701266,2095.5301,q,NASD,True,True,0.0414,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2095.53,1,52.7701,1586786701266,2.5833,52.7701,2.5833,2.5833,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2107.1599,100,K,2107.99,200,Q,2107.585,100,D,2040.0,2109.0,2038.0, ,2042.76,64.825,1257030,1586787002019,1586787002067,2107.585,q,NASD,True,True,0.0392,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2107.585,1,64.825,1586787002067,3.1734,64.825,3.1734,3.1734,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2107.0,500,P,2107.5,100,Z,2107.0,100,Q,2040.0,2109.7366,2038.0, ,2042.76,64.24,1376870,1586787301474,1586787301284,2107.0,q,NASD,True,True,0.0383,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2107.0,1,64.24,1586787301284,3.1448,64.24,3.1448,3.1448,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2100.97,100,Q,2102.7,100,Q,2101.7849,100,D,2040.0,2109.7366,2038.0, ,2042.76,59.025,1481535,1586787602115,1586787601030,2101.785,q,NASD,True,True,0.0376,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2101.7849,1,59.025,1586787601030,2.8895,59.025,2.8895,2.8895,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2099.0,300,Q,2100.28,200,Q,2100.27,100,Z,2040.0,2109.7366,2038.0, ,2042.76,57.51,1549250,1586787902067,1586787895643,2100.27,q,NASD,True,True,0.0372,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2100.27,1,57.51,1586787895643,2.8153,57.51,2.8153,2.8153,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2101.8,100,Q,2103.0,400,P,2102.6399,200,Z,2040.0,2109.7366,2038.0, ,2042.76,59.88,1611406,1586788202268,1586788198217,2102.64,q,NASD,True,True,0.0369,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2102.6399,2,59.88,1586788198217,2.9313,59.88,2.9313,2.9313,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2110.8201,100,X,2112.0,200,K,2111.1499,100,V,2040.0,2111.1499,2038.0, ,2042.76,68.39,1703955,1586788502800,1586788501091,2111.15,q,NASD,True,True,0.0364,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2111.1499,1,68.39,1586788501091,3.3479,68.39,3.3479,3.3479,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2106.75,200,Q,2107.9299,100,P,2106.78,100,D,2040.0,2112.8,2038.0, ,2042.76,64.02,1791041,1586788801572,1586788801531,2106.78,q,NASD,True,True,0.036,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2106.78,1,64.02,1586788801531,3.134,64.02,3.134,3.134,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2113.05,100,Q,2114.3301,100,Q,2113.7,100,V,2040.0,2116.6599,2038.0, ,2042.76,70.94,1895205,1586789101765,1586789101000,2113.7,q,NASD,True,True,0.0354,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2113.7,1,70.94,1586789101000,3.4728,70.94,3.4728,3.4728,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2117.01,100,Y,2117.98,200,Q,2117.5618,100,D,2040.0,2122.3,2038.0, ,2042.76,74.8017,2032228,1586789401185,1586789400806,2117.5617,q,NASD,True,True,0.0348,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2117.5618,1,74.8017,1586789400806,3.6618,74.8017,3.6618,3.6618,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2112.3601,100,Q,2113.6899,100,Z,2112.3601,200,Q,2040.0,2122.3,2038.0, ,2042.76,69.6,2143537,1586789701800,1586789701495,2112.36,q,NASD,True,True,0.0343,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2112.3601,2,69.6,1586789701495,3.4072,69.6,3.4072,3.4072,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2112.8301,100,Q,2114.74,100,P,2113.4031,100,D,2040.0,2122.3,2038.0, ,2042.76,70.643,2200892,1586790001184,1586790001377,2113.403,q,NASD,True,True,0.0341,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2113.4031,1,70.643,1586790001377,3.4582,70.643,3.4582,3.4582,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2117.6399,400,Q,2119.0,100,P,2119.0,100,D,2040.0,2122.3,2038.0, ,2042.76,76.24,2273581,1586790301228,1586790299819,2119.0,q,NASD,True,True,0.0339,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2119.0,1,76.24,1586790299819,3.7322,76.24,3.7322,3.7322,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2116.71,400,Q,2117.7,200,Z,2117.6599,100,Z,2040.0,2122.3,2038.0, ,2042.76,74.9,2336947,1586790601181,1586790599976,2117.66,q,NASD,True,True,0.0338,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2117.6599,1,74.9,1586790599976,3.6666,74.9,3.6666,3.6666,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2123.5701,100,P,2124.98,100,Q,2124.28,100,D,2040.0,2125.8501,2038.0, ,2042.76,81.52,2459726,1586790901363,1586790901326,2124.28,q,NASD,True,True,0.0333,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2124.28,1,81.52,1586790901326,3.9907,81.52,3.9907,3.9907,True
EQUITY,EQUITY,023135106,AMZN,"Amazon.com, Inc. - Common Stock",2126.0,200,Q,2127.29,300,Q,2126.385,100,D,2040.0,2129.8999,2038.0, ,2042.76,83.625,2546361,1586791201448,1586791189777,2126.385,q,NASD,True,True,0.033,4,2185.95,1626.032,0.0,88.7472,0.0,0.0,,Normal,2126.385,1,83.625,1586791189777,4.0937,83.625,4.0937,4.0937,True
