assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,153.2,100,T,155.5,300,K,155.5,0,N,0.0,0.0,0.0, ,154.55,0.95,3061,1586783642311,1586783646773,154.55,n,NYSE,True,True,0.3471,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,154.55,3982,0.0,1586471400007,0.6147,0.0,0.0,0.0,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,153.2,100,T,155.5,300,K,154.0,0,N,0.0,0.0,0.0, ,154.55,-0.55,3102,1586783642311,1586783988697,154.55,n,NYSE,True,True,0.3475,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,154.55,3982,0.0,1586471400007,-0.3559,0.0,0.0,0.0,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,153.2,100,T,155.5,300,K,154.66,0,N,0.0,0.0,0.0, ,154.55,0.11,3140,1586784048423,1586784297603,154.55,n,NYSE,True,True,0.3392,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,154.55,3982,0.0,1586471400007,0.0712,0.0,0.0,0.0,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,153.73,100,T,154.22,100,T,153.95,100,T,154.12,154.12,153.95, ,154.55,-0.6,81998,1586784601567,1586784601470,153.95,n,NYSE,True,True,0.3391,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,153.95,1,-0.6,1586784601470,-0.3882,-0.6,-0.3882,-0.3882,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,154.13,100,N,154.31,300,Z,154.19,100,D,154.12,154.76,153.5002, ,154.55,-0.36,163651,1586784901384,1586784899874,154.19,n,NYSE,True,True,0.1828,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,154.19,1,-0.36,1586784899874,-0.2329,-0.36,-0.2329,-0.2329,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,155.06,200,K,155.26,100,T,155.09,100,T,154.12,155.1,153.5002, ,154.55,0.54,237091,1586785202638,1586785201223,155.09,n,NYSE,True,True,0.1362,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,155.09,1,0.54,1586785201223,0.3494,0.54,0.3494,0.3494,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,153.26,200,Z,153.43,100,T,153.26,200,D,154.12,155.3147,153.19, ,154.55,-1.29,317774,1586785502800,1586785502187,153.26,n,NYSE,True,True,0.1162,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,153.26,2,-1.29,1586785502187,-0.8347,-1.29,-0.8347,-0.8347,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,152.27,100,K,152.37,200,Z,152.29,100,T,154.12,155.3147,151.7896, ,154.55,-2.26,389104,1586785801951,1586785801808,152.29,n,NYSE,True,True,0.1049,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,152.29,1,-2.26,1586785801808,-1.4623,-2.26,-1.4623,-1.4623,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,152.23,200,Z,152.32,100,X,152.26,100,D,154.12,155.3147,151.7896, ,154.55,-2.29,444400,1586786101817,1586786101468,152.26,n,NYSE,True,True,0.0964,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,152.26,1,-2.29,1586786101468,-1.4817,-2.29,-1.4817,-1.4817,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,151.59,100,N,151.68,100,P,151.6,100,D,154.12,155.3147,151.43, ,154.55,-2.95,523993,1586786401897,1586786401001,151.6,n,NYSE,True,True,0.0878,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,151.6,1,-2.95,1586786401001,-1.9088,-2.95,-1.9088,-1.9088,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,152.48,200,Z,152.58,100,N,152.5,100,T,154.12,155.3147,151.43, ,154.55,-2.05,617817,1586786702067,1586786701463,152.5,n,NYSE,True,True,0.0802,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,152.5,1,-2.05,1586786701463,-1.3264,-2.05,-1.3264,-1.3264,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,152.26,100,T,152.37,100,N,152.35,100,J,154.12,155.3147,151.43, ,154.55,-2.2,690769,1586787001493,1586786999634,152.35,n,NYSE,True,True,0.0752,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,152.35,1,-2.2,1586786999634,-1.4235,-2.2,-1.4235,-1.4235,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,152.34,100,Z,152.39,200,N,152.38,100,Z,154.12,155.3147,151.43, ,154.55,-2.17,766129,1586787301600,1586787295179,152.38,n,NYSE,True,True,0.0719,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,152.38,1,-2.17,1586787295179,-1.4041,-2.17,-1.4041,-1.4041,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,151.52,100,K,151.58,200,Z,151.5665,100,D,154.12,155.3147,151.38, ,154.55,-2.9835,816490,1586787601798,1586787601646,151.5665,n,NYSE,True,True,0.0698,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,151.5665,1,-2.9835,1586787601646,-1.9304,-2.9835,-1.9304,-1.9304,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,150.75,200,Z,150.81,100,N,150.8,100,Y,154.12,155.3147,150.7, ,154.55,-3.75,897080,1586787901954,1586787901900,150.8,n,NYSE,True,True,0.0665,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,150.8,1,-3.75,1586787901900,-2.4264,-3.75,-2.4264,-2.4264,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,151.04,100,T,151.1,200,Z,151.18,100,D,154.12,155.3147,150.61, ,154.55,-3.37,1022183,1586788202468,1586788200340,151.1,n,NYSE,True,True,0.0622,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,151.18,1,-3.37,1586788200340,-2.1805,-3.45,-2.2323,-2.1805,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,151.18,300,Z,151.26,100,J,151.22,200,D,154.12,155.3147,150.61, ,154.55,-3.33,1107412,1586788502786,1586788501104,151.22,n,NYSE,True,True,0.06,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,151.22,2,-3.33,1586788501104,-2.1546,-3.33,-2.1546,-2.1546,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,150.85,100,T,150.95,200,Z,150.92,100,Z,154.12,155.3147,150.61, ,154.55,-3.63,1184640,1586788798387,1586788800302,150.92,n,NYSE,True,True,0.0581,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,150.92,1,-3.63,1586788800302,-2.3488,-3.63,-2.3488,-2.3488,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,150.87,200,T,150.99,300,Z,150.92,100,V,154.12,155.3147,150.61, ,154.55,-3.63,1249379,1586789101613,1586789100611,150.92,n,NYSE,True,True,0.0565,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,150.92,1,-3.63,1586789100611,-2.3488,-3.63,-2.3488,-2.3488,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,151.29,200,Z,151.4,200,T,151.35,100,D,154.12,155.3147,150.61, ,154.55,-3.2,1306451,1586789401563,1586789401168,151.35,n,NYSE,True,True,0.0553,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,151.35,1,-3.2,1586789401168,-2.0705,-3.2,-2.0705,-2.0705,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,150.64,200,Z,150.74,100,P,150.68,100,P,154.12,155.3147,150.59, ,154.55,-3.87,1349561,1586789701761,1586789698251,150.68,n,NYSE,True,True,0.0545,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,150.68,1,-3.87,1586789698251,-2.504,-3.87,-2.504,-2.504,True
EQUITY,EQUITY,79466L302,CRM,Salesforce.com Inc Common Stock,150.78,100,B,150.86,100,Z,150.8125,100,D,154.12,155.3147,150.59, ,154.55,-3.7375,1376283,1586790001407,1586790001152,150.8125,n,NYSE,True,True,0.054,2,195.72,115.29,0.0,727.0204,0.0,0.0,,Normal,150.8125,1,-3.7375,1586790001152,-2.4183,-3.7375,-2.4183,-2.4183,True
