assetType,assetMainType,cusip,assetSubType,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.43,200,T,198.44,100,Z,198.44,100,T,197.4,198.69,195.53, ,196.37,2.07,6283704,1586798401667,1586798401148,198.44,n,NYSE,True,True,0.0171,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.44,1,2.07,1586798401148,1.0541,2.07,1.0541,1.0541,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.27,100,N,198.31,200,Z,198.28,100,T,197.4,198.69,195.53, ,196.37,1.91,6370274,1586798701374,1586798700217,198.28,n,NYSE,True,True,0.0169,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.28,1,1.91,1586798700217,0.9727,1.91,0.9727,0.9727,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.39,100,N,198.4,300,Z,198.4,100,N,197.4,198.69,195.53, ,196.37,2.03,6452045,1586799002477,1586799002398,198.4,n,NYSE,True,True,0.0168,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.4,1,2.03,1586799002398,1.0338,2.03,1.0338,1.0338,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.94,300,N,198.96,300,T,198.95,100,D,197.4,198.955,195.53, ,196.37,2.58,6573310,1586799301271,1586799300458,198.95,n,NYSE,True,True,0.0167,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.95,1,2.58,1586799300458,1.3138,2.58,1.3138,1.3138,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.85,100,N,198.87,200,J,198.8707,100,D,197.4,198.98,195.53, ,196.37,2.5007,6654598,1586799601760,1586799600609,198.87,n,NYSE,True,True,0.0166,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.8707,1,2.5007,1586799600609,1.2735,2.5,1.2731,1.2735,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,198.95,200,Z,198.99,400,T,198.97,100,V,197.4,199.01,195.53, ,196.37,2.6,6766930,1586799902456,1586799901784,198.97,n,NYSE,True,True,0.0165,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,198.97,1,2.6,1586799901784,1.324,2.6,1.324,1.324,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.26,300,N,199.28,200,K,199.26,200,N,197.4,199.28,195.53, ,196.37,2.89,6874935,1586800202064,1586800201154,199.26,n,NYSE,True,True,0.0163,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.26,2,2.89,1586800201154,1.4717,2.89,1.4717,1.4717,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.38,200,Z,199.41,100,N,199.38,100,B,197.4,199.39,195.53, ,196.37,3.01,7017866,1586800502523,1586800501249,199.38,n,NYSE,True,True,0.0162,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.38,1,3.01,1586800501249,1.5328,3.01,1.5328,1.5328,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.18,200,Z,199.2,100,T,199.19,100,D,197.4,199.48,195.53, ,196.37,2.82,7097386,1586800802112,1586800797996,199.19,n,NYSE,True,True,0.0161,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.19,1,2.82,1586800797996,1.4361,2.82,1.4361,1.4361,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.65,100,Z,199.68,200,N,199.6576,100,D,197.4,199.66,195.53, ,196.37,3.2876,7299535,1586801102402,1586801102169,199.6576,n,NYSE,True,True,0.0159,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.6576,1,3.2876,1586801102169,1.6742,3.2876,1.6742,1.6742,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.39,300,N,199.43,100,J,199.4,100,K,197.4,199.76,195.53, ,196.37,3.03,7428458,1586801402218,1586801402038,199.4,n,NYSE,True,True,0.0158,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.4,1,3.03,1586801402038,1.543,3.03,1.543,1.543,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.07,200,N,199.09,100,T,199.08,1000,D,197.4,199.76,195.53, ,196.37,2.71,7557866,1586801702440,1586801702231,199.08,n,NYSE,True,True,0.0157,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.08,10,2.71,1586801702231,1.38,2.71,1.3801,1.38,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.65,200,Z,199.66,300,N,199.66,100,J,197.4,199.76,195.53, ,196.37,3.29,7665263,1586802001624,1586801999259,199.66,n,NYSE,True,True,0.0156,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.66,1,3.29,1586801999259,1.6754,3.29,1.6754,1.6754,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.73,200,Z,199.74,100,T,199.72,100,J,197.4,199.76,195.53, ,196.37,3.35,7771377,1586802301667,1586802301458,199.73,n,NYSE,True,True,0.0155,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.72,1,3.35,1586802301458,1.706,3.36,1.7111,1.706,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.79,300,N,199.8,300,N,199.8,100,N,197.4,199.84,195.53, ,196.37,3.43,7891802,1586802600642,1586802600333,199.8,n,NYSE,True,True,0.0154,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.8,1,3.43,1586802600333,1.7467,3.43,1.7467,1.7467,True
EQUITY,EQUITY,01609W102,ADR,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight,199.89,100,P,199.91,100,Z,199.895,100,D,197.4,199.98,195.53, ,196.37,3.525,8003005,1586802901343,1586802897289,199.895,n,NYSE,True,True,0.0153,2,231.14,147.95,0.0,21.2806,0.0,0.0,,Normal,199.895,1,3.525,1586802897289,1.7951,3.525,1.7951,1.7951,True
