assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",140.67,100,Q,140.89,100,Z,140.7516,300,D,141.07,143.95,139.01, ,135.92,4.8316,4875100,1586875802169,1586875801029,140.7516,q,NASD,True,True,0.0687,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,140.7516,3,4.8316,1586875801029,3.5547,4.8316,3.5547,3.5547,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",141.81,100,Q,142.14,200,Q,142.098,100,D,141.07,143.95,139.01, ,135.92,6.178,5064879,1586876102246,1586876101355,142.098,q,NASD,True,True,0.0678,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.098,1,6.178,1586876101355,4.5453,6.178,4.5453,4.5453,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",142.54,100,Q,142.6,200,Q,142.57,100,D,141.07,143.95,139.01, ,135.92,6.65,5254715,1586876402383,1586876402551,142.57,q,NASD,True,True,0.0669,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.57,1,6.65,1586876402551,4.8926,6.65,4.8926,4.8926,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",142.68,100,Q,142.8,200,Q,142.74,100,D,141.07,143.95,139.01, ,135.92,6.82,5505203,1586876702149,1586876702374,142.74,q,NASD,True,True,0.066,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.74,1,6.82,1586876702374,5.0177,6.82,5.0177,5.0177,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",141.57,200,K,141.69,300,Q,141.65,100,P,141.07,143.95,139.01, ,135.92,5.73,5672382,1586877002795,1586877002765,141.65,q,NASD,True,True,0.0654,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,141.65,1,5.73,1586877002765,4.2157,5.73,4.2157,4.2157,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",141.71,100,Q,141.8,300,K,141.7046,400,D,141.07,143.95,139.01, ,135.92,5.7846,5787211,1586877301581,1586877300818,141.71,q,NASD,True,True,0.065,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,141.7046,4,5.7846,1586877300818,4.2559,5.79,4.2599,4.2559,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",141.87,100,Q,142.0,200,Z,141.9999,400,D,141.07,143.95,139.01, ,135.92,6.0799,5860297,1586877602084,1586877602062,141.9999,q,NASD,True,True,0.0648,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,141.9999,4,6.0799,1586877602062,4.4731,6.0799,4.4731,4.4731,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",142.66,200,Q,142.76,200,K,142.76,100,Z,141.07,143.95,139.01, ,135.92,6.84,5943887,1586877902871,1586877902870,142.76,q,NASD,True,True,0.0645,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.76,1,6.84,1586877902870,5.0324,6.84,5.0324,5.0324,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",142.52,300,K,142.64,200,Q,142.65,100,D,141.07,143.95,139.01, ,135.92,6.73,6004533,1586878202293,1586878199405,142.64,q,NASD,True,True,0.0644,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.65,1,6.73,1586878199405,4.9514,6.72,4.9441,4.9514,True
EQUITY,EQUITY,98980L101,ZM,"Zoom Video Communications, Inc. - Class A Common Stock",142.73,200,K,142.86,200,P,142.769,1000,D,141.07,143.95,139.01, ,135.92,6.849,6081689,1586878502251,1586878500472,142.769,q,NASD,True,True,0.0642,4,164.94,59.94,0.0,1383.4399,0.0,0.0,,Normal,142.769,10,6.849,1586878500472,5.039,6.849,5.039,5.039,True
