assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",25.18,600,T,25.24,1000,T,25.24,0,N,0.0,0.0,0.0, ,24.39,0.85,2162997,1586783701374,1586783701643,25.18,n,NYSE,True,True,0.1189,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,24.39,6653,0.0,1586471400007,3.485,0.79,3.239,0.0,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",25.18,100,T,25.2,500,T,25.2,100,N,0.0,0.0,0.0, ,24.39,0.81,2232054,1586784001751,1586784002047,25.18,n,NYSE,True,True,0.1165,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,24.39,6653,0.0,1586471400007,3.321,0.79,3.239,0.0,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",25.06,200,K,25.09,1100,T,25.09,0,N,0.0,0.0,0.0, ,24.39,0.7,2309372,1586784301580,1586784301520,25.06,n,NYSE,True,True,0.1147,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,24.39,6653,0.0,1586471400007,2.87,0.67,2.747,0.0,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",24.97,200,T,25.06,200,Z,24.99,100,Z,24.98,24.99,24.9703, ,24.39,0.6,2449089,1586784601282,1586784600749,24.99,n,NYSE,True,True,0.1126,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,24.99,1,0.6,1586784600749,2.46,0.6,2.46,2.46,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",24.1,6300,N,24.11,300,P,24.105,300,D,24.98,25.06,24.1, ,24.39,-0.285,6402633,1586784901592,1586784901646,24.105,n,NYSE,True,True,0.0956,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,24.105,3,-0.285,1586784901646,-1.1685,-0.285,-1.1685,-1.1685,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",23.02,100,N,23.04,200,Z,23.03,1100,D,24.98,25.06,22.75, ,24.39,-1.36,10912301,1586785202583,1586785202560,23.03,n,NYSE,True,True,0.0792,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,23.03,11,-1.36,1586785202560,-5.5761,-1.36,-5.5761,-5.5761,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",22.56,300,Z,22.6,200,Z,22.5778,1000,D,24.98,25.06,22.34, ,24.39,-1.8122,14372715,1586785502547,1586785502946,22.5778,n,NYSE,True,True,0.0715,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,22.5778,10,-1.8122,1586785502946,-7.4301,-1.8122,-7.4301,-7.4301,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",22.58,20100,N,22.59,600,T,22.5839,1000,D,24.98,25.06,22.08, ,24.39,-1.8061,17337393,1586785801852,1586785801868,22.5839,n,NYSE,True,True,0.0666,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,22.5839,10,-1.8061,1586785801868,-7.4051,-1.8061,-7.4051,-7.4051,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",22.76,200,Z,22.77,700,T,22.77,300,D,24.98,25.06,22.08, ,24.39,-1.62,19431073,1586786101972,1586786101794,22.77,n,NYSE,True,True,0.0639,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,22.77,3,-1.62,1586786101794,-6.6421,-1.62,-6.6421,-6.6421,True
EQUITY,EQUITY,247361702,DAL,"Delta Air Lines, Inc. Common Stock",22.61,800,P,22.62,100,Z,22.619,100,D,24.98,25.06,22.08, ,24.39,-1.771,21627033,1586786402059,1586786402072,22.619,n,NYSE,True,True,0.0614,2,63.4369,19.1,0.0,3.3321,1.5575,6.39,2020-02-19 00:00:00.000,Normal,22.619,1,-1.771,1586786402072,-7.2612,-1.771,-7.2612,-7.2612,True
