,beta,bookValuePerShare,currentRatio,dividendYield,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,interestCoverage,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Sector_Communication Services,Sector_Consumer Discretionary,Sector_Consumer Staples,Sector_Energy,Sector_Financials,Sector_Health Care,Sector_Industrials,Sector_Information Technology,Sector_Materials,Sector_Real Estate,Sector_Utilities
FTI,2.29243,0.0,1.16005,0.0,0.0,0.0,0.0,16.38436,16.52573,33.113209999999995,96.17976,3738.4429999999998,446.2845,0.48441000000000006,0.0,3.29587,0.0,0.9027,0.0,0.0,0.0,0.28002,0.9933200000000001,0.0,0.0,0.0,0.9008700000000001,4.18839,0.0,449332133.0,0.0,0.0,51.66386,108.8358,4915613.0,4915610.0,148660430.0,0,0,0,1,0,0,0,0,0,0,0
TDY,0.9993,13.78806,1.9726099999999998,0.0,9.08991,0.0,10.55206,38.0331,38.50141,29.67568,26.07035,12178.94,36.31081,12.60595,12.5873,14.77196,15.0523,4.228190000000001,23.70365,31.30953,3.4444269999999997,3.8488599999999997,1.45108,8.91211,14.88165,10.65657,0.0,5.44503,0.0,36863419.0,0.0,0.0,22.81778,29.56353,167852.0,167850.0,7750470.0,0,0,0,0,0,0,1,0,0,0,0
TFX,0.99882,6.8616,3.3827599999999998,0.36,76.91516,0.0,10.155389999999999,49.09265,54.8465,2.65893,75.1853,17430.95,46.3728,2.01804,18.96874,6.84439,17.08097,5.6207,24.92843,36.89962,0.47974399999999995,6.89803,2.25543,7.329460000000001,16.63692,7.90385,0.0,0.38011999999999996,0.0,46516030.0,0.0,0.0,43.777570000000004,77.86497,173981.0,173980.0,4793460.0,0,0,0,0,0,1,0,0,0,0,0
TXN,1.11988,0.0,3.9241800000000002,2.6,0.0,8.82826,5.33248,64.2791,63.64965,26.08333,81.69806,126656.7,913.7051,42.605740000000004,36.88363,37.91294,38.79027,16.56304,20.855710000000002,25.93165,0.0,9.25244,2.93666,28.99308,62.269059999999996,33.637570000000004,0.0,0.0,0.0,915943779.0,0.0,0.0,47.06371,88.90633000000001,3692316.0,3692320.0,100461160.0,0,0,0,0,0,0,0,1,0,0,0
TXT,1.67546,9.39905,2.02235,0.21,0.0,0.0,1.63341,8.94013,13.68891,0.0,65.58712,8628.860999999999,227.0052,0.0,3.0056599999999998,0.0,3.77103,1.56066,11.076839999999999,23.16626,0.0,0.68794,0.97569,2.49116,6.940989999999999,3.3339199999999996,0.0,0.0,0.0,228035460.0,0.0,0.0,46.12535,85.61607,1366333.0,1366330.0,32998400.0,0,0,0,0,0,0,1,0,0,0,0
TMO,1.0319399999999999,7.720839999999999,2.62348,0.21,5.5320800000000006,4.60444,9.31137,48.821740000000005,45.39393,11.21705,69.08117,164881.7,394.9829,16.71245,14.22585,20.10987,17.048920000000003,5.51905,27.329959999999996,44.76248,8.091438,6.281680000000001,2.0168,6.24608,12.743160000000001,7.042560000000001,11.027289999999999,5.5493,0.0,395589400.0,0.0,0.0,41.63671,71.34059,1087673.0,1087670.0,27948700.0,0,0,0,0,0,1,0,0,0,0,0
TIF,0.9359799999999999,4.57045,3.20885,1.85,0.0,0.0,2.8845400000000003,55.62556,61.65221,0.0,27.96238,15219.3,119.0857,0.0,8.8344,0.0,11.72891,4.80086,24.75488,43.48007,0.0,3.8273099999999998,1.2141,5.39652,11.10391,6.46729,0.0,0.0,0.0,121346674.0,0.0,0.0,32.59165,48.53419,926740.0,926740.0,41868630.0,0,1,0,0,0,0,0,0,0,0,0
TJX,0.77084,9.76108,2.20498,0.0,0.0,0.0,1.36077,0.0,31.1652,0.0,151.7637,71165.88,1196.664,0.0,4.57152,0.0,5.89021,15.016379999999998,27.809079999999998,43.6591,0.0,1.9313200000000001,1.14583,7.0328800000000005,34.13042,9.19156,0.0,0.0,0.0,1197877094.0,0.0,0.0,60.28021999999999,151.7637,6341856.0,6341860.0,164098990.0,0,1,0,0,0,0,0,0,0,0,0
TSCO,1.03808,6.934260000000001,1.40475,1.04,29.88842,60.71017,5.83903,36.41983,34.94735,59.58118,33.50439,17849.64,115.6487,10.66257,7.39699,14.09634,9.800189999999999,10.522269999999999,19.96686,26.30231,0.880017,1.9169599999999998,0.6219600000000001,11.55282,42.507670000000005,16.21515,62.124669999999995,13.68038,0.0,116223704.0,0.0,0.0,35.96653,56.168319999999994,1039683.0,1039680.0,28678890.0,0,1,0,0,0,0,0,0,0,0,0
TT,1.21428,6.0141,1.65693,1.78,0.0,0.0,4.2405800000000005,31.43239,31.03893,7.520389999999999,77.78806999999999,28569.31,238.3351,8.86645,7.33645,13.492420000000001,11.39381,4.81107,20.30513,28.147090000000002,0.0,2.0013099999999997,1.30359,5.5279300000000005,15.795029999999999,7.268680000000001,18.835420000000003,0.0,0.0,239354158.0,0.0,0.0,46.92098,88.73486,1258479.0,1258480.0,34399140.0,0,0,0,0,0,0,1,0,0,0,0
TDG,1.5025,0.0,4.10115,0.0,0.0,0.0,10.098469999999999,49.90215,55.12922,1.2022899999999999,0.0,26559.45,52.4813,0.0,16.01304,27.8865,37.70428,0.0,30.63236,48.51923,0.0,5.00589,3.2871,4.73555,0.0,5.17488,0.0,11.47074,0.0,54206278.0,0.0,0.0,126.255,0.0,503194.0,503190.0,11965720.0,0,0,0,0,0,0,1,0,0,0,0
TRV,0.86093,5.66585,0.0,2.93,0.0,0.0,7.00695,0.0,0.0,13.87059,23.93572,29347.39,252.4752,0.0,5.823169999999999,0.0,7.88627,1.08928,11.36615,16.54215,0.0,0.9343600000000001,0.0,1.64842,6.93785,0.0,0.0,1.23445,0.0,253191174.0,0.0,0.0,20.73723,26.16264,1244280.0,1244280.0,36721730.0,0,0,0,0,1,0,0,0,0,0,0
TFC,1.44025,7.97745,0.0,4.65,0.0,0.0,3.08892,0.0,0.0,0.0,57.43054,52206.37,1341.713,16.31749,19.33791,0.0,23.58955,0.84704,11.57056,12.5416,0.0,2.82395,0.0,0.97251,7.36565,0.0,0.0,55.452,0.0,1347608932.0,0.0,0.0,0.0,62.21411,4851243.0,4851240.0,125865480.0,0,0,0,0,1,0,0,0,0,0,0
TWTR,0.84754,14.6133,10.10013,0.0,0.0,0.0,0.0,57.854409999999994,64.86771999999999,0.0,44.754909999999995,30032.33,762.2814,0.0,0.0,0.0,0.0,3.9190699999999996,0.0,0.0,0.0,9.04008,0.0,0.0,0.0,0.0,0.0,0.81679,0.0,790948953.0,0.0,0.0,30.96286,44.84956,13709172.0,13709170.0,464753360.0,1,0,0,0,0,0,0,0,0,0,0
TYL,0.75652,32.51272,1.7681799999999999,0.0,43.87141,61.90014,4.6185599999999996,48.398140000000005,47.96662,0.0,0.0,13714.46,39.61141,19.87967,16.96441,15.24986,14.43012,7.4950399999999995,51.01728,73.7914,1.681993,12.3346,0.0,8.708260000000001,11.60409,11.14776,0.0,11.16044,0.0,40240793.0,0.0,0.0,0.0,0.0,269239.0,269240.0,10033400.0,0,0,0,0,0,0,0,1,0,0,0
TSN,0.6392100000000001,10.228489999999999,1.80178,2.64,0.0,0.0,5.009519999999999,13.101180000000001,11.54216,6.5294099999999995,75.91197,23196.17,286.1613,5.258430000000001,4.2878300000000005,7.732989999999999,6.35077,1.56436,7.76311,12.7118,0.0,0.5444,0.88556,5.35596,12.624189999999999,6.30065,0.0,2.62283,0.0,294251100.0,0.0,0.0,44.49747,80.95975,2839141.0,2839140.0,60272340.0,0,0,1,0,0,0,0,0,0,0,0
UDR,0.55073,1.2370700000000001,0.0,4.11,0.0,57.0098,0.62505,66.63173,67.75806,1.08599,132.3999,10342.09,292.1197,20.20986,16.460810000000002,29.86988,19.07069,3.08485,13.143229999999999,56.075509999999994,0.0,8.4154,0.0,2.27787,5.871230000000001,2.74939,0.0,13.18457,0.0,295066874.0,0.0,0.0,52.869240000000005,140.3106,1352880.0,1352880.0,39145630.0,0,0,0,0,0,0,0,0,0,1,0
ULTA,1.4588700000000001,11.56961,2.48939,0.0,0.0,0.0,7.505269999999999,25.87815,34.26679,0.0,45.6111,12618.33,53.847409999999996,0.0,6.37374,0.0,8.231539999999999,7.19423,17.15309,29.85635,0.0,1.8479599999999998,1.26645,8.45332,23.55361,10.67342,0.0,0.0,0.0,56311711.0,0.0,0.0,31.32392,45.6111,896914.0,896910.0,25750560.0,0,1,0,0,0,0,0,0,0,0,0
USB,1.15751,6.7812,0.0,4.55,0.0,0.0,3.18198,0.0,0.0,0.0,82.11958,55629.97,1504.596,11.9539,22.87446,13.0547,27.83117,1.2128700000000001,10.11454,11.60598,0.0,2.40822,0.0,1.0276399999999999,10.62773,0.0,0.0,0.0,0.0,1506362519.0,0.0,0.0,0.0,121.8399,5344485.0,5344490.0,173703680.0,0,0,0,0,1,0,0,0,0,0,0
UAA,1.2329299999999999,0.0,1.9084299999999998,0.0,0.0,0.0,0.0,49.34274,47.72206,0.0,69.407,4513.085,381.9959,0.0,0.0,0.0,0.0,3.3413699999999995,0.0,0.0,0.0,1.001,1.1679700000000002,0.0,0.0,0.0,0.0,0.0,0.0,188532100.0,0.0,0.0,46.5156,86.97041,6596996.0,6597000.0,181907990.0,0,1,0,0,0,0,0,0,0,0,0
UA,1.2329299999999999,0.0,1.9084299999999998,0.0,0.0,0.0,0.0,49.34274,47.72206,0.0,69.407,4513.085,381.9959,0.0,0.0,0.0,0.0,3.3413699999999995,0.0,0.0,0.0,1.001,1.1679700000000002,0.0,0.0,0.0,0.0,0.0,0.0,231505055.0,0.0,0.0,46.5156,86.97041,4509187.0,6597000.0,181907990.0,0,1,0,0,0,0,0,0,0,0,0
UNP,1.0266600000000001,1.7752599999999998,0.9628700000000001,2.0,0.0,0.0,8.048860000000001,83.78888,81.36726,5.78322,160.7039,131606.5,677.4164,26.67295,27.543190000000003,38.97267,40.24058,7.997910000000001,16.80583,24.08664,0.0,6.51485,0.8363299999999999,8.88371,32.14048,9.734160000000001,0.0,0.0,0.0,678838800.0,0.0,0.0,63.343059999999994,172.7997,2768136.0,2768140.0,69487510.0,0,0,0,0,0,0,1,0,0,0,0
UAL,1.50339,48.3074,0.61244,0.0,0.0,0.0,0.0,17.69492,58.486219999999996,0.0,171.8211,10009.84,290.1326,0.0,0.0,0.0,0.0,1.17527,13.38214,0.0,0.0,0.31555,0.55419,0.0,0.0,0.0,0.0,0.0,0.0,290983657.0,0.0,0.0,69.25049,225.2084,38776569.0,38776570.0,1290181700.0,0,0,0,0,0,0,1,0,0,0,0
UNH,0.70826,12.30601,0.0,1.56,33.51395,102.3882,17.78012,0.0,0.0,21.4907,62.71376,304592.1,944.7338,10.776010000000001,7.04489,14.871739999999999,9.82442,4.78569,14.98608,18.026310000000002,0.537875,1.2291299999999998,0.0,9.70744,29.295709999999996,0.0,0.0,5.05986,0.0,950335762.0,0.0,0.0,40.254690000000004,72.38935,2773429.0,2773430.0,70200100.0,0,0,0,0,0,1,0,0,0,0,0
UPS,0.9753700000000001,10.022269999999999,1.2430700000000001,2.52,0.0,4.92571,5.03337,79.39782,79.0734,12.69945,531.7213,138399.1,707.0123,8.64167,5.6565,10.811869999999999,9.750580000000001,31.692590000000003,20.049120000000002,31.84745,0.0,1.78856,0.0,7.622510000000001,99.84033000000001,10.30986,13.440529999999999,6.7310300000000005,0.0,707081218.0,0.0,0.0,86.02988,617.6484,4773981.0,4773980.0,96990210.0,0,0,0,0,0,0,1,0,0,0,0
URI,2.40238,22.89891,0.84435,0.0,9.74955,0.0,14.825879999999998,36.15266,38.03286,2.94615,245.6872,12908.14,71.72514,10.93347,12.36679,19.6493,22.13588,3.3037699999999997,4.0784,12.07888,1.238917,1.43296,0.78865,6.03026,30.169259999999998,6.85728,0.0,2.0274099999999997,0.0,72080277.0,0.0,0.0,72.70123000000001,266.3169,873195.0,873190.0,24942630.0,0,0,0,0,0,0,1,0,0,0,0
UHS,1.12942,10.89816,1.01665,0.0,0.0,10.84274,8.47967,0.0,0.0,15.931610000000001,60.64606,9716.188,75.36185,9.3966,6.6486600000000005,13.115870000000001,9.971810000000001,1.7083700000000002,7.77525,13.48991,0.0,0.86151,0.94245,6.27454,13.25204,7.5190600000000005,0.0,1.9448,0.0,77700358.0,0.0,0.0,37.98741,62.08902,558170.0,558170.0,15705550.0,0,0,0,0,0,1,0,0,0,0,0
UNM,1.70793,7.77122,0.0,6.15,88.75313,0.0,4.69463,0.0,0.0,7.91368,32.12737,3771.9109999999996,202.2604,8.7879,8.098419999999999,12.74659,11.7728,0.35701,3.5064699999999998,3.94706,0.044472000000000005,0.31664000000000003,0.0,1.9546299999999999,11.09362,0.0,10.38279,14.545929999999998,0.0,203556974.0,0.0,0.0,26.491909999999997,36.03945,2214715.0,2214720.0,68885280.0,0,0,0,0,1,0,0,0,0,0,0
VFC,1.21454,0.0,3.6498199999999996,3.04,0.0,0.0,0.33397,52.898419999999994,55.41599,0.0,192.6044,24594.62,360.8084,0.0,1.72765,0.0,4.955030000000001,8.44406,74.07483,188.99900000000002,0.0,2.64647,2.83205,1.40341,4.54565,1.67087,0.0,0.0,0.0,389648638.0,0.0,0.0,65.9053,193.3007,1743879.0,1743880.0,56911920.0,0,1,0,0,0,0,0,0,0,0,0
VLO,1.9160700000000002,5.78941,1.74822,7.05,0.0,109.7851,2.58997,0.0,3.6335800000000003,0.0,60.91601,22671.3,406.2738,12.84024,1.7688599999999999,17.206889999999998,2.43304,1.14229,5.89171,21.46743,0.0,0.25873,1.00575,3.06563,5.15149,3.87529,0.0,0.0,0.0,407757274.0,0.0,0.0,38.0565,63.873630000000006,4318683.0,4318680.0,92618060.0,0,0,0,1,0,0,0,0,0,0,0
VAR,1.1621,3.9914300000000003,1.3215299999999999,0.0,0.0,72.07293,2.84764,42.992940000000004,43.39298,0.0,0.46031000000000005,15742.82,90.67822,8.771419999999999,8.158669999999999,8.62739,10.49865,8.13845,42.399190000000004,60.790690000000005,0.0,4.92486,1.02004,6.1935199999999995,14.185089999999999,11.34628,0.0,1.55029,0.0,90941138.0,0.0,0.0,23.35516,30.62322,2317015.0,2317020.0,23295750.0,0,0,0,0,0,1,0,0,0,0,0
VTR,1.1061,0.0,0.0,4.38,0.0,0.0,0.48486,47.079190000000004,51.1028,1.3472600000000001,118.8455,15326.44,371.4926,0.0,4.7377400000000005,6.13721,15.58663,1.45369,11.2007,84.72549000000001,0.0,3.8954800000000005,0.0,0.78356,1.7024599999999999,0.83616,0.0,4.82281,0.0,373087555.0,0.0,0.0,54.0977,118.8455,2604193.0,2604190.0,77381470.0,0,0,0,0,0,0,0,0,0,1,0
VRSN,0.8647,0.0,1.22715,0.0,0.0,6.76602,6.74087,86.12823,85.54581,10.205810000000001,0.0,23746.0,113.2411,48.503809999999994,63.3167,67.41622,66.07489,0.0,28.434240000000003,30.671120000000002,0.0,19.060029999999998,0.0,42.524409999999996,0.0,89.79261,0.58907,1.62547,0.0,114853683.0,0.0,0.0,460.4438,0.0,568697.0,568700.0,13533590.0,0,0,0,0,0,0,0,1,0,0,0
VRSK,0.70477,59.638769999999994,0.5896100000000001,0.57,0.0,20.165589999999998,3.1128400000000003,65.26223,63.07771999999999,7.441260000000001,123.6478,30702.3,160.6895,26.37006,19.117160000000002,38.25869,29.20944,14.12054,35.80444,60.73875,0.0,11.37923,0.0,7.79042,23.516,9.52469,0.0,8.34873,0.0,162385909.0,0.0,0.0,59.09433000000001,144.4649,587385.0,587380.0,17522560.0,0,0,0,0,0,0,1,0,0,0,0
VZ,0.43565,38.05771,0.96006,4.19,20.86979,19.168,4.62443,61.41163,59.09841,6.77808,169.3701,252250.5,4136.696,15.893189999999999,15.17044,23.67393,20.1517,3.8795300000000004,6.96248,12.71076,0.609051,1.94449,0.92691,6.8289800000000005,32.101209999999995,7.92772,0.0,0.0,0.0,4138053870.0,0.0,0.0,63.76855,179.9783,10483449.0,10483450.0,325342470.0,1,0,0,0,0,0,0,0,0,0,0
VRTX,0.86282,39.50645,3.72188,0.0,214.0145,208.8276,7.911689999999999,87.89624,87.71087,0.0,6.94308,71326.38,260.1289,54.9215,38.51372,47.10004,38.66698,9.473339999999999,32.62281,34.61207,0.161728,13.202020000000001,3.6,24.12515,33.056490000000004,29.323259999999998,0.61897,56.4015,0.0,260467334.0,0.0,0.0,6.49231,6.94308,1155742.0,1155740.0,34672650.0,0,0,0,0,0,1,0,0,0,0,0
VIAC,1.88811,9.33038,1.5578,3.53,0.0,0.0,3.90959,44.46215,40.4637,6.41485,142.0211,16934.65,551.2515,11.71315,7.71202,18.85259,13.422820000000002,1.209,5.50362,6.964919999999999,0.0,0.51662,1.32774,6.739269999999999,23.66457,8.12274,0.0,0.0,0.0,563771436.0,0.0,0.0,57.514619999999994,144.6447,11990593.0,11990590.0,266544510.0,1,0,0,0,0,0,0,0,0,0,0
V,0.8767,7.63063,1.55348,0.6,5.28635,0.0,5.25879,76.98987,80.49559,21.15493,50.33217,424360.2,1423.009,49.059329999999996,51.36789,62.00124,64.12901,14.05565,33.956959999999995,37.92317,7.1737910000000005,18.54559,0.0,15.869520000000001,37.92232,19.3954,0.0,2.7296400000000003,0.0,1686007156.0,0.0,0.0,37.01753,58.77435,7103879.0,7103880.0,171216510.0,0,0,0,0,0,0,0,1,0,0,0
VNO,1.3191,0.0,0.0,6.03,0.0,0.0,1.69182,49.15108,50.1445,0.09892999999999999,122.4655,6724.696999999999,175.3979,0.0,11.81829,30.215490000000003,22.64602,1.19971,12.350589999999999,20.79417,0.0,3.92228,0.0,1.12705,5.58413,1.2816299999999998,0.0,0.0,0.0,191151142.0,0.0,0.0,50.98708,122.4655,1885992.0,1885990.0,49351790.0,0,0,0,0,0,0,0,0,0,1,0
VMC,0.8583299999999999,6.04845,1.95438,1.05,11.61342,6.78539,4.7363599999999995,29.980829999999997,25.96015,8.87536,48.32708,17222.23,131.6982,15.950479999999999,12.691410000000001,22.59955,18.24792,2.9877700000000003,16.90962,27.453570000000003,2.363952,3.46055,1.5197399999999999,5.7736,11.34411,6.26072,26.050520000000002,6.970330000000001,0.0,132448129.0,0.0,0.0,36.30648,57.00184,1002772.0,1002770.0,25083870.0,0,0,0,0,0,0,0,0,1,0,0
WRB,0.83772,6.529,0.0,0.79,0.0,0.0,1.82635,0.0,0.0,4.40257,50.41525,10842.21,135.4354,3.70119,4.592280000000001,7.04743,7.05814,1.86822,22.6239,33.35067,0.0,1.4102,0.0,1.31227,5.9663699999999995,0.0,6.92673,0.0,0.0,178003807.0,0.0,0.0,33.34817,50.41525,588188.0,588190.0,16635910.0,0,0,0,0,1,0,0,0,0,0,0
WAB,1.56261,22.57339,1.1396700000000002,0.7,26.79777,0.0,2.21607,28.01312,29.110159999999997,3.36016,38.278009999999995,13024.1,180.1693,4.93841,5.2828,9.17463,9.60385,1.32284,14.55799,30.8835,1.152465,1.6204399999999999,0.62305,2.2701,4.3211900000000005,2.77108,0.0,33.38775,0.0,190299552.0,0.0,0.0,31.12837,45.35833,1199479.0,1199480.0,27337650.0,0,0,0,0,0,0,1,0,0,0,0
WMT,0.26897,0.89686,0.76625,1.59,70.3377,5.20113,5.25795,24.212979999999998,24.513479999999998,0.0,69.57796,384012.9,1391.693,3.02625,2.87453,3.8805,3.89911,5.62748,14.527779999999998,25.78952,0.366653,0.71824,0.26754,6.57587,22.02939,10.51497,0.0,3.6888099999999997,0.0,2831953450.0,0.0,0.0,43.91724,85.04396,7212777.0,7212780.0,182403200.0,0,0,1,0,0,0,0,0,0,0,0
WBA,0.47862,3.99831,0.6876800000000001,4.54,0.0,0.0,0.81552,18.59028,20.498179999999998,0.0,63.26373,35679.54,718.1047,0.0,0.53047,0.0,1.0587799999999998,1.7278099999999998,13.09822,50.489259999999994,0.0,0.25716,0.32883,0.94949,3.3875599999999997,1.44177,0.0,1.75279,0.0,866534089.0,0.0,0.0,45.139959999999995,84.60722,5483439.0,5483440.0,134401220.0,0,0,1,0,0,0,0,0,0,0,0
DIS,1.0660399999999999,13.5412,1.3368,1.35,0.0,0.0,0.0,32.96545,35.97912,0.22271,63.433719999999994,233779.8,1803.1429999999998,0.0,0.0,0.0,0.54483,2.6833400000000003,52.78388,0.0,0.0,3.35187,1.2863799999999999,0.0,0.0,0.0,0.0,7.67093,0.0,1807063365.0,0.0,0.0,39.38426,75.3849,16883125.0,16883130.0,291694170.0,1,0,0,0,0,0,0,0,0,0,0
WM,0.73421,5.4207,0.8846200000000001,1.97,0.0,0.0,3.7774699999999997,47.29009,47.440909999999995,4.586469999999999,139.2831,46838.27,421.8019,8.62117,10.66013,14.79921,16.4272,6.79224,14.5235,29.35033,0.0,3.10126,0.8641700000000001,6.121090000000001,24.107210000000002,7.32084,0.0,0.0,0.0,422461187.0,0.0,0.0,64.97636999999999,185.5754,1436280.0,1436280.0,40605730.0,0,0,0,0,0,0,1,0,0,0,0
WAT,0.96539,0.0,1.82044,0.0,3.1475400000000002,0.0,8.036389999999999,59.011430000000004,57.695719999999994,17.26323,0.0,13356.19,61.5757,23.64092,22.6155,29.83053,27.783509999999996,0.0,21.30388,26.83792,8.526633,5.86185,1.32711,18.836479999999998,282.7373,24.76056,11.839189999999999,0.0,0.0,61925972.0,0.0,0.0,112.7453,0.0,376749.0,376750.0,13287620.0,0,0,0,0,0,1,0,0,0,0,0
WEC,0.17031,10.260589999999999,0.49171000000000004,2.75,7.19154,2.56772,3.70186,0.0,0.0,5.66555,102.9527,29057.83,314.888,15.632470000000001,16.26553,21.87641,22.729039999999998,2.79841,13.65179,24.88479,3.460287,4.02865,0.35749000000000003,3.40175,11.49319,3.78761,0.0,0.0,0.0,315434531.0,0.0,0.0,55.00711999999999,123.1801,1011519.0,1011520.0,30184660.0,0,0,0,0,0,0,0,0,0,0,1
WFC,1.1144399999999999,4.88362,0.0,1.63,0.0,0.0,0.8750899999999999,0.0,0.0,0.0,128.7285,100817.6,4114.9,0.0,7.6321,0.0,5.33821,0.63685,8.31828,27.962840000000003,0.0,1.30217,0.0,0.30364,2.3517200000000003,0.0,0.0,0.0,0.0,4120047105.0,0.0,0.0,0.0,162.4463,39150121.0,39150120.0,1016749190.0,0,0,0,0,1,0,0,0,0,0,0
WELL,0.82368,0.0,0.0,4.36,0.0,0.0,0.73935,45.06069,47.1455,1.62331,90.62411999999999,23360.49,416.6147,0.17005,6.37739,11.11046,17.41884,1.45566,16.69144,75.71516,0.0,4.6946,0.0,0.9571200000000001,1.9504099999999998,1.0431,0.0,0.0,0.0,417300700.0,0.0,0.0,45.72394,90.62411999999999,2483928.0,2483930.0,66272920.0,0,0,0,0,0,0,0,0,0,1,0
WST,1.1519,9.606860000000001,2.96002,0.23,26.16402,37.242090000000005,3.78188,37.00683,34.08554,0.0,15.806510000000001,20305.45,73.41333,16.31259,14.00226,19.65099,17.32292,12.63417,53.97515,72.71251,2.779103,10.437669999999999,2.22761,12.06511,18.72583,14.235320000000002,7.26348,10.07129,0.0,73840686.0,0.0,0.0,13.7557,15.9497,424964.0,424960.0,18321330.0,0,0,0,0,0,1,0,0,0,0,0
WDC,1.55019,0.0,2.05356,5.6,61.419169999999994,178.4044,0.0,25.262420000000002,23.81095,3.5263199999999997,97.25683000000001,10669.36,298.2629,3.4523,0.0,6.08817,2.0016700000000003,1.11709,8.10741,0.0,0.0,0.63751,1.35679,0.0,0.0,0.0,2.68263,1.00791,0.0,299701032.0,0.0,0.0,50.062740000000005,100.2513,9132816.0,9132820.0,121223440.0,0,0,0,0,0,0,0,1,0,0,0
WU,0.91054,0.0,0.0,3.76,0.0,0.0,1.44906,40.66565,41.67869,7.964910000000001,0.0,9847.655,408.92699999999996,14.52409,12.37981,19.89773,17.86636,0.0,11.55286,16.534860000000002,0.0,2.00184,0.0,6.861860000000001,0.0,8.79518,0.0,0.0,0.0,411003966.0,0.0,0.0,102.4366,0.0,5247469.0,5247470.0,130735460.0,0,0,0,0,0,0,0,1,0,0,0
WRK,1.50476,8.03177,1.79623,2.69,5.76841,0.0,2.99717,18.17624,19.49727,3.5097400000000003,84.01106,7726.778,255.6167,4.24899,4.396669999999999,6.39709,7.24989,0.65932,3.3810800000000003,9.92937,1.721336,0.43509,1.0291700000000001,2.5562400000000003,6.590260000000001,2.85605,0.0,0.0,0.0,259636357.0,0.0,0.0,46.14848,85.8304,2457404.0,2457400.0,56845780.0,0,0,0,0,0,0,0,0,1,0,0
WY,1.9786,1.6428200000000002,2.28039,0.0,13315.43,0.0,0.41100000000000003,21.3366,18.440260000000002,2.5102,76.79834,21611.89,744.7531,4.41447,4.66707,14.89884,15.551839999999999,2.6349,26.68135,70.46229,0.005292,3.28548,1.71547,1.8447900000000002,3.62756,1.9594099999999999,0.0,0.0,0.0,746267000.0,0.0,0.0,43.43838,76.79834,4247540.0,4247540.0,119092370.0,0,0,0,0,0,0,0,0,0,1,0
WHR,2.13243,0.0,0.9811,2.64,0.83516,0.0,14.107000000000001,15.61108,16.56051,5.73529,161.8953,11333.74,62.01041,0.61851,4.73461,1.905,7.71762,3.7376699999999996,8.439119999999999,12.89714,15.442718,0.60158,0.7055,4.63004,31.24675,9.44565,0.0,0.0,0.0,62293822.0,0.0,0.0,63.727940000000004,228.4957,620787.0,620790.0,15960810.0,0,1,0,0,0,0,0,0,0,0,0
WMB,1.8646599999999998,0.0,0.9589799999999999,7.16,68.84538,0.0,0.11728,83.94161,78.34615,3.3081099999999997,182.7956,27110.9,1210.45,17.68669,0.0,34.36272,10.9359,2.22538,16.27305,190.4843,2.766842,3.4757599999999997,0.90402,0.0,1.1004200000000002,0.0,0.0,0.0,0.0,1213558476.0,0.0,0.0,60.34605,187.9217,8127511.0,8127510.0,191797220.0,0,0,0,1,0,0,0,0,0,0,0
WLTW,0.77922,22.032020000000003,1.04748,1.35,21.10312,0.0,7.830769999999999,0.0,0.0,2.8871,49.03725,25986.88,128.4543,4.82726,11.29834,7.71415,14.22553,2.51225,14.302079999999998,25.753529999999998,1.220366,2.8069599999999997,0.0,2.8549599999999997,9.96818,5.68633,0.0,7.76394,0.0,128858414.0,0.0,0.0,34.84952,54.11708,821994.0,821990.0,14572110.0,0,0,0,0,1,0,0,0,0,0,0
WYNN,2.3641,0.0,2.26562,0.0,0.0,0.0,0.0,0.0,30.38648,0.0,2014.011,9005.306,97.51993,0.0,0.0,0.0,0.0,14.538920000000001,0.0,0.0,0.0,2.07465,2.22028,0.0,0.0,0.0,0.0,0.0,0.0,107847969.0,0.0,0.0,97.89877,2062.121,5929774.0,5929770.0,122099910.0,0,1,0,0,0,0,0,0,0,0,0
XEL,0.28717,4.5578199999999995,0.8021199999999999,2.45,9.14868,18.528270000000003,2.67101,42.43959,43.43525,2.3060099999999997,145.409,36879.03,523.5884,11.09822,12.5,16.31864,18.60278,2.75453,10.9336,26.282190000000003,2.872785,3.2904199999999997,0.71314,2.74598,10.88113,3.06206,0.0,0.0,0.0,525342304.0,0.0,0.0,62.145419999999994,164.1689,2862240.0,2862240.0,57117950.0,0,0,0,0,0,0,0,0,0,0,1
XRX,1.6866299999999999,0.0,1.42205,5.52,0.0,0.0,1.72908,38.498290000000004,39.787929999999996,3.52941,38.39396,3857.676,202.5457,1.8430000000000002,5.49104,3.4129699999999996,8.14188,0.70434,4.79214,10.47378,0.0,0.48696000000000006,1.1788399999999999,3.01989,7.376189999999999,3.98936,0.0,0.0,0.0,213013600.0,0.0,0.0,41.12478,69.89984,3514511.0,3514510.0,89679730.0,0,0,0,0,0,0,0,1,0,0,0
