,beta,bookValuePerShare,currentRatio,dividendYield,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,interestCoverage,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Sector_Communication Services,Sector_Consumer Discretionary,Sector_Consumer Staples,Sector_Energy,Sector_Financials,Sector_Health Care,Sector_Industrials,Sector_Information Technology,Sector_Materials,Sector_Real Estate,Sector_Utilities
PNC,1.25085,5.98034,0.0,4.17,0.0,0.0,5.62175,0.0,0.0,0.0,72.79633000000001,46835.4,423.5212,0.0,15.859829999999999,0.0,18.715510000000002,0.8860100000000001,11.75587,19.62556,0.0,2.6642799999999998,0.0,0.64482,4.87175,0.0,0.0,0.0,0.0,424502851.0,0.0,0.0,0.0,72.79633000000001,2096922.0,2096920.0,60954350.0,0,0,0,0,1,0,0,0,0,0,0
PPG,1.25728,3.31523,1.35212,1.82,0.0,0.0,4.21202,43.51575,43.27574,8.53846,95.46772,28062.43,234.9731,3.21725,7.34341,5.57214,10.0576,5.80762,18.2342,28.23348,0.0,2.02033,1.0261799999999999,5.64706,20.24014,7.85492,0.0,0.0,0.0,235977363.0,0.0,0.0,56.06371,130.4015,1497720.0,1497720.0,35019370.0,0,0,0,0,0,0,0,0,1,0,0
PPL,0.78882,0.0,0.63235,5.76,0.0,0.0,2.30087,0.0,0.0,2.36905,161.7449,22140.97,767.9319,19.78148,22.61719,34.215070000000004,36.861979999999996,1.6974,7.2191,12.517000000000001,0.0,2.88294,0.56792,3.8292,13.889000000000001,4.26294,0.0,0.0,0.0,768783000.0,0.0,0.0,64.7726,183.87,5959541.0,5959540.0,118757730.0,0,0,0,0,0,0,0,0,0,0,1
PFG,1.62341,8.808639999999999,0.0,5.05,0.0,5.20105,4.5464,0.0,0.0,0.0,27.313340000000004,12188.63,273.7983,13.35966,8.03538,16.00848,9.53807,0.79811,16.870079999999998,9.76597,0.0,0.7528100000000001,0.0,0.48253999999999997,8.64273,0.0,0.0,2.02527,0.0,274518698.0,0.0,0.0,21.38735,27.8139,1345562.0,1345560.0,35120640.0,0,0,0,0,1,0,0,0,0,0,0
PG,0.40078,0.0,0.8487100000000001,2.33,245.953,153.5724,4.95844,51.073570000000004,51.182520000000004,177.38099999999997,50.594359999999995,336864.8,2483.524,15.74189,18.46794,19.64629,22.118389999999998,7.36453,21.249270000000003,27.327140000000004,0.111107,4.74792,0.68198,11.11389,27.78104,15.2302,2.81166,4.82536,0.0,2486086692.0,0.0,0.0,42.550059999999995,74.63296,5582868.0,5582870.0,147457210.0,0,0,1,0,0,0,0,0,0,0,0
PGR,0.52665,14.61405,0.0,0.45,35.611340000000006,83.28295,7.45206,0.0,0.0,55.331559999999996,32.36056,52000.81,583.3156,16.325039999999998,10.871210000000001,21.2014,14.038829999999999,3.21457,11.07508,11.92019,0.33473,1.28255,0.0,7.96115,30.158959999999997,0.0,17.69781,14.99726,0.0,585396906.0,0.0,0.0,24.4488,32.36056,2126749.0,2126750.0,57657190.0,0,0,0,0,1,0,0,0,0,0,0
PLD,0.9575799999999999,5.50307,0.0,2.23,0.0,0.0,2.58235,75.22723,73.52557,5.53823,48.54313,76987.02,734.8869,35.93155,47.67131,36.17805,31.43099,2.39272,23.89259,40.35472,0.0,19.1865,0.0,4.07297,6.427969999999999,4.59957,29.42864,31.475740000000002,0.0,738768000.0,0.0,0.0,29.89115,48.5901,2415972.0,2415970.0,67262980.0,0,0,0,0,0,0,0,0,0,1,0
PRU,1.7294900000000002,11.59561,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.0,32.4127,27432.75,394.6071,0.0,0.0,0.0,0.66364,0.41589,43.40625,0.0,0.0,0.45628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395000000.0,0.0,0.0,25.269389999999998,34.1275,2548296.0,2548300.0,67169210.0,0,0,0,0,1,0,0,0,0,0,0
PEG,0.6096600000000001,4.44386,0.64707,3.58,18.78431,194.7677,3.4299800000000005,0.0,0.0,0.0,87.6638,27674.95,505.4451,22.0,18.09385,19.85366,22.90084,1.7803200000000001,9.06484,15.95345,0.849297,2.87951,0.50597,3.6587400000000003,11.499419999999999,4.07761,0.0,0.0,0.0,505755584.0,0.0,0.0,52.08327,108.6954,1714914.0,1714910.0,51549690.0,0,0,0,0,0,0,0,0,0,0,1
PSA,0.12538,0.0,0.0,4.0,0.0,0.0,7.00957,68.19233,71.12588000000001,32.727140000000006,27.331870000000002,34964.05,151.61,44.5254,51.16162,45.92879,49.67161,7.185160000000001,19.75221,28.53527,0.0,12.17326,0.0,12.52135,24.75176,12.99112,0.0,2.62204,0.0,174802792.0,0.0,0.0,21.4323,27.331870000000002,830730.0,830730.0,18952250.0,0,0,0,0,0,0,0,0,0,1,0
PHM,1.48781,9.20347,0.0,1.03,28.21312,47.20138,4.24638,25.41282,24.044520000000002,343.7761,47.34749,12451.49,259.1949,13.440610000000001,10.93848,17.619410000000002,14.34504,2.1278599999999996,10.20386,10.93402,0.38755100000000003,1.17289,0.0,11.03098,21.063879999999997,14.12319,13.01976,4.75464,0.0,268177660.0,0.0,0.0,34.09278,51.72845,2548501.0,2548500.0,74644230.0,0,1,0,0,0,0,0,0,0,0,0
PVH,2.16969,8.84552,1.37332,0.0,0.0,0.0,0.0,49.54613,53.485,0.0,63.23836,3882.9970000000003,70.36285,0.0,0.0,0.0,0.0,0.86019,0.0,0.0,0.0,0.43645,0.70085,0.0,0.0,0.0,0.0,0.0,0.0,71039094.0,0.0,0.0,41.42243,70.67621,1161674.0,1161670.0,37025250.0,0,1,0,0,0,0,0,0,0,0,0
QRVO,1.49527,0.0,4.08246,0.0,106.5353,154.2993,3.31452,41.372609999999995,42.13837,56.11792,42.96476,15285.98,113.70100000000001,12.30832,12.048810000000001,11.77368,12.42395,3.51663,17.76444,40.37085,0.378943,4.7019400000000005,3.0542700000000003,6.11607,9.01656,6.612419999999999,0.0,2.44988,0.0,114236461.0,0.0,0.0,30.12668,43.11614,1184943.0,1184940.0,29037940.0,0,0,0,0,0,0,0,1,0,0,0
PWR,1.14549,5.84741,1.7411,0.39,15.90236,177.4379,2.49503,14.175229999999999,13.66925,20.19878,33.607859999999995,7010.085,136.1555,2.9843599999999997,3.18352,4.5054099999999995,4.69035,1.78682,10.50745,20.35647,1.280091,0.59731,1.7180400000000002,4.63793,9.54161,6.1719800000000005,0.0,0.0,0.0,138020980.0,0.0,0.0,26.15061,35.44305,1662442.0,1662440.0,27557230.0,0,0,0,0,0,0,1,0,0,0,0
QCOM,1.37171,0.0,1.9658799999999998,2.32,0.0,0.0,2.36545,57.49029,56.96,0.0,466.5759,126568.9,1126.9180000000001,17.26957,13.72,16.9017,15.575,38.27557,30.51323,47.42438,0.0,6.3284400000000005,1.66983,8.25747,62.5841,11.506689999999999,0.0,0.0,0.0,1128265865.0,0.0,0.0,82.80901,481.7,10916874.0,10916870.0,208360750.0,0,0,0,0,0,0,0,1,0,0,0
DGX,1.35735,7.26536,1.2913700000000001,1.87,6.7770600000000005,0.0,5.50125,35.194309999999994,34.125609999999995,6.4878,68.94185999999999,16116.32,133.6258,10.34483,9.892439999999999,15.489870000000002,15.05776,2.75767,14.881179999999999,21.81322,3.218685,2.14,1.20781,6.0202,13.268379999999999,7.18072,0.27442,0.0,0.0,134302631.0,0.0,0.0,43.43492,78.45996,993294.0,993290.0,28716640.0,0,0,0,0,0,1,0,0,0,0,0
RL,1.24403,0.0,2.5939900000000002,0.0,0.0,0.0,0.0,71.79486999999999,59.09936,0.0,71.21110999999999,5178.8679999999995,47.41103,0.0,0.27211,0.0,0.10923,2.02809,18.41703,3355.4190000000003,0.0,0.99241,2.0739799999999997,0.18828,0.51003,0.23654,0.0,0.0,0.0,48163405.0,0.0,0.0,45.44892,83.31442,1784839.0,1784840.0,26775960.0,0,1,0,0,0,0,0,0,0,0,0
RJF,1.3517700000000001,10.23643,0.0,1.97,0.0,0.0,6.182930000000001,95.25586,95.21643,0.0,42.12491,10319.9,121.8185,9.168439999999999,10.94442,10.55437,14.338420000000001,1.48023,10.22785,12.168989999999999,0.0,1.26905,0.0,2.1353400000000002,12.95017,8.89733,0.0,2.93316,0.0,137159781.0,0.0,0.0,80.3154,410.9404,558019.0,558020.0,17862690.0,0,0,0,0,1,0,0,0,0,0,0
RTX,1.35345,7.08365,1.19787,3.03,0.0,0.0,0.40786,14.4371,23.38214,0.0,46.42618,95890.92,1526.125,0.0,0.0,0.0,2.89756,1.42642,32.46138,153.9008,0.0,1.48742,0.9072600000000001,0.0,0.0,0.0,23.776410000000002,13.42811,0.0,1527655238.0,0.0,0.0,32.20984,48.717,8052756.0,8052760.0,211360650.0,0,0,0,0,0,0,1,0,0,0,0
O,0.61802,3.25563,0.0,4.52,12.49383,2.6032599999999997,1.45792,93.62043,93.89881,2.61885,76.1846,21385.54,344.4749,26.06382,30.36327,26.53677,27.62981,2.06725,19.00984,42.51262,3.402689,13.359670000000001,0.0,2.71144,5.05681,2.7866400000000002,0.0712,14.30096,0.0,345039333.0,0.0,0.0,43.17154,76.1846,1957275.0,1957270.0,57332150.0,0,0,0,0,0,0,0,0,0,1,0
REG,0.8855700000000001,12.806560000000001,0.0,5.57,0.0,0.0,0.5408,66.75869,71.43369,1.37226,70.1292,7248.194,167.89,8.46945,8.64504,19.60859,14.95028,1.18087,16.0458,78.99408000000001,0.0,6.67557,0.0,0.8405799999999999,1.46456,0.88333,0.0,0.0,0.0,169629023.0,0.0,0.0,40.92558,70.1292,964132.0,964130.0,26869360.0,0,0,0,0,0,0,0,0,0,1,0
REGN,0.5170899999999999,32.20763,2.123,0.0,48.40019,351.6757,25.829810000000002,85.88627,88.20595,0.0,7.9040300000000006,66040.95,101.5972,45.96824,37.302609999999994,33.62705,34.64198,7.26645,20.60174,24.03154,0.496517,8.25708,1.8163900000000002,21.61776,31.716920000000002,26.894370000000002,6.7716899999999995,22.263460000000002,0.0,104543424.0,0.0,0.0,19.65618,24.46508,583951.0,583950.0,25214700.0,0,0,0,0,0,1,0,0,0,0,0
RF,1.68735,6.43581,0.0,5.31,0.0,0.0,0.66514,0.0,0.0,0.0,34.1268,11205.13,956.1262,0.0,12.5315,0.0,15.89115,0.70263,10.232999999999999,17.54518,0.0,1.88227,0.0,0.5493600000000001,4.18,0.0,0.0,0.0,0.0,960165679.0,0.0,0.0,0.0,34.1268,7579785.0,7579780.0,226300410.0,0,0,0,0,1,0,0,0,0,0,0
RSG,0.62195,3.00581,0.7593,1.89,2.22445,0.0,3.30554,40.18497,39.94077,4.14023,104.5083,28600.7,317.3928,9.220180000000001,10.370510000000001,16.101689999999998,17.15419,3.4732,13.209270000000002,27.16651,12.212686,2.79525,0.7309899999999999,4.73461,13.095180000000001,5.41655,0.0,0.59283,0.0,318493338.0,0.0,0.0,51.26444,105.2376,1023505.0,1023500.0,24370800.0,0,0,0,0,0,0,1,0,0,0,0
RMD,0.4165,8.80932,2.52747,0.85,52.06541,156.2974,4.26767,58.33407,58.54626,14.964939999999999,46.62076,26545.8,143.7708,23.08514,21.02372,28.98017,27.38095,10.62997,34.18542,42.927409999999995,0.82449,8.97724,1.8357900000000003,14.299479999999999,27.21138,16.49811,0.11554,13.44452,0.0,144900654.0,0.0,0.0,32.01941,47.100809999999996,975755.0,975750.0,14585820.0,0,0,0,0,0,1,0,0,0,0,0
RHI,1.5838,6.5003400000000005,1.7603400000000002,2.39,0.0,0.0,3.1919999999999997,38.17261,40.6551,0.0,0.01055,6519.3,111.1097,4.16809,6.4183,5.22581,8.838,5.63609,15.107999999999999,17.81642,0.0,1.14283,0.0,15.775529999999998,32.3164,26.57845,0.0,0.0,0.0,114635133.0,0.0,0.0,0.03025,0.030260000000000002,850380.0,850380.0,24706550.0,0,0,0,0,0,0,1,0,0,0,0
ROK,1.52639,0.0,1.31239,1.75,0.0,23.89894,6.59265,39.7561,41.27581,0.0,256.2492,27072.49,115.1665,22.53945,11.82743,23.9957,13.75809,35.14627,28.94525,35.41065,0.0,4.1714199999999995,1.01142,11.38172,79.73015,17.1051,0.0,0.0,0.0,115966966.0,0.0,0.0,68.76058,311.1227,544779.0,544780.0,17158780.0,0,0,0,0,0,0,1,0,0,0,0
ROL,0.49854,12.009210000000001,0.75935,0.58,0.0,17.114910000000002,0.6489699999999999,53.802890000000005,51.04885,71.59521,28.105190000000004,17984.13,291.6864,13.61902,10.10648,18.890929999999997,13.55296,20.84319,59.862080000000006,84.54936,0.0,8.54888,0.68811,11.923639999999999,26.32763,15.903979999999999,13.4101,11.57815,0.0,327758819.0,0.0,0.0,22.81206,29.55391,871633.0,871630.0,25046640.0,0,0,0,0,0,0,1,0,0,0,0
ROP,1.09237,13.93396,1.27239,0.46,44.37961,0.0,15.292760000000001,64.65134,64.14431,7.023160000000001,53.27895,46174.33,103.0248,16.79693,29.75208,25.56322,41.9519,4.67366,22.42125,28.835209999999996,0.64974,8.54289,1.1857,9.175880000000001,17.64167,10.33855,0.0,1.74118,0.0,104710813.0,0.0,0.0,37.256209999999996,59.378319999999995,434692.0,434690.0,10598000.0,0,0,0,0,0,0,1,0,0,0,0
ROST,0.78217,11.3806,1.7487,0.0,0.0,0.0,2.58028,0.0,23.85921,0.0,81.12517,34570.67,348.1946,0.0,6.630719999999999,0.0,8.14218,12.27046,26.743470000000002,37.6432,0.0,2.4544099999999998,1.07891,9.44467,30.69701,12.82887,0.0,0.0,0.0,355921611.0,0.0,0.0,52.3123,109.6977,2325089.0,2325090.0,68127530.0,0,1,0,0,0,0,0,0,0,0,0
RCL,2.57809,9.04922,0.98892,0.0,0.0,0.0,0.0,0.0,34.32875,0.0,198.0546,12942.33,176.1236,0.0,0.0,0.0,0.0,1.40832,0.0,0.0,0.0,1.6356600000000001,0.9567100000000001,0.0,0.0,0.0,0.0,0.0,0.0,214667937.0,0.0,0.0,66.35082,210.0497,11114900.0,11114900.0,368472160.0,0,1,0,0,0,0,0,0,0,0,0
SPGI,1.0434299999999999,1.8166900000000001,1.46678,0.75,34.66444,45.94732,10.60807,74.62687,73.21404,31.685709999999997,1880.9520000000002,86070.74,240.7262,43.33505,38.85083,56.870819999999995,52.09003,409.8607,28.892490000000002,33.66682,0.9712209999999999,12.03282,0.0,26.10615,717.1745,49.88332,8.79059,12.50393,0.0,241000000.0,0.0,0.0,59.65866,1880.9520000000002,697336.0,697340.0,21823080.0,0,0,0,0,1,0,0,0,0,0,0
CRM,1.05765,44.086090000000006,1.1456,0.0,0.0,0.0,0.0,74.22405,74.8985,0.0,7.7332600000000005,177262.7,864.9841,2.03494,0.0,0.0,0.0,5.117,80.75751,0.0,0.0,9.72582,0.0,0.0,0.0,0.0,0.2886,30.064940000000004,0.0,901000000.0,0.0,0.0,7.17815,7.7332600000000005,4423609.0,4423610.0,119641610.0,0,0,0,0,0,0,0,1,0,0,0
SBAC,0.39631,0.0,1.12924,0.6,0.0,0.0,0.0,78.01729,76.93554,1.6381299999999999,0.0,34447.97,110.6728,4.55773,0.0,30.96332,29.26925,0.0,49.15934,0.0,0.0,16.840870000000002,0.0,0.0,0.0,0.0,0.0,5.19349,0.0,111938546.0,0.0,0.0,168.2254,0.0,504882.0,504880.0,15283500.0,0,0,0,0,0,0,0,0,0,1,0
SLB,2.17245,0.0,1.23266,2.5,0.0,0.0,0.0,8.04705,11.91007,1.8738700000000001,139.2276,27775.92,1385.7579999999998,0.0,0.0,0.0,0.0,2.30697,0.0,0.0,0.0,0.93901,0.92396,0.0,0.0,0.0,0.0,0.0,0.0,1388101743.0,0.0,0.0,58.23218000000001,144.2359,9656006.0,9656010.0,290721780.0,0,0,0,1,0,0,0,0,0,0,0
STX,1.04613,0.0,1.51139,5.79,0.0,0.0,3.79106,26.4998,27.043490000000002,6.875,232.5685,11560.02,255.6431,6.59515,9.55372,10.60787,12.37035,6.45029,8.35866,11.84365,0.0,1.10001,1.09184,11.2714,50.84832,15.61309,0.0,1.14533,0.0,257461532.0,0.0,0.0,70.02684,233.6318,2886293.0,2886290.0,69511060.0,0,0,0,0,0,0,0,1,0,0,0
SEE,1.2581799999999999,0.0,1.2047700000000001,1.55,46.16595,1232.2839999999999,2.50907,33.869009999999996,33.07589,4.6264199999999995,0.0,6430.995,154.5233,8.71265,8.03924,16.15705,14.77956,0.0,11.47777,16.464270000000003,0.356632,1.3280299999999998,0.7336699999999999,7.0957300000000005,0.0,9.69529,0.0,2.59099,0.0,155676478.0,0.0,0.0,101.8813,0.0,1351140.0,1351140.0,24334730.0,0,0,0,0,0,0,0,0,1,0,0
SRE,0.7270800000000001,8.17481,0.79625,3.22,7.03435,59.119,6.92219,0.0,0.0,2.57708,86.91696,37511.2,288.911,11.73896,14.468160000000001,25.94509,27.95392,1.8571900000000001,12.112110000000001,18.73396,2.663211,3.35011,0.76842,2.47117,11.643889999999999,2.9560400000000002,0.0,6.9743,0.0,289259674.0,0.0,0.0,50.561840000000004,109.8916,1515331.0,1515330.0,37977550.0,0,0,0,0,0,0,0,0,0,0,1
NOW,1.28508,31.400140000000004,1.1713799999999999,0.0,24462.91,440.9604,3.6623300000000003,78.24712,78.03799000000001,263.839,28.083000000000002,84846.56,189.8474,3.80691,18.41613,5.81468,4.96707,34.22898,82.91595,120.7892,0.0049380000000000005,21.45413,0.0,13.09454,38.95012,24.07602,2.3416900000000003,31.32865,0.0,191800000.0,0.0,0.0,21.925620000000002,28.083000000000002,1775620.0,1775620.0,36031590.0,0,0,0,0,0,0,0,1,0,0,0
SHW,1.23784,33.57825,1.09499,0.8,51.952529999999996,28.73102,18.7691,47.97785,46.344609999999996,9.19454,214.2019,61094.32,82.43564,12.94309,9.82734,16.37272,12.02553,15.77844,26.34443,35.75025,0.688133,3.4452800000000003,0.69392,8.36196,45.75483,11.287239999999999,11.02805,0.10368,0.0,91049658.0,0.0,0.0,69.57506,228.6777,405815.0,405820.0,10433400.0,0,0,0,0,0,0,0,0,1,0,0
SPG,1.34972,0.0,0.0,7.63,0.0,0.0,5.69268,80.98746,81.72474,2.9557900000000004,1343.7320000000002,20855.94,304.345,27.357509999999998,37.87361,42.45297,46.68411,10.49575,6.1853,11.97678,0.0,3.9198699999999995,0.0,6.22335,71.80126,7.0675300000000005,0.0,0.0,0.0,305887220.0,0.0,0.0,91.53177,1343.7320000000002,7280132.0,7280130.0,169766570.0,0,0,0,0,0,0,0,0,0,1,0
SWKS,1.27969,12.60685,5.82747,1.37,0.0,0.0,4.59591,45.34473,48.3511,0.0,0.0,24402.3,166.4621,17.60315,24.380110000000002,20.019000000000002,26.59931,5.83675,21.16235,31.786959999999997,0.0,7.56332,4.08676,15.86735,18.99472,17.255489999999998,0.0,0.0,0.0,167036087.0,0.0,0.0,0.0,0.0,1446865.0,1446860.0,40202090.0,0,0,0,0,0,0,0,1,0,0,0
SLG,1.5605200000000001,0.07413,0.0,7.47,2.309,0.0,2.8260099999999997,64.37156,63.7831,1.0499,117.4321,3433.989,71.7488,26.262220000000003,21.74616,14.45532,29.30585,0.70516,6.31916,16.58876,7.184392,2.88639,0.0,1.93785,4.23104,2.1144700000000003,0.0,0.0,0.0,73250611.0,0.0,0.0,52.019220000000004,117.4321,1178305.0,1178310.0,37541710.0,0,0,0,0,0,0,0,0,0,1,0
SNA,1.41513,10.42641,3.34266,2.82,0.0,0.0,10.36474,53.26987,53.29003,11.485510000000001,41.460409999999996,8340.945,53.700269999999996,13.03004,15.681339999999999,18.38299,21.38918,2.39215,12.16059,14.775089999999999,0.0,2.21128,2.3974,10.14675,16.93334,12.0026,0.0,0.0,0.0,54466147.0,0.0,0.0,29.39306,41.890609999999995,359027.0,359030.0,10730340.0,0,0,0,0,0,0,1,0,0,0,0
SO,0.42772,1.7346,0.9716100000000001,4.78,0.0,0.0,3.0491200000000003,49.70839,45.46324,2.91546,161.43200000000002,56598.05,1054.63,13.44156,15.65192,19.5671,23.70176,2.04547,8.29397,17.57556,0.0,2.7545599999999997,0.7165199999999999,2.74171,11.8641,3.12626,0.0,0.0,0.0,1056130748.0,0.0,0.0,59.770990000000005,171.378,3613853.0,3613850.0,92445180.0,0,0,0,0,0,0,0,0,0,0,1
LUV,1.25184,13.563679999999998,1.69555,0.0,0.0,0.0,0.34095,47.22222,72.25935,0.0,81.86247,19943.58,588.361,0.0,0.79465,0.0,1.4869700000000001,1.83339,14.48335,99.1641,0.0,1.20062,1.6504599999999998,0.42601000000000006,1.26813,0.6000300000000001,0.0,0.0,0.0,589872108.0,0.0,0.0,46.87958,88.25152,12662011.0,12662010.0,415108160.0,0,0,0,0,0,0,1,0,0,0,0
SWK,1.58864,7.78245,1.2601799999999999,1.75,0.0,0.0,5.2888,33.54197,33.10971,6.10949,46.77644,25512.35,159.2731,7.25678,5.9358,5.27102,7.49187,2.89919,18.55174,30.209120000000002,0.0,1.8725900000000002,0.65878,3.63395,10.054269999999999,4.72024,0.57519,0.0,0.0,159681745.0,0.0,0.0,34.99494,53.86716,970993.0,970990.0,28202750.0,0,0,0,0,0,0,1,0,0,0,0
SBUX,0.78204,0.0,0.94739,2.08,0.0,0.0,1.10712,4.74408,22.3378,0.0,0.0,92292.55,1166.735,0.0,5.5457,0.0,8.6718,0.0,32.68034,71.31115,0.0,3.83563,0.74946,5.33387,0.0,7.38496,0.0,0.0,0.0,1169000000.0,0.0,0.0,205.0796,0.0,6968640.0,6968640.0,196020750.0,0,1,0,0,0,0,0,0,0,0,0
STT,1.55312,5.8815599999999995,0.0,3.01,15.402999999999999,31.2511,6.24808,0.0,0.0,0.0,62.66635,24388.45,350.6192,23.62955,20.7061,27.34082,24.56287,1.08867,6.681769999999999,11.077,0.719146,2.0403599999999997,0.0,0.9486700000000001,10.24317,0.0,0.0,0.0,0.0,352383250.0,0.0,0.0,0.0,125.7307,1859988.0,1859990.0,49228510.0,0,0,0,0,1,0,0,0,0,0,0
STE,1.05946,17.349829999999997,2.7691,1.01,28.769790000000004,4.1220300000000005,4.800009999999999,42.72755,43.27798,17.25712,76.06275,13447.75,84.57876999999999,13.17384,13.691270000000001,17.04224,18.01138,4.08977,22.07025,39.858270000000005,1.385421,4.47807,2.0546900000000003,7.762230000000001,12.253630000000001,8.51407,11.36503,9.075660000000001,0.0,85053103.0,0.0,0.0,43.1835,76.06275,411120.0,2281910.0,21076050.0,0,0,0,0,0,1,0,0,0,0,0
SYK,0.84562,8.50464,2.9060200000000003,1.22,0.0,0.0,4.20959,57.27206999999999,64.05828000000001,0.0,92.60624,70957.8,347.2298,0.0,11.37882,0.0,15.54371,5.56694,29.801679999999998,44.90461,0.0,5.0432,2.12463,5.53625,12.96514,6.47052,0.0,0.0,0.0,375605813.0,0.0,0.0,50.32522,101.3094,1106328.0,1106330.0,31423850.0,0,0,0,0,0,1,0,0,0,0,0
SIVB,2.2311900000000002,17.79081,0.0,0.0,0.0,0.0,17.17987,0.0,0.0,0.0,11.520389999999999,12717.15,51.53638,28.101159999999997,27.837040000000002,38.06617,37.81955,1.8214299999999999,12.44885,14.301039999999999,0.0,3.7741800000000003,0.0,1.2547700000000002,14.223329999999999,0.0,0.0,3.2175700000000003,0.0,51760939.0,0.0,0.0,0.0,12.21613,247982.0,247980.0,7750460.0,0,0,0,0,1,0,0,0,0,0,0
SYF,1.6985299999999999,14.28093,0.0,3.61,0.0,0.0,3.25916,0.0,0.0,0.0,135.045,14214.43,581.2637,1.37496,13.1862,1.69006,17.01585,1.27304,5.73163,7.47125,0.0,0.88371,0.0,2.09036,16.209120000000002,0.0,0.0,0.0,0.0,583755011.0,0.0,0.0,0.0,135.045,5121044.0,5121040.0,154821550.0,0,0,0,0,1,0,0,0,0,0,0
SNPS,1.12867,6.74717,0.9545100000000001,0.0,0.0,0.0,3.06754,78.60685,78.04233,0.0,2.6752700000000003,30189.41,149.8371,12.7617,13.96052,14.6164,13.84586,7.06729,44.49191,65.26728,0.0,8.87987,0.87349,7.02278,11.59789,9.7681,3.22946,5.208819999999999,0.0,150788707.0,0.0,0.0,5.2201900000000006,5.51526,641705.0,641710.0,18549930.0,0,0,0,0,0,0,0,1,0,0,0
SYY,1.19807,0.0,1.48796,3.02,0.0,0.0,2.6472599999999997,18.71886,19.01663,1.84595,494.0263,30343.07,507.4825,0.0,2.30631,0.44,3.3639699999999997,14.92429,14.324810000000001,22.55162,0.0,0.50995,0.92985,7.10422,62.50775,10.78788,0.0,0.0,0.0,508259075.0,0.0,0.0,84.04687,535.0295,3924303.0,3924300.0,81116420.0,0,0,1,0,0,0,0,0,0,0,0
TMUS,0.30033000000000004,11.61148,1.04873,0.0,0.0,0.0,2.80483,61.9433,60.28459,2.85354,114.3485,144662.7,689.3748,0.0,4.56663,4.64037,9.79062,2.2955099999999997,12.497860000000001,41.66741,0.0,2.79687,0.98193,1.73685,5.25105,2.0049,59.01197,16.64299,0.0,1237808926.0,0.0,0.0,55.36124,124.0206,4534931.0,4534930.0,165257720.0,1,0,0,0,0,0,0,0,0,0,0
TROW,1.1778600000000001,7.88173,0.0,2.61,6.13605,18.9362,8.43235,0.0,0.0,0.0,0.0,31319.48,223.1347,51.46955,35.23227,39.119679999999995,43.30724,4.639530000000001,14.024479999999999,16.36317,2.666727,5.42479,0.0,22.12229,29.746879999999997,28.04089,0.0,6.47904,0.0,226985631.0,0.0,0.0,0.0,0.0,939481.0,939480.0,24350240.0,0,0,0,0,1,0,0,0,0,0,0
TTWO,0.56984,28.54911,1.71586,0.0,47.6128,89.19251,3.90334,42.65809,47.40343,0.0,0.0,20033.31,112.4787,10.64645,13.2162,9.88115,13.482370000000001,7.55213,28.18576,44.8872,0.9427549999999999,5.92733,1.7067900000000003,9.17643,18.85795,15.826620000000002,9.30509,19.8148,0.0,114338838.0,0.0,0.0,0.0,0.0,1522551.0,1522550.0,43998700.0,1,0,0,0,0,0,0,0,0,0,0
TPR,1.4289,0.0,1.46553,0.0,0.0,0.0,0.0,70.81701,67.64623,20.03941,69.94816,4372.898,275.403,0.0,0.0,0.0,0.0,1.92068,0.0,0.0,0.0,0.8813799999999999,1.04253,0.0,0.0,0.0,0.0,0.0,0.0,276241174.0,0.0,0.0,50.30888,101.2432,6605524.0,6605520.0,128866680.0,0,1,0,0,0,0,0,0,0,0,0
TGT,0.80929,1.42771,1.01409,1.97,0.0,0.0,5.377330000000001,26.026,28.682540000000003,4.29915,126.0005,69122.14,498.9103,1.44787,3.4469,2.38593,4.983709999999999,6.1875599999999995,12.891110000000001,25.707929999999998,0.0,0.8629399999999999,0.41847,6.46415,24.77789,9.55793,0.0,5.118040000000001,0.0,500015480.0,0.0,0.0,56.04486,127.5047,3381989.0,3381990.0,90998400.0,0,1,0,0,0,0,0,0,0,0,0
TEL,1.3840700000000001,7.44545,1.42715,2.03,0.0,0.0,0.0,27.74725,31.266890000000004,21.818179999999998,37.57193,31274.45,329.3859,0.0,0.0,5.25903,5.19204,3.46061,52.650580000000005,0.0,0.0,2.56117,0.82962,0.0,0.0,0.0,0.0,0.0,0.0,330038478.0,0.0,0.0,30.88435,45.219120000000004,1353677.0,1353680.0,39008800.0,0,0,0,0,0,0,0,1,0,0,0
