,index,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
3208,ETPPRD,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETPPRD,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3209,ETPPRE,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETPPRE,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3210,ETR,0.52283,0.0,0.59091,0.0,3.8,2020-11-10 00:00:00.000,0.95,2020-12-01 00:00:00.000,3.88,0.0,72.64743,42.23669,6.89616,44.87826,37.3738,135.55,11.36099,75.195,177.8725,19624.79,199.6952,18.10528,13.754,26.79517,18.27995,1.82185,5.40936,14.21226,0.195633,1.9229,0.436,2.63418,13.31665,2.96774,20.34078,0.0,0.0,200232522.0,0.0,0.0,ETR,66.67512,200.076,1389808.0,1389810.0,25774180.0,96.7,-1.33659831,-1.31,Sell,1629180.0,19362531100.0,14.21836012,6.9317,13635.0,Utilities
3211,ETRN,0.0,0.0,0.79285,0.0,0.6,2020-11-02 00:00:00.000,0.15,2020-11-13 00:00:00.000,7.75,0.0,0.0,234.0679,0.0,90.31286,89.68521,13.815,7.90355,3.75,179.6775,3347.318,380.5354,48.12543,10.69986,57.28829,17.91971,1.05506,7.65477,0.0,0.0,2.13264,0.0,1.33251,0.0,1.79493,2.76285,0.0,0.0,432470000.0,0.0,0.0,ETRN,62.58324,187.5255,4874388.0,4874390.0,94680600.0,8.01,3.48837209,0.27,Sell,7550784.0,3464084700.0,,-0.3239,800.0,Industrial Services
3212,ETSY,1.65002,20.95034,4.97982,0.0,0.0, ,0.0, ,0.0,0.0,97.9171,468.9696,1.70561,73.38342,70.6306,198.5,10.85624,29.95,165.2626,21697.73,125.1989,20.32458,16.52814,22.44052,19.65198,30.54662,75.29726,100.8906,1.030368,15.74275,0.0,12.26819,43.14722,14.15775,5.30418,84.15973,0.0,126090966.0,0.0,0.0,ETSY,62.47856,166.5143,2903182.0,2903180.0,74845670.0,174.98,1.68526267,2.9,Buy,2168224.0,22063403180.0,95.49389567,1.9337,1240.0,Commercial Services
3213,ETTX,0.0,0.0,9.96765,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,1.58,0.0,88.6886,13.57319,0.0,0.0,0.0,0.0,1.42504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35475441.0,0.0,0.0,ETTX,0.0,0.0,613866.0,613870.0,17261530.0,2.43,-2.8,-0.07,Buy,308301.0,86205222.0,,-3.3656,47.0,Health Technology
3214,ETV,0.90034,0.0,0.0,0.0,1.3296,2020-12-23 00:00:00.000,0.1108,2020-12-31 00:00:00.000,8.86,0.0,0.0,0.0,0.21095,37.33063,37.14808,15.67,0.04107,8.59,0.0,1363.741,90.85553,0.0,98.19143,34.14448,34.15294,1.14333,0.0,71.1543,0.0,69.17065,0.0,1.6051,1.6446,1.6079,0.0,6.27181,0.0,91383848.0,0.0,0.0,ETV,0.0,0.0,226221.0,226220.0,4608840.0,,,,,,,,,,
3215,ETW,0.99695,0.0,0.0,0.0,0.8724,2020-12-23 00:00:00.000,0.0727,2020-12-31 00:00:00.000,9.2,0.0,0.0,0.0,0.0,0.0,0.0,10.599,0.0,5.49,0.0,1018.973,107.4866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107486624.0,0.0,0.0,ETW,0.0,0.0,334941.0,334940.0,7608220.0,,,,,,,,,,
3216,ETX,0.23769,0.0,0.0,0.0,0.8508,2020-12-23 00:00:00.000,0.0709,2020-12-31 00:00:00.000,3.64,0.0,0.0,0.0,0.99677,68.63442,66.63508,23.5,1.50665,16.1,55.22969,253.7967,10.84601,22.74437,81.12566,67.63628,65.6263,1.0833,0.0,23.47583,0.0,19.04102,0.0,2.97536,4.63481,2.98179,0.0,0.0,0.0,10846011.0,0.0,0.0,ETX,35.57933,55.22969,18072.0,18070.0,408560.0,,,,,,,,,,
3217,ETY,1.08393,0.0,0.0,0.0,1.0116,2020-12-23 00:00:00.000,0.0843,2020-12-31 00:00:00.000,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.98,0.0,6.6,0.0,1611.235,151.7161,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151717016.0,0.0,0.0,ETY,0.0,0.0,347008.0,330850.0,8982230.0,,,,,,,,,,
3218,EUCG,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EUCG,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3219,EUCR,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,0.0,9.99,0.0,134.995,10.83922,0.0,0.0,0.0,0.0,6158.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13459124.0,0.0,0.0,EUCR,69.99316,233.2573,2206.0,0.0,0.0,,,,,,,,,,
3220,EUCRU,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,9.91,0.0,141.1862,13.45912,0.0,0.0,0.0,0.0,6440.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10839218.0,0.0,0.0,EUCRU,69.99316,233.2573,10809.0,25590.0,0.0,,,,,,,,,,
3221,EUDV,0.0,0.0,0.0,0.0,0.591712,2020-12-23 00:00:00.000,0.060016,2020-12-31 00:00:00.000,1.25,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,29.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185001.0,0.0,0.0,EUDV,0.0,0.0,1294.0,0.0,0.0,,,,,,,,,,
3222,EUFN,0.0,0.0,0.0,0.0,0.241639,2020-12-14 00:00:00.000,0.071126,2020-12-18 00:00:00.000,1.38,0.0,0.0,0.0,0.0,0.0,0.0,19.69,0.0,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59200000.0,0.0,0.0,EUFN,0.0,0.0,1035620.0,0.0,0.0,,,,,,,,,,
3223,EURN,0.0,0.0,0.0,0.0,1.66,2020-11-19 00:00:00.000,0.09,2020-11-30 00:00:00.000,19.58,0.0,0.0,0.0,0.0,0.0,0.0,13.21,0.0,7.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220024713.0,0.0,0.0,EURN,0.0,0.0,1284612.0,0.0,0.0,8.22,-3.06603774,-0.26,Buy,1209604.0,1676511144.0,2.50258898,3.3884909,2910.0,Transportation
3224,EURZ,0.0,0.0,0.0,0.0,0.68437,2020-12-18 00:00:00.000,0.26037,2020-12-28 00:00:00.000,2.78,0.0,0.0,0.0,0.0,0.0,0.0,24.7645,0.0,14.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250001.0,0.0,0.0,EURZ,0.0,0.0,107.0,0.0,0.0,,,,,,,,,,
3225,EV,1.18167,16.61884,0.0,0.0,1.5,2020-10-29 00:00:00.000,0.375,2020-11-13 00:00:00.000,2.21,0.0,0.0,0.0,1.21311,83.95454,83.73944,69.18,0.0,23.59,169.0426,7766.012,110.1541,0.0,14.48047,0.0,21.62781,5.86696,28.34828,55.83171,0.0,4.48808,0.0,5.44533,11.0468,6.6024,7.19122,2.79893,0.0,114196609.0,0.0,0.0,EV,59.59671,172.3383,1029322.0,1029320.0,49726660.0,68.5,1.13686697,0.77,Buy,1271275.0,7854327546.0,55.83216553,1.2712,1983.0,Finance
3226,EVA,1.0767,0.0,1.35962,0.0,3.1,2020-11-12 00:00:00.000,0.775,2020-11-27 00:00:00.000,6.86,0.0,11991.28,0.0,0.52718,11.35916,14.03241,46.81,2.39948,20.63,254.9566,1797.092,25.8197,0.6255,2.31038,5.74076,7.62424,3.57371,22.13222,85.72025,0.007149,2.25112,0.88172,1.55464,4.05599,1.67459,34.50439,22.34133,0.0,39767468.0,0.0,0.0,EVA,74.96423,258.2685,93448.0,93450.0,1787110.0,44.97,-0.48683337,-0.22,Buy,38487.0,1788344475.0,138.28029376,0.3376,1039.0,Process Industries
3227,EVBG,0.7548,0.0,2.83185,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,70.69019,68.50984,165.79,0.0,79.2,181.2832,5155.652,34.75634,0.0,0.0,0.0,0.0,20.95451,0.0,0.0,0.0,20.40679,0.0,0.0,0.0,0.0,8.99246,36.12358,0.0,34955945.0,0.0,0.0,EVBG,64.44864,181.2832,283970.0,283970.0,8868420.0,150.38,1.95945488,2.89,Buy,215008.0,5256668242.0,,-2.3888,948.0,Technology Services
3228,EVBN,1.20174,8.09403,0.0,0.0,1.16,2020-09-14 00:00:00.000,0.58,2020-10-06 00:00:00.000,4.23,0.0,0.0,0.0,1.7221,0.0,0.0,41.29,0.0,20.5,18.97746,147.7408,5.13756,21.13587,12.18567,0.0,14.53582,0.90576,12.71873,15.93403,0.0,2.00817,0.0,0.51043,5.82603,0.0,4.08343,4.1627,0.0,5384139.0,0.0,0.0,EVBN,0.0,21.68729,11127.0,11130.0,334090.0,27.57,0.47376093,0.13,Sell,18571.0,148440740.0,15.92201462,1.7366,315.0,Finance
3229,EVC,0.66233,15.39342,4.13687,0.0,0.1,2020-12-15 00:00:00.000,0.025,2020-12-31 00:00:00.000,3.55,0.0,16.76473,173.7112,0.0,49.21084,44.51335,3.26,16.57021,1.1,81.96591,237.4037,56.83867,14.31611,0.0,22.62854,0.0,0.92181,0.0,0.0,0.0,0.97624,0.0,0.0,0.0,0.0,39.59128,0.0,0.0,59905386.0,0.0,0.0,EVC,45.39421,83.13078,309140.0,309140.0,5887120.0,2.93,3.90070922,0.11,Buy,194293.0,246664224.0,,-0.1998,1104.0,Consumer Services
3230,EVER,0.0,0.0,2.02626,0.0,0.0, ,0.06,2017-05-19 00:00:00.000,0.0,0.0,41.09694,0.0,0.0,94.02292,93.70181,63.44,0.0,21.0007,0.0,1027.172,17.30774,0.0,0.0,0.0,0.0,15.28007,0.0,0.0,0.0,3.17575,0.0,0.0,0.0,0.0,14.91022,50.58452,0.0,20346926.0,0.0,0.0,EVER,0.0,0.0,299956.0,299960.0,7929440.0,37.42,1.18983234,0.44,Sell,207494.0,1039392963.0,,-0.3089,250.0,Technology Services
3231,EVF,0.72245,0.0,0.0,0.0,0.432,2020-12-29 00:00:00.000,0.036,2021-01-15 00:00:00.000,6.82,0.0,0.0,0.0,0.0,0.0,0.0,6.6099,0.0,3.3,0.0,239.6956,37.85891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37866607.0,0.0,0.0,EVF,0.0,0.0,73480.0,73480.0,1916900.0,,,,,,,,,,
3232,EVFM,0.0,0.0,1.5539,0.0,0.0, ,0.0, ,0.0,0.0,23.27841,0.0,0.0,21.94245,21.94245,7.21,0.0,1.91,0.0,207.2647,79.93744,0.0,0.0,0.0,0.0,5.15456,0.0,0.0,0.0,745.5566,1.50574,0.0,0.0,0.0,0.0,0.0,0.0,81300000.0,0.0,0.0,EVFM,54.444,119.5101,3808169.0,3808170.0,49231820.0,2.46,-3.52941176,-0.09,Buy,1369733.0,192427842.0,,-1.9463,53.0,Health Technology
3233,EVFTC,0.0,0.0,0.0,0.0,0.47,2019-07-01 00:00:00.000,0.0, ,0.47,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EVFTC,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3234,EVG,0.0,0.0,0.0,0.0,0.9,2020-12-23 00:00:00.000,0.075,2020-12-31 00:00:00.000,7.31,0.0,0.0,0.0,0.0,0.0,0.0,13.705,0.0,8.6302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17880596.0,0.0,0.0,EVG,0.0,0.0,33030.0,0.0,0.0,,,,,,,,,,
3235,EVGBC,0.0,0.0,0.0,0.0,0.41,2021-01-04 00:00:00.000,0.0,2021-01-04 00:00:00.000,0.35,0.0,0.0,0.0,0.0,0.0,0.0,99.94,0.0,99.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EVGBC,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
3236,EVGN,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35574954.0,0.0,0.0,EVGN,0.0,0.0,3044423.0,0.0,0.0,4.93,-3.33333333,-0.17,Buy,1621852.0,175384750.0,,-0.8344882,143.0,Health Technology
3237,EVH,2.35465,74.8449,1.50082,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,30.77481,31.09647,16.78,0.0,3.5,45.28499,1393.047,78.03871,0.0,0.0,0.0,0.0,2.17162,0.0,0.0,0.0,1.41134,0.0,0.0,0.0,0.0,10.87909,22.92425,0.0,85778739.0,0.0,0.0,EVH,30.34316,45.28499,495307.0,495310.0,13991650.0,16.19,-0.30788177,-0.05,Buy,352344.0,1388757153.0,,-6.1117,3400.0,Commercial Services
3238,EVI,1.0073,61.19839,1.33414,0.0,0.0, ,0.12,2018-01-09 00:00:00.000,0.0,0.0,0.0,0.0,0.05379,23.03639,22.98581,35.9,5.30178,13.7852,21.75052,411.9834,5.58179,0.89499,0.29958,1.54808,1.00631,4.18611,89.89383,579.8475,0.0,1.73103,0.8312,0.44153,0.75137,0.58133,6.34842,0.0,0.0,13208831.0,0.0,0.0,EVI,18.15437,22.18124,24956.0,24960.0,354890.0,32.54,4.32831036,1.35,Strong Buy,13048.0,429814352.0,581.90298507,0.0554,493.0,Distribution Services
3239,EVK,0.0,10.65219,1.32648,0.0,0.0, ,0.0, ,0.0,0.0,0.0,305.8605,0.0,29.62532,30.80874,8.3,7.3876,0.6068,0.0,44.27939,3.98456,2.7832,0.0,3.57786,0.0,0.3662,19.59265,0.0,0.0,0.1512,1.04185,0.0,0.0,0.0,59.54159,0.0,0.0,14809160.0,0.0,0.0,EVK,28.87077,40.06451,206798.0,206800.0,102156340.0,3.14,5.01672241,0.15,Buy,50573.0,46500888.0,,-0.2208,4500.0,Consumer Non-Durables
3240,EVLMC,0.0,0.0,0.0,0.0,0.2,2021-01-04 00:00:00.000,0.0,2021-01-04 00:00:00.000,0.22,0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EVLMC,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,
3241,EVLO,0.0,0.0,6.24144,0.0,0.0, ,0.0, ,0.0,0.0,0.0,32.83587,0.0,0.0,0.0,12.55,0.0,3.01,59.3377,547.3425,42.88555,0.0,0.0,0.0,0.0,10.8523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46189236.0,0.0,0.0,EVLO,37.24021,59.3377,497920.0,497920.0,6822440.0,11.58,-2.27848101,-0.27,Buy,146117.0,534870936.0,,-2.5045,98.0,Health Technology
3242,EVM,0.23265,0.0,0.0,0.0,0.5028,2020-12-23 00:00:00.000,0.0419,2020-12-31 00:00:00.000,4.27,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0,8.8705,0.0,294.1834,24.6068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24994339.0,0.0,0.0,EVM,0.0,0.0,75381.0,75380.0,841000.0,,,,,,,,,,
3243,EVN,0.15087,0.0,0.0,0.0,0.5724,2020-12-10 00:00:00.000,0.0477,2020-12-18 00:00:00.000,4.28,0.0,0.0,0.0,0.46539,65.71265,64.15165,13.7857,0.93415,9.17,57.54135,530.35,39.66716,0.0,55.13813,65.24479,63.65448,0.99071,0.0,28.72859,0.0,15.84094,0.0,2.14495,3.43645,2.14997,0.0,25.36363,0.0,39667163.0,0.0,0.0,EVN,36.5246,57.54135,91655.0,91660.0,1944820.0,,,,,,,,,,
3244,EVOK,1.41023,0.0,1.01412,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0628,0.0,0.79,0.0,71.25366,25.35574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00111,0.0,0.0,0.0,0.0,0.0,0.0,26390246.0,0.0,0.0,EVOK,1164.133,0.0,223039.0,223040.0,5107250.0,2.78,2.96296296,0.08,Sell,116842.0,73364756.0,,-0.4918,5.0,Health Technology
3245,EVOL,1.22985,0.0,1.59849,0.0,0.0, ,0.0, ,0.0,0.0,94.56844,162.1637,0.0,68.52672,65.89445,2.78,3.68868,0.561,3.58548,25.97629,8.7016,2.00768,0.0,5.77207,2.20927,2.91967,0.0,0.0,0.0,0.99633,0.0,0.0,0.0,0.0,7.03113,0.32709,0.0,12195440.0,0.0,0.0,EVOL,7.74575,8.39609,553185.0,553180.0,3737250.0,2.11,-0.93896714,-0.02,Buy,190565.0,25732294.0,,-0.1088,261.0,Technology Services
3246,EVOP,0.0,0.0,1.25752,0.0,0.0, ,0.0, ,0.0,0.0,30.11234,253.2682,0.0,82.31005,80.85492,30.0,0.0,10.12,0.0,2216.517,41.03041,12.46837,0.0,8.07687,2.49088,0.0,30.58656,0.0,0.0,4.90588,1.24415,0.0,0.0,0.0,24.06903,0.0,0.0,46342332.0,0.0,0.0,EVOP,65.77571,0.0,364556.0,364560.0,6847070.0,26.81,-0.03728561,-0.01,Buy,225453.0,1247032297.0,,-0.2149,2400.0,Commercial Services
3247,EVR,1.69909,7.86253,2.65795,0.0,2.44,2020-11-25 00:00:00.000,0.61,2020-12-11 00:00:00.000,2.26,0.0,0.0,0.0,5.56651,98.77232,98.8813,112.19,0.0,33.25,34.66402,5075.184,44.95575,12.54423,14.01109,15.62778,17.65159,4.52005,16.20077,19.41612,0.0,2.51332,0.0,11.65137,27.12374,16.98747,0.0,0.0,0.0,40631720.0,0.0,0.0,EVR,24.72976,40.84348,312034.0,312030.0,7912220.0,109.27,1.10103627,1.19,Buy,473828.0,4439825859.0,19.4175455,5.8949,1900.0,Finance
3248,EVRG,0.37757,8.61483,0.91254,0.0,2.14,2020-11-19 00:00:00.000,0.535,2020-12-21 00:00:00.000,3.98,0.0,6.66433,2.6492,2.77339,0.0,0.0,76.57,5.91192,42.0101,105.3885,12192.21,226.2193,24.09067,12.82067,34.37665,23.36484,1.38515,7.80551,19.38061,2.908111,2.46277,0.66848,2.40468,7.24626,2.60857,28.09994,0.0,0.0,226831800.0,0.0,0.0,EVRG,53.83516,116.3779,3288317.0,3288320.0,44238290.0,53.64,-0.20465116,-0.11,Sell,1294892.0,12167268480.0,19.38054374,2.7783,4617.0,Utilities
3249,EVRI,2.9617,0.0,1.29306,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,86.13445,81.01188,14.8759,1.04406,1.55,0.0,1129.957,84.74478,0.0,0.0,17.60781,0.0,0.0,20.93093,0.0,0.0,2.76072,1.18292,0.0,0.0,0.0,189.5467,0.0,0.0,85928252.0,0.0,0.0,EVRI,101.3838,0.0,1202853.0,1202850.0,39541260.0,13.12,-0.22813688,-0.03,Buy,1178156.0,1127379296.0,,-1.0287,1400.0,Consumer Services
3250,EVRY,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,-5.04584,0.0,0.0,3.94,0.0,0.16,0.0,4.01478,22.02783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22144420.0,0.0,0.0,EVRY,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3251,EVSTC,0.0,0.0,0.0,0.0,0.63,2020-12-09 00:00:00.000,0.0,2020-12-09 00:00:00.000,0.64,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,99.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EVSTC,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
3252,EVT,1.34722,0.0,0.0,0.0,1.74,2020-12-29 00:00:00.000,0.145,2021-01-15 00:00:00.000,7.52,0.0,0.0,0.0,0.0,0.0,0.0,26.495,0.0,11.87,0.0,1700.965,73.50757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73507574.0,0.0,0.0,EVT,0.0,0.0,172255.0,172260.0,3774770.0,,,,,,,,,,
3253,EVTC,1.07137,24.9677,2.31817,0.0,0.2,2020-10-30 00:00:00.000,0.05,2020-12-04 00:00:00.000,0.52,0.0,0.0,39.82998,1.33072,57.61829,54.76694,42.35,8.37357,18.2101,158.1991,2756.195,59.75269,25.33277,19.36645,32.1185,27.16672,9.00314,16.30981,28.80396,0.0,5.47329,0.0,9.71287,35.24879,11.24767,15.74569,5.25753,0.0,71906983.0,0.0,0.0,EVTC,61.64419,162.8539,380112.0,380110.0,7809140.0,38.33,0.0,0.0,Buy,351585.0,2756195310.0,28.84123401,1.3508,2300.0,Technology Services
3254,EVV,0.49059,0.0,0.0,0.0,1.2,2020-12-10 00:00:00.000,0.1,2020-12-18 00:00:00.000,9.71,0.0,0.0,378.5155,0.0,74.45392,71.15892,13.55,0.0,7.34,31.52038,1435.577,116.147,447.3675,0.0,73.2925,69.98351,0.93707,0.0,0.0,0.0,12.27361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116147018.0,0.0,0.0,EVV,25.68101,34.55511,359080.0,359080.0,7220200.0,,,,,,,,,,
3255,EVY,0.14445,0.0,0.0,0.0,0.5496,2020-12-10 00:00:00.000,0.0458,2020-12-18 00:00:00.000,3.94,0.0,0.0,0.0,0.46431,66.42294,64.872,14.9,1.07659,10.077,57.6449,75.27177,5.40183,4.48439,56.15077,63.0351,61.85885,0.9594,0.0,30.0112,0.0,16.97512,0.0,2.00205,3.15696,2.00791,0.0,0.0,0.0,5401828.0,0.0,0.0,EVY,36.5663,57.6449,9243.0,9240.0,256100.0,,,,,,,,,,
3256,EW,0.9937,0.0,3.52168,0.0,0.0, ,0.0, ,0.0,0.0,0.0,19.37875,1.25182,75.37032,75.49614,92.08,0.0,51.5067,14.12963,55419.24,618.9828,28.50381,18.24112,31.36121,19.61682,13.15542,61.89327,71.03258,0.0,12.68552,2.60794,12.48365,19.86019,14.30058,23.34054,5.22931,0.0,623248273.0,0.0,0.0,EW,12.38034,14.12963,2013142.0,2013140.0,49831100.0,88.44,-0.53981107,-0.48,Buy,2720516.0,55120053120.0,71.29570237,1.2708,13900.0,Health Technology
3257,EWBC,1.91127,11.61362,0.0,0.0,1.1,2020-10-30 00:00:00.000,0.275,2020-11-16 00:00:00.000,2.15,0.0,0.0,0.0,4.10568,0.0,0.0,52.03,0.0,22.55,30.80929,7239.582,140.519,42.69005,36.4463,0.0,42.58486,1.41173,13.35039,12.45591,0.0,4.45757,0.0,1.26418,11.82819,0.0,0.0,0.0,0.0,141563982.0,0.0,0.0,EWBC,0.0,38.76223,742101.0,742100.0,23978510.0,51.48,0.66484161,0.34,Buy,577699.0,7287714720.0,12.45251778,4.1222,3300.0,Finance
3258,EWEB,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,EWEB,0.0,0.0,15706.0,0.0,0.0,,,,,,,,,,
3259,EWGS,0.0,0.0,0.0,0.0,0.531801,2020-12-14 00:00:00.000,0.38158,2020-12-18 00:00:00.000,0.7,0.0,0.0,0.0,0.0,0.0,0.0,76.5425,0.0,35.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,EWGS,0.0,0.0,6144.0,0.0,0.0,,,,,,,,,,
3260,EWJE,0.0,0.0,0.0,0.0,0.44432,2020-12-14 00:00:00.000,0.22216,2020-12-18 00:00:00.000,1.16,0.0,0.0,0.0,0.0,0.0,0.0,38.79,0.0,25.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,EWJE,0.0,0.0,690.0,0.0,0.0,,,,,,,,,,
3261,EWJV,0.0,0.0,0.0,0.0,0.459006,2020-12-14 00:00:00.000,0.229503,2020-12-18 00:00:00.000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,27.11,0.0,18.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,EWJV,0.0,0.0,8126.0,0.0,0.0,,,,,,,,,,
