,index,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.61,0.81759946,0.97,Buy,2343967.0,36702328500.0,51.47518223,2.3271,16400.0,Health Technology
1,AA,2.5579,0.0,1.75988,0.0,0.0, ,0.0, ,0.0,0.0,39.05109,77.82809,0.0,13.82664,13.79421,24.45,2.13208,5.16,74.757,4322.863,184.913,0.0,0.0,4.5666,0.0,1.2733,15.4388,0.0,0.0,0.46333,1.15284,0.0,0.0,0.0,10.10242,0.0,0.0,185929586.0,0.0,0.0,AA,33.60233,74.81591,3786841.0,3786840.0,114330040.0,23.67,1.80645161,0.42,Buy,4297930.0,4400963100.0,,-2.5252,13800.0,Non-Energy Minerals
2,AACG,1.59688,0.0,0.49555,0.0,0.0, ,0.41,2017-06-15 00:00:00.000,0.0,0.0,11.15237,154.902,0.0,37.37582,34.49845,1.87,0.0,0.612,0.0,37.45132,31.7384,42.904,0.0,0.0,0.0,0.70458,0.0,0.0,0.0,1.57421,0.0,0.0,0.0,0.0,59.94794,251.3421,0.0,62701002.0,0.0,0.0,AACG,1.12604,1.35947,42425.0,42430.0,1694120.0,1.23,4.23728814,0.05,Buy,21266.0,37451300.0,,-0.5105,768.0,Commercial Services
3,AACQ,0.0,0.0,0.06117,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,9.575,0.0,965.3962,72.45,0.0,0.0,0.0,0.0,1.37765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72450000.0,0.0,0.0,AACQ,0.0,0.0,1330057.0,1330060.0,11928400.0,,,,,,,,,,
4,AACQU,0.0,0.0,1.02739,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,9.94,0.0,730.296,57.35625,0.0,0.0,0.0,0.0,42771.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72450000.0,0.0,0.0,AACQU,91.92846,1138.92,160339.0,207270.0,0.0,,,,,,,,,,
5,AACQW,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AACQW,0.0,0.0,434787.0,0.0,0.0,,,,,,,,,,
6,AAIC,1.82251,0.0,0.0,0.0,0.0, ,0.225,2020-05-04 00:00:00.000,0.0,0.0,0.0,149.9441,0.0,82.56783,0.0,6.77,0.0,1.4,82.32188,124.6853,32.47259,50.83316,0.0,50.83316,0.0,0.62498,0.0,0.0,0.0,67.65343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33427687.0,0.0,0.0,AAIC,74.81635,297.083,264273.0,264270.0,4932260.0,3.77,1.07238606,0.04,Buy,229134.0,124685000.0,,-1.4839,11.0,Finance
7,AAIC-B,0.0,0.0,0.0,0.0,1.75,2020-12-15 00:00:00.000,0.4375,2020-12-30 00:00:00.000,8.29,0.0,0.0,0.0,0.0,0.0,0.0,23.4248,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343839.0,0.0,0.0,AAICpB,0.0,0.0,795.0,0.0,0.0,,,,,,,,,,
8,AAIC-C,0.0,0.0,0.0,0.0,2.0625,2020-12-15 00:00:00.000,0.515625,2020-12-30 00:00:00.000,9.94,0.0,0.0,0.0,0.0,0.0,0.0,24.71,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166900.0,0.0,0.0,AAICpC,0.0,0.0,2038.0,0.0,0.0,,,,,,,,,,
9,AAL,1.845,0.0,0.74409,0.0,0.0, ,0.1,2020-05-19 00:00:00.000,0.0,0.0,0.0,0.0,0.0,34.73054,51.84584,30.78,0.0,8.25,0.0,9153.632,599.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37175,0.64562,0.0,0.0,0.0,95.62269,0.0,0.0,604998810.0,0.0,0.0,AAL,120.2803,0.0,62092071.0,62092070.0,1588972450.0,15.43,1.9828156000000003,0.3,Sell,53368182.0,9335134570.0,,-13.8445,133700.0,Transportation
10,AAMC,0.5853,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,45.44886,0.0,0.0,0.0,32.24,0.0,10.25,0.0,39.00923,0.60779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4522,0.0,0.0,0.0,0.0,100.0,2.55964,0.0,1650212.0,0.0,0.0,AAMC,0.0,0.0,3714.0,3710.0,83870.0,23.84,-0.25521945,-0.061,Buy,239.0,39341006.0,,-0.9538,109.0,Finance
11,AAME,0.19701,2.71584,0.0,0.0,0.0, ,0.02,2020-04-24 00:00:00.000,0.0,0.0,131.9515,210.4913,0.03345,0.0,0.0,3.48,7.70248,1.58,26.35472,43.68656,4.07749,4.05455,0.84761,6.04292,2.0708,0.34141,18.4176,63.97608,0.484845,0.23274,0.0,0.41417,0.97579,0.0,0.0,0.0,0.0,20414279.0,0.0,0.0,AAME,20.85773,26.35472,36455.0,36460.0,257870.0,2.6,21.4953271,0.46,Buy,825524.0,53077180.0,36.96027634,0.0588,155.0,Finance
12,AAN,0.0,0.0,0.0,0.0,0.18,2020-11-13 00:00:00.000,0.045,2020-11-20 00:00:00.000,0.95,0.0,0.0,0.0,0.0,62.16019,62.36728,22.11,10.10933,16.2,39.27936,635.3738,0.0,0.0,0.0,0.0,0.0,0.87531,2.35416,0.0,0.0,0.36351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33778509.0,0.0,0.0,AAN,28.20185,39.27936,769070.0,769070.0,0.0,19.57,4.04040404,0.76,Buy,528370.0,661045245.0,,,10100000.0,Retail Trade
13,AANWI,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AANWI,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
14,AAOI,1.82655,11.87095,1.73771,0.0,0.0, ,0.0, ,0.0,0.0,0.0,3.58487,0.0,25.0496,21.90903,17.57,0.93971,5.0,34.80688,201.2719,21.74355,0.0,0.0,0.0,0.0,0.75609,0.0,0.0,0.0,0.87148,0.89559,0.0,0.0,0.0,17.4573,15.3437,0.0,22976246.0,0.0,0.0,AAOI,36.12566,56.5574,707356.0,707360.0,13598300.0,8.91,1.71232877,0.15,Buy,863853.0,204717942.0,,-3.9076,3115.0,Electronic Technology
15,AAON,0.64671,11.58261,3.66681,0.0,0.38,2020-11-25 00:00:00.000,0.19,2020-12-18 00:00:00.000,0.59,0.0,55.4747,42.02332,1.43996,30.30897,30.35942,69.41,0.0,40.4809,1.84145,3380.586,41.31916,15.18119,14.62997,19.38904,18.74391,9.80613,33.72223,44.93875,0.810076,6.49582,2.38533,19.22519,24.38527,22.5035,7.30597,13.3579,0.0,52242095.0,0.0,0.0,AAON,1.80815,1.84145,210066.0,210070.0,3721700.0,65.44,1.12811003,0.73,Buy,155167.0,3418723024.0,44.94374219,1.4604,2290.0,Producer Manufacturing
16,AAP,1.31299,13.33969,1.38471,0.0,1.0,2020-12-17 00:00:00.000,0.25,2021-01-04 00:00:00.000,0.64,0.0,0.0,21.65533,6.87398,44.3974,43.92605,170.5,22.26994,71.3286,27.42397,10676.23,67.60304,5.80174,4.84007,8.2138,6.8623,2.8621,14.65211,22.88921,0.0,1.08346,0.44528,4.13293,13.21577,6.82951,1.62103,1.57032,0.0,67854539.0,0.0,0.0,AAP,21.52183,27.42397,788580.0,788580.0,18928530.0,157.17,-0.10804627,-0.17,Buy,619515.0,10664691765.0,22.87849706,6.9015,67000.0,Retail Trade
17,AAPL,1.27397,0.0,1.3636,0.0,0.82,2020-11-06 00:00:00.000,0.205,2020-11-12 00:00:00.000,0.63,0.0,10.2472,0.0,3.26679,38.16038,38.23325,138.789,0.0,53.1525,151.9827,2200203.0,16990.54,19.58793,20.91361,22.83687,24.14731,33.62407,32.13524,39.61381,3.865818,8.01487,1.32507,17.33413,73.68556,25.44284,8.3991,5.51208,0.0,17001802000.0,0.0,0.0,AAPL,63.38239,173.0926,121070279.0,121070280.0,2372736950.0,131.01,1.2363805,1.6,Buy,97664898.0,2227405818000.0,39.61368924,3.2994,147000.0,Electronic Technology
18,AAPL22,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
19,AAPL24,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
20,AAPL25,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
21,AAPL26,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
22,AAPL27,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
23,AAPL29,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
24,AAPL29A,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL29A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
25,AAPL42,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL42,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
26,AAT,1.24562,5.38795,0.0,0.0,1.0,2020-12-09 00:00:00.000,0.25,2020-12-24 00:00:00.000,3.65,0.0,0.0,0.0,0.6296,63.61557,65.1106,48.15,1.5315,20.15,109.803,1651.149,59.37203,7.69194,13.33203,24.0868,28.20724,1.28901,10.60973,43.50381,0.0,4.55901,0.0,1.71434,2.89484,1.76196,2.75853,3.36017,0.0,60282929.0,0.0,0.0,AAT,52.62914,109.803,309397.0,309400.0,6712470.0,27.64,0.91274188,0.25,Sell,203804.0,1651150000.0,43.49690329,0.6298,206.0,Finance
27,AAU,0.99775,1.2564,9.47715,0.0,0.0, ,0.0, ,0.0,0.0,9.53916,81.30081,0.0,0.0,0.0,1.24,0.0,0.2121,4.12742,58.49584,114.9528,0.0,0.0,0.0,0.0,1.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120548611.0,0.0,0.0,AAU,4.13346,4.31169,3298910.0,3298910.0,25780310.0,0.5063,3.32653061,0.0163,Sell,2587218.0,61033959.0,,-0.02103687,,Non-Energy Minerals
28,AAV,0.55326,2.0953,1.38567,0.0,0.0, ,0.0, ,0.0,0.0,462.5654,0.0,0.25727,87.75596,88.99898,6.7,0.0,2.3663,17.93678,556.1945,184.7497,17.7732,29.03674,24.83288,40.64904,0.5463,4.02458,22.05,0.025209,3.32693,0.0,3.85898,4.88303,3.95676,8.89238,10.02474,0.0,186203000.0,0.0,0.0,AAV,15.20881,17.93678,0.0,196320.0,6709490.0,,,,,,,,,,
29,AAWW,1.31246,3.92229,0.99687,0.0,0.0, ,0.0, ,0.0,0.0,0.0,19.92827,0.0,58.25067,57.71543,69.08,1.98801,14.97,102.7972,1524.183,27.08374,9.14376,0.0,9.3323,0.0,0.71766,18.48907,0.0,0.0,0.50375,0.0,0.0,0.0,0.0,0.0,9.74184,0.0,27517297.0,0.0,0.0,AAWW,54.0177,117.475,358348.0,358350.0,9823970.0,53.79,-2.88860805,-1.6,Sell,420647.0,1480155567.0,,-9.1056,3587.0,Transportation
30,AAXJ,0.87806,0.0,0.0,0.0,0.947477,2020-12-14 00:00:00.000,0.684328,2020-12-18 00:00:00.000,1.05,0.0,0.0,0.0,0.0,0.0,0.0,91.55,0.0,52.95,0.0,4329.234,54.07093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65200000.0,0.0,0.0,AAXJ,0.0,0.0,1138928.0,829820.0,26253450.0,,,,,,,,,,
31,AAXN,0.56654,30.25857,3.38749,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,59.02356,58.66552,134.73,0.0,50.051,0.0,7425.806,62.81616,0.0,0.0,0.0,0.0,8.29533,0.0,0.0,0.0,11.84879,3.00997,0.0,0.0,0.0,17.82754,32.27396,0.0,63549898.0,0.0,0.0,AAXN,0.0,0.0,557068.0,557070.0,11021660.0,122.3,4.66409927,5.45,Sell,650621.0,7772152770.0,,-0.6636,1323.0,Electronic Technology
32,AB,1.45048,0.0,0.0,0.0,2.79,2020-10-30 00:00:00.000,0.69,2020-11-12 00:00:00.000,8.39,0.0,20.18981,12.04899,2.75189,0.0,0.0,36.06,0.0,13.24,0.0,3197.804,94.162,90.69361,90.27053,100.0,100.0,2.13734,0.0,12.08261,0.598451,10.84376,0.0,18.03733,18.06116,18.03733,16.88739,20.29681,0.0,96074568.0,0.0,0.0,AB,0.0,0.0,240851.0,240850.0,9440400.0,33.19,-0.18045113,-0.06,Buy,164945.0,3188715974.0,12.08212209,2.7522,3811.0,Finance
33,ABAC,2.359,0.0,19.54769,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,10.13089,3.39,0.0,1.5,0.0,15.95365,5.30499,0.0,0.0,0.0,0.0,0.18253,26.93418,0.0,0.0,0.60371,18.04018,0.0,0.0,0.0,0.0,0.0,0.0,10033740.0,0.0,0.0,ABAC,2.27785,2.33094,0.0,213570.0,916270.0,,,,,,,,,,
34,ABB,1.10449,0.0,1.41548,0.0,0.83,2020-03-30 00:00:00.000,0.80599,2020-03-30 00:00:00.000,2.95,0.0,0.0,0.0,0.2229,28.21331,30.65719,28.67,14.31507,14.71,37.73889,61436.18,1949.826,0.0,2.01768,1.0787,6.39124,3.53177,42.16621,126.8282,0.0,2.36111,1.12869,1.18213,3.20988,1.96247,6.95483,0.0,0.0,2168148264.0,0.0,0.0,ABB,33.74314,51.79766,1411158.0,1411160.0,32641950.0,28.92,2.29925716,0.65,Buy,2719534.0,59136100000.0,10.70306289,2.6421,144400.0,Producer Manufacturing
35,ABBV,0.80149,0.0,0.95153,0.0,5.2,2021-01-14 00:00:00.000,1.3,2021-02-16 00:00:00.000,4.93,0.0,104.7792,2.19839,4.57358,60.85878,68.61747,109.15,5.17344,62.55,538.8474,186098.6,1763.696,17.92745,18.16728,25.22865,28.45264,12.18597,15.12997,23.04759,0.219963,4.57807,0.80787,7.06489,207.9216,8.82481,23.76019,23.68029,0.0,1765473923.0,0.0,0.0,ABBV,85.06175,570.131,5965852.0,5965850.0,168701960.0,106.5,1.03405749,1.09,Buy,6823826.0,188022555000.0,22.2915389,4.7442,30000.0,Health Technology
36,ABBV19,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
37,ABBV21C,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV21C,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
38,ABBV23B,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV23B,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
39,ABBV24,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
40,ABBV24B,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV24B,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
41,ABBV27,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
42,ABBV28,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
43,ABBV28B,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV28B,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
44,ABBV29,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
45,ABBV31,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABBV31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
46,ABC,0.50582,0.0,0.97645,0.0,1.76,2020-11-13 00:00:00.000,0.44,2020-11-30 00:00:00.000,1.82,0.0,0.0,0.0,0.0,2.73393,2.72932,111.25,15.21347,72.0583,0.0,19710.1,146.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1038,0.60457,0.0,0.0,0.0,8.54809,5.73799,0.0,204249747.0,0.0,0.0,ABC,125.5996,0.0,931017.0,931020.0,20485680.0,97.76,1.30569948,1.26,Sell,1800183.0,19967480000.0,,-16.7364,22000.0,Distribution Services
47,ABCB,1.43416,21.0493,0.0,0.0,0.6,2020-12-30 00:00:00.000,0.15,2021-01-11 00:00:00.000,1.57,0.0,14.20596,445.1308,3.29547,0.0,0.0,43.79,0.0,17.12,19.50023,2647.59,65.71581,36.11968,22.4656,46.70477,29.08966,1.03233,9.95335,11.56133,0.813837,2.59792,0.0,1.21659,9.18485,0.0,0.0,31.27576,0.0,69490546.0,0.0,0.0,ABCB,0.0,19.85516,421422.0,421420.0,8225750.0,39.11,2.65091864,1.01,Buy,506890.0,2717773455.0,11.55595996,3.3047,2722.0,Finance
48,ABCL,0.0,0.0,5.67043,0.0,0.0, ,0.0, ,0.0,0.0,0.0,436.7595,0.01801,0.0,0.0,71.91,0.0,37.62,2.17285,10383.6,178.3969,11.12362,1.35698,0.0,0.0,85.70857,3020.113,2171.016,0.0,507.7772,5.61931,0.0,0.0,0.0,0.0,0.0,0.0,265565268.0,0.0,0.0,ABCL,2.46846,2.53094,1028581.0,1028580.0,0.0,38.51,-1.50895141,-0.59,Sell,1727152.0,10226908150.0,,,107.0,Health Technology
49,ABCM,0.0,0.0,0.0,0.0,0.0, ,0.0,2020-03-19 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,0.0,17.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226662242.0,0.0,0.0,ABCM,0.0,0.0,268306.0,0.0,0.0,20.29,-0.87933561,-0.18,Buy,78621.0,4628730000.0,258.45959596,0.0806,1500.0,Health Technology
50,ABEO,1.57432,54.64206,2.69923,0.0,0.0, ,0.0, ,0.0,0.0,34.79636,77.90944,0.0,0.0,0.0,4.34,0.0,0.9895,0.0,166.5119,82.54776,0.0,0.0,0.0,0.0,1.24082,0.0,0.0,0.0,23.78741,0.0,0.0,0.0,0.0,0.0,1352.282,0.0,98527723.0,0.0,0.0,ABEO,1.50425,1.52722,2691361.0,2691360.0,45859080.0,1.74,2.95857988,0.05,Buy,2298393.0,171438198.0,,-1.0369,88.0,Health Technology
51,ABEV,0.0,0.0,0.0,0.0,0.03,2021-01-14 00:00:00.000,0.0,2021-01-14 00:00:00.000,0.97,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15735117965.0,0.0,0.0,ABEV,0.0,0.0,14479371.0,0.0,0.0,3.06,2.34113712,0.07,Buy,79550660.0,47042900000.0,25.08389262,0.1202,50000.0,Consumer Non-Durables
52,ABG,1.63116,16.53412,1.07034,0.0,0.0, ,0.0, ,0.0,0.0,15.44639,112.6754,10.81152,18.20202,16.97194,150.0,7.49057,39.36,144.6114,2752.048,19.08597,5.21296,3.07577,7.79235,5.20039,3.38964,11.12388,13.19888,0.854496,0.4052,0.38699,6.58253,29.59133,10.71474,27.70051,0.0,0.0,19285548.0,0.0,0.0,ABG,70.27423,236.4084,200124.0,200120.0,4319260.0,147.27,3.20252278,4.57,Buy,143029.0,2840175585.0,13.21528787,10.8974,8500.0,Retail Trade
53,ABIL,0.29579,0.0,1.12467,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.2468,0.0,2.89406,5.17089,0.0,0.0,0.0,0.0,0.63953,0.0,0.0,0.0,5.36932,1.12467,0.0,0.0,0.0,308.0,0.0,0.0,8039060.0,0.0,0.0,ABIL,0.0,0.0,0.0,191620.0,5808680.0,,,,,,,,,,
54,ABIO,2.77277,0.0,34.01179,0.0,0.0, ,0.0, ,0.0,0.0,53.31367,56.65219,0.0,0.0,0.0,22.0,0.0,2.21,0.0,38.77732,9.28435,0.0,0.0,0.0,0.0,0.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9321470.0,0.0,0.0,ABIO,0.0,0.0,787587.0,787590.0,11080260.0,4.26,2.40384615,0.1,Buy,249248.0,39709462.0,,-2.6524,13.0,Health Technology
55,ABM,1.30758,4.59243,1.46104,0.0,0.76,2021-01-06 00:00:00.000,0.19,2021-02-01 00:00:00.000,2.06,0.0,0.0,8.30015,0.0,17.35148,15.06614,41.79,7.62626,19.7906,40.37859,2464.73,66.05763,3.57672,0.00334,4.91041,1.59663,1.64257,25.5148,6173.913,0.0,0.41164,0.0,0.00536,0.0263,0.00717,6.49164,0.0,0.0,66758670.0,0.0,0.0,ABM,32.57382,48.31034,371140.0,371140.0,7117080.0,38.19,3.43986999,1.27,Sell,328326.0,2549514753.0,,0.0033,114000.0,Commercial Services
56,ABMD,1.41969,27.39966,6.81115,0.0,0.0, ,0.0, ,0.0,0.0,0.0,378.5739,4.55565,81.53353,80.80814,329.32,0.0,119.0101,0.0,14312.99,44.13559,29.65857,25.88459,29.24048,27.27924,12.10494,62.14097,69.52466,0.0,17.8276,6.02028,16.94851,19.11949,18.59751,27.24537,0.0,0.0,45189883.0,0.0,0.0,ABMD,0.0,0.0,340572.0,340570.0,5699020.0,322.6,1.85331355,5.87,Buy,263041.0,14578261740.0,69.55137355,4.6093,1536.0,Health Technology
