,open,high,low,close,volume
2020-03-19,12.0,12.0,12.0,12.0,100
2020-03-20,13.0,13.0,12.0,12.75,2348
2020-03-23,12.75,12.75,11.5,11.54,18710
2020-03-24,12.9,12.9,11.5,11.7,96074
2020-03-25,11.8,13.45,11.8,13.45,19242
2020-03-26,14.0,15.45,14.0,15.45,76379
2020-03-27,15.0,16.0,14.55,14.55,486514
2020-03-30,15.25,16.5,15.25,15.9,209978
2020-03-31,16.39,17.25,14.56,17.25,461468
2020-04-01,16.0,16.0,14.56,15.05,2998918
2020-04-02,15.66,15.9,12.12,13.28,15966330
2020-04-03,13.75,17.0,13.38,16.92,66934307
2020-04-06,17.06,17.15,14.85,15.44,37137984
2020-04-07,15.2,15.8,14.55,15.25,23486014
2020-04-08,14.5,15.25,13.73,14.26,49372738
2020-04-09,14.0,15.5,13.9,14.78,34992602
2020-04-13,14.5,14.5,13.98,13.99,21497372
2020-04-14,14.0,14.2,13.78,13.87,22350019
2020-04-15,13.53,13.655,12.94,13.36,14990657
2020-04-16,13.15,13.25,12.26,12.89,21745223
2020-04-17,13.3,13.83,12.93,13.74,21336525
2020-04-20,13.5,14.74,13.475,14.45,20032206
2020-04-21,14.22,15.25,14.18,14.69,16235874
2020-04-22,14.95,15.16,14.22,14.79,12543284
2020-04-23,14.7,15.92,14.61,15.72,12226022
2020-04-24,15.6,16.67,15.2901,16.25,17393081
2020-04-27,16.17,16.81,15.975,16.8,12186367
2020-04-28,16.88,17.75,16.61,17.0,12983838
2020-04-29,17.46,18.08,17.17,17.64,12523167
2020-04-30,17.22,17.84,16.985,17.71,19094126
2020-05-01,17.33,17.35,16.62,16.77,10727168
2020-05-04,16.15,16.52,15.69,16.4,9700413
2020-05-05,16.68,16.76,15.8404,15.97,16297990
2020-05-06,16.0,16.37,15.43,16.29,10647189
2020-05-07,16.21,17.04,15.88,16.41,12454867
2020-05-08,17.04,18.4,16.935,18.36,18118197
2020-05-11,18.43,18.75,18.02,18.35,9574553
2020-05-12,18.39,18.3998,17.69,17.8,7743238
2020-05-13,17.21,17.4367,16.1,16.44,10676328
2020-05-14,16.02,16.715,15.72,16.55,7797202
2020-05-15,16.3,16.965,16.0,16.71,7353876
2020-05-18,17.3,17.72,17.29,17.55,6135186
2020-05-19,17.44,17.92,17.15,17.77,8338088
2020-05-20,18.16,19.05,18.04,18.73,11909997
2020-05-21,18.54,19.52,18.5,19.45,9711545
2020-05-22,19.47,19.86,18.95,19.05,5937330
2020-05-26,19.61,20.6,19.34,19.51,7305509
2020-05-27,19.57,20.13,19.43,19.99,8969859
2020-05-28,20.08,20.46,19.505,19.6,8510352
2020-05-29,18.96,20.98,18.88,20.47,32993095
2020-06-01,20.55,21.95,20.55,21.82,7695651
2020-06-02,21.69,21.829,20.905,21.36,8295556
2020-06-03,21.47,22.58,21.38,22.22,9636325
2020-06-04,22.03,23.12,22.03,22.68,6651949
2020-06-05,23.54,24.4,23.38,23.56,7843606
2020-06-08,23.63,24.38,23.31,24.37,8570449
2020-06-09,23.74,23.96,23.21,23.21,6850022
2020-06-10,22.31,23.15,22.04,22.2,10262085
2020-06-11,20.16,21.8,20.0,21.06,6834838
2020-06-12,22.0,22.31,21.02,21.54,5212911
2020-06-15,20.72,22.54,20.63,21.97,7736009
2020-06-16,22.96,22.98,21.925,22.07,7289942
2020-06-17,22.17,22.3397,21.08,21.26,5737668
2020-06-18,21.0,21.8897,21.0,21.25,3618895
2020-06-19,21.76,21.85,21.0,21.45,14451114
2020-06-22,21.52,22.825,21.31,22.74,5995454
2020-06-23,23.12,23.24,22.32,22.39,5961549
2020-06-24,22.1,22.66,21.45,21.82,6825611
2020-06-25,21.62,21.87,21.035,21.52,6140977
2020-06-26,21.52,21.74,20.5909,20.97,21346853
2020-06-29,21.08,22.47,21.0,22.12,8086375
2020-06-30,21.81,22.41,21.41,22.22,7082551
2020-07-01,22.32,23.01,21.87,22.61,9181774
2020-07-02,22.99,23.22,22.57,22.91,5667438
2020-07-06,23.13,24.29,23.13,24.21,7145209
2020-07-07,23.76,24.18,23.724,24.01,4671917
2020-07-08,23.88,24.09,23.46,23.99,4692247
2020-07-09,24.0,24.22,23.76,23.91,5470333
2020-07-10,23.84,26.06,23.72,24.89,12262433
2020-07-13,25.14,25.21,23.26,24.28,8562411
2020-07-14,24.3,25.1601,24.23,25.15,7218295
2020-07-15,25.58,26.57,25.5401,26.45,5798664
2020-07-16,26.12,26.99,25.92,26.61,4863396
2020-07-17,26.89,26.9,26.33,26.48,3188714
2020-07-20,26.22,26.54,26.065,26.41,2442960
2020-07-21,26.29,26.8,26.16,26.57,4952871
2020-07-22,26.34,27.06,26.32,26.6,3503891
2020-07-23,26.66,27.63,26.52,27.35,6245396
2020-07-24,27.25,27.26,26.54,26.58,8293002
2020-07-27,26.5,26.78,26.08,26.25,5734900
2020-07-28,26.07,26.4,25.85,26.07,9895146
2020-07-29,26.11,27.72,26.11,27.18,12657532
2020-07-30,25.85,27.5,25.6,26.9,6742892
2020-07-31,26.85,27.355,26.63,27.24,9116275
2020-08-03,27.24,27.89,27.01,27.62,4116122
2020-08-04,27.4,27.87,27.16,27.77,4382155
2020-08-05,27.66,28.175,27.66,28.11,4182485
2020-08-06,28.02,28.54,27.94,28.27,3648738
2020-08-07,28.72,29.03,28.44,28.97,3477896
2020-08-10,29.02,29.57,28.91,29.46,3517161
2020-08-11,30.16,30.29,29.67,30.185,1854579
