,AAPL,MSFT,AMZN,GOOG,GOOGL,TSLA,FB,BRK.B,JPM,V,JNJ,WMT,NVDA,PYPL,DIS,MA,PG,UNH,HD,BAC,INTC,NFLX,CMCSA,VZ,ADBE,CRM,NKE,XOM,ABT,KO,T,AVGO,CSCO,LLY,PFE,TMO,MRK,ABBV,CVX,PEP,ORCL,ACN,QCOM,DHR,TXN,MCD,COST,WFC,NEE,MDT,TMUS,HON,UNP,UPS,MS,C,BMY,AMGN,PM,LIN,LOW,BA,SBUX,CHTR,SCHW,CAT,RTX,NOW,AMAT,GS,BLK,INTU,AMD,AXP,IBM,GE,DE,EL,MMM,MU,AMT,TGT,LMT,BKNG,CVS,SYK,ISRG,LRCX,SPGI,MO,FIS,TJX,GILD,ATVI,PLD,TFC,MDLZ,ZTS,GM,USB,FISV,CB,CI,ADP,ANTM,PNC,BDX,CCI,ILMN,CSX,CME,FDX,ADSK,COP,CL,SHW,DUK,NSC,ITW,ICE,SO,EQIX,ADI,HCA,MMC,ECL,APD,GPN,D,TWTR,COF,FCX,BSX,VRTX,MCO,EW,AON,EMR,PGR,KLAC,ETN,MET,REGN,NOC,DG,HUM,MNST,ALGN,WM,GD
2021-01-19 00:00:00+00:00,127.83,216.44,3120.76,1790.86,1784.47,844.55,261.1,234.55,138.04,201.66,162.78,143.39,521.01,247.25,172.26,325.94,133.6,352.19,273.19,32.77,57.99,501.77,48.845,57.05,456.5,216.76,139.27,48.84,112.57,48.51,28.95,459.27,45.19,198.48,36.73,507.38,83.19,112.18,94.51,142.06,61.29,255.84,163.77,236.11,174.19,209.09,354.47,32.63,82.81,118.31,129.85,206.76,215.28,156.28,74.99,63.69,66.74,248.27,81.9,259.04,170.76,210.71,102.54,633.27,59.23,194.06,69.36,519.42,109.22,294.2,733.65,384.95,89.45,126.75,129.02,11.43,294.99,248.44,169.12,85.5,216.88,188.16,341.5,2163.04,75.4,242.07,778.41,580.02,313.14,41.23,128.06,67.18,67.07,93.15,98.01,52.15,57.14,162.57,54.84,48.07,107.67,155.36,220.8,161.98,323.69,156.0,260.77,159.39,390.21,92.66,192.2,249.52,310.97,46.0,80.85,725.61,90.38,249.84,204.81,114.88,61.06,716.32,160.54,166.1,112.22,215.91,285.66,187.75,70.96,45.93,112.86,31.71,36.27,231.91,269.29,87.91,209.16,83.43,96.19,314.08,125.5,52.12,533.89,298.02,206.06,407.31,90.08,557.41,115.01,153.13
2021-01-20 00:00:00+00:00,132.03,224.34,3263.38,1886.9,1880.07,850.45,267.48,234.76,135.97,206.01,162.38,145.51,534.63,244.26,173.64,334.91,131.93,350.84,274.3,32.34,58.67,586.34,48.88,57.26,469.73,223.44,142.8,49.53,112.89,48.68,28.96,461.88,45.34,201.26,36.5,515.84,82.46,112.62,95.38,141.33,61.56,261.67,164.6,237.05,173.33,213.63,361.3,32.46,84.05,119.29,132.3,208.08,218.18,159.84,74.84,63.25,66.25,252.36,81.7,257.4,172.39,211.45,105.46,642.82,58.61,192.34,68.84,542.19,107.84,290.47,741.54,389.46,88.75,128.94,130.08,11.39,300.94,255.22,170.22,83.5,222.78,188.3,341.67,2160.05,75.25,245.21,798.57,563.0,321.94,42.1,131.09,68.29,67.99,95.12,100.34,51.63,57.1,163.36,55.86,45.58,109.14,155.82,228.42,162.35,321.52,156.26,263.3,159.06,403.54,93.21,189.83,251.96,308.58,45.36,80.2,736.22,90.78,253.43,204.99,114.69,60.65,727.74,159.83,167.95,113.44,218.38,286.56,190.74,71.58,47.6,111.38,30.97,36.66,236.7,275.53,88.1,211.94,84.39,96.06,304.33,125.98,51.65,542.27,298.78,205.12,411.34,89.61,564.37,115.05,154.03
2021-01-21 00:00:00+00:00,136.87,224.97,3306.99,1891.25,1884.15,844.99,272.87,234.16,134.83,205.14,161.73,144.85,554.7,248.64,171.28,334.44,131.01,355.0,279.05,31.77,62.46,579.84,49.13,57.27,472.02,222.17,141.61,48.11,112.95,48.95,28.83,466.82,45.11,202.35,36.48,512.36,81.18,111.26,92.01,139.61,61.21,257.94,164.75,233.1,175.1,213.53,362.8,32.0,83.71,117.91,130.4,205.23,207.9,160.1,74.7,61.87,64.18,252.03,81.33,253.2,172.34,207.41,104.58,650.43,58.7,192.19,68.11,544.33,107.97,289.37,742.2,381.75,91.53,127.43,131.65,11.07,305.5,255.27,170.67,85.01,222.2,191.27,339.67,2109.94,74.08,243.6,798.67,564.19,317.72,41.94,133.6,68.06,66.98,94.6,100.43,51.07,56.12,164.46,55.08,45.67,108.95,157.17,226.19,161.03,321.7,153.69,261.9,159.34,404.87,91.61,186.2,253.94,306.46,43.19,79.28,736.35,90.18,245.36,203.83,112.92,59.88,719.9,159.29,167.4,111.83,214.01,282.61,189.26,71.8,47.12,108.54,30.04,37.52,238.64,270.77,87.23,209.47,84.26,94.26,305.2,125.13,51.07,535.48,296.87,207.72,414.6,89.2,543.81,114.58,151.06
2021-01-22 00:00:00+00:00,139.07,225.95,3292.23,1901.05,1892.56,846.64,274.5,232.92,133.79,202.02,163.55,146.33,548.5,252.0,172.78,328.99,130.0,347.55,284.0,31.55,56.66,565.17,48.68,57.47,472.44,225.77,139.35,47.43,112.84,48.49,28.93,465.02,44.77,206.14,36.55,514.6,80.98,110.86,91.73,138.59,60.36,254.77,162.42,238.04,172.81,213.38,362.3,31.9,84.21,116.58,130.36,202.25,207.13,158.99,74.13,61.33,64.56,253.5,80.68,251.48,172.4,205.84,103.91,646.69,58.4,191.94,67.58,541.09,106.33,289.39,735.05,374.85,92.79,126.14,118.61,11.11,305.17,249.83,169.04,82.28,223.92,191.91,339.88,2066.24,74.12,239.93,744.08,563.85,315.14,41.83,129.08,66.91,66.94,94.43,101.22,51.18,56.25,163.33,55.4,45.86,107.28,152.53,223.42,161.98,314.09,152.57,258.75,158.92,406.25,87.64,184.04,254.08,299.17,42.69,78.19,732.17,90.29,244.22,203.46,111.92,60.14,721.16,155.58,166.97,111.52,212.39,283.6,187.52,72.29,48.06,105.34,30.49,37.03,237.59,266.7,85.52,206.46,83.73,92.31,305.01,124.43,50.86,537.78,298.16,206.21,405.18,88.2,534.08,115.36,152.77
2021-01-25 00:00:00+00:00,142.92,229.53,3294.0,1899.4,1894.28,880.8,278.01,233.01,132.12,200.98,165.98,146.2,546.13,247.75,171.89,329.19,132.24,347.81,285.08,31.16,55.44,556.78,48.97,58.42,473.44,225.92,137.55,46.9,114.72,48.78,29.11,464.79,45.03,212.35,37.28,518.83,81.15,110.5,90.9,140.18,60.9,252.04,164.4,238.15,172.92,213.34,361.88,32.24,86.87,116.9,131.1,201.87,206.46,161.75,72.38,60.56,64.83,257.1,81.34,253.12,174.1,203.36,103.45,652.17,57.08,187.34,66.28,537.88,108.12,283.04,722.98,374.43,94.13,121.15,118.58,10.99,298.2,250.02,170.39,81.28,227.51,190.15,343.51,2018.43,73.21,239.55,752.01,567.76,314.93,41.96,127.81,65.68,68.16,93.4,102.7,51.05,56.87,161.34,53.39,45.76,106.71,152.69,220.09,163.68,315.37,150.47,260.24,160.89,421.0,87.88,184.37,253.48,293.64,42.58,78.61,734.28,92.91,245.96,202.32,112.46,61.02,723.16,153.72,168.43,112.03,211.26,279.02,185.08,73.56,47.84,102.53,28.98,36.78,241.31,266.55,85.89,208.66,82.48,92.42,308.9,121.82,50.61,548.2,299.35,206.57,404.0,88.46,539.47,114.19,153.16
2021-01-26 00:00:00+00:00,143.16,232.33,3326.13,1917.24,1907.95,883.09,282.05,231.57,131.58,202.01,170.48,147.51,537.41,241.0,169.56,327.7,133.09,343.11,282.6,30.94,55.21,561.93,50.09,56.57,476.28,226.26,135.1,45.87,114.73,49.29,29.75,463.87,45.26,212.72,37.31,507.83,80.25,108.8,89.36,141.8,61.8,252.99,162.55,233.98,171.47,215.38,364.98,31.38,85.23,116.75,131.41,201.06,200.05,161.43,71.21,60.91,64.44,258.6,81.99,255.85,173.7,202.06,104.69,649.54,56.21,187.21,67.2,532.46,105.53,281.76,721.85,374.8,94.71,116.15,122.49,11.29,296.01,245.31,175.95,79.51,232.29,187.7,330.69,1983.16,74.23,238.0,769.65,552.66,319.01,42.23,128.16,64.47,66.7,92.38,106.05,50.24,57.59,159.71,52.04,45.19,106.21,150.2,215.76,164.53,312.52,148.06,258.35,163.45,420.55,86.83,183.75,249.67,291.75,41.68,78.75,723.64,92.92,238.09,199.71,112.65,59.69,735.24,154.94,164.13,111.26,209.33,277.99,186.34,73.64,49.67,99.93,27.01,36.64,237.64,268.67,86.54,209.96,81.89,91.72,303.55,120.74,50.11,544.1,293.11,206.12,395.85,88.8,535.1,113.95,150.33
2021-01-27 00:00:00+00:00,142.06,232.9,3232.58,1830.79,1818.94,864.16,272.14,227.36,127.86,194.97,167.88,143.84,516.71,229.94,163.03,315.49,128.38,332.99,274.05,29.83,53.59,523.28,48.42,55.13,460.0,224.78,131.02,45.35,114.29,48.53,29.14,444.7,45.7,207.57,36.24,482.48,77.07,102.79,88.2,138.04,62.55,246.1,153.67,222.2,162.93,207.0,356.39,30.17,80.19,111.5,123.27,199.38,194.33,157.65,68.42,59.4,62.02,251.06,79.8,242.91,167.71,194.03,97.87,615.78,53.29,180.63,65.5,516.5,98.58,273.33,697.79,363.11,88.84,114.09,122.47,11.38,280.73,235.85,186.65,75.09,229.06,178.28,332.51,1886.09,72.42,230.75,758.73,515.04,306.3,41.82,122.53,63.93,65.48,88.67,103.28,48.39,56.42,153.15,49.34,42.81,103.22,145.1,212.56,165.67,290.17,144.44,250.89,159.88,432.08,83.89,178.79,242.83,273.47,40.65,78.03,717.54,91.71,235.64,195.34,109.35,58.54,731.7,147.48,157.02,107.6,207.37,269.98,177.58,73.08,48.19,102.69,25.79,35.82,225.25,263.04,84.84,206.8,79.52,87.04,284.44,114.86,48.41,515.56,292.24,199.63,377.93,85.93,509.64,110.96,152.73
2021-01-28 00:00:00+00:00,137.09,238.93,3237.62,1863.11,1853.2,835.43,265.0,230.95,130.11,198.22,169.16,143.75,522.04,237.79,171.88,324.28,130.36,338.15,278.05,30.32,56.065,538.6,51.6,55.37,465.67,226.5,134.72,46.06,120.39,49.15,28.8,451.74,45.34,210.12,35.86,496.48,77.92,104.21,89.02,139.19,61.22,249.34,155.55,228.57,169.23,206.82,357.06,30.81,82.46,114.77,127.77,202.84,201.29,157.27,69.32,60.34,62.29,247.75,81.28,249.54,172.34,197.23,98.15,654.65,53.74,184.34,68.17,554.24,101.15,275.02,719.91,369.95,87.52,118.97,120.08,11.09,292.96,245.08,183.42,78.39,228.31,183.58,327.93,2034.1,72.61,230.0,765.36,507.35,318.97,42.65,125.32,65.49,64.68,90.27,103.4,49.15,57.12,156.53,51.04,43.77,105.25,147.13,218.79,166.75,300.51,147.79,256.21,158.13,438.22,86.7,182.47,242.79,284.22,41.11,79.15,712.05,91.48,241.79,197.29,112.61,59.04,738.23,149.21,163.8,108.83,211.1,275.86,182.25,72.67,51.57,106.84,27.79,36.34,230.04,270.07,83.38,206.56,81.08,88.49,291.1,118.29,49.57,506.27,293.03,199.05,389.79,88.73,536.58,112.11,150.43
2021-01-29 00:00:00+00:00,131.96,231.96,3206.2,1835.74,1827.36,793.53,258.33,227.87,128.67,193.25,163.13,140.49,519.59,234.31,168.17,316.29,128.21,333.58,270.82,29.65,55.51,532.39,49.57,54.75,458.77,225.56,133.59,44.84,123.59,48.15,28.63,450.5,44.58,207.97,35.9,509.7,77.07,102.48,85.2,136.57,60.43,241.92,156.28,237.84,165.69,207.84,352.43,29.88,80.87,111.33,126.08,195.37,197.47,155.0,67.05,57.99,61.43,241.43,79.65,245.4,166.85,194.19,96.81,607.56,51.54,182.84,66.73,543.16,96.68,271.17,701.26,361.23,85.64,116.26,119.11,10.68,288.8,236.65,175.66,78.27,227.36,181.17,321.82,1944.33,71.65,221.01,747.64,483.95,317.0,41.08,123.46,64.04,65.6,91.0,103.2,47.98,55.44,154.25,50.68,42.85,102.69,145.67,217.05,165.12,296.98,143.52,261.79,159.26,426.44,85.755,181.74,235.34,277.43,40.03,78.0,691.8,94.0,236.62,194.21,110.35,58.92,739.96,147.33,162.48,109.91,204.51,266.76,176.52,72.89,50.53,104.26,26.91,35.44,229.08,266.26,82.58,203.1,79.35,87.19,280.07,117.7,48.15,503.84,286.61,194.61,383.11,86.83,525.38,111.32,146.68
2021-02-01 00:00:00+00:00,134.14,239.65,3342.88,1901.35,1893.07,839.81,262.01,229.32,129.62,198.36,162.71,139.27,529.48,241.85,170.97,321.56,128.97,334.0,270.07,29.96,56.69,539.04,50.15,54.28,470.0,228.46,135.71,44.92,122.54,48.48,28.65,466.74,45.4,203.14,35.8,515.47,77.36,102.3,86.41,136.98,61.51,247.57,161.58,241.75,172.46,207.93,350.52,29.99,81.7,111.18,128.42,195.56,198.6,156.26,67.67,58.43,62.21,240.43,79.06,250.43,163.37,195.84,98.58,599.02,53.37,184.72,66.96,558.56,101.21,274.73,713.17,373.58,87.66,117.03,120.54,10.74,292.21,241.85,174.7,80.43,235.57,183.57,324.03,1990.46,71.46,226.54,746.11,501.45,321.84,40.77,129.23,64.07,65.1,91.42,105.91,48.38,55.25,155.58,51.51,42.75,106.5,148.04,216.8,166.35,292.56,145.86,261.37,164.27,443.38,87.05,187.44,239.24,286.32,40.71,78.52,698.1,93.16,239.91,194.88,113.41,59.11,756.72,151.88,166.93,109.99,208.43,268.95,182.91,72.68,52.66,102.86,28.23,35.95,231.77,270.75,81.92,206.68,80.82,86.19,292.62,121.54,48.47,508.08,292.31,192.75,379.9,88.25,543.05,112.09,147.67
2021-02-02 00:00:00+00:00,134.99,239.51,3380.0,1927.51,1919.12,872.79,267.08,232.24,133.61,202.61,161.25,140.77,542.27,249.1,176.96,334.37,128.79,338.72,272.16,31.03,58.0,548.16,51.18,54.5,484.93,234.2,139.59,45.63,120.24,48.96,28.54,476.88,45.83,197.56,34.99,518.53,77.77,103.47,87.06,138.38,62.37,248.75,164.78,245.09,174.75,209.76,355.58,30.75,82.93,113.95,131.89,200.12,205.93,160.29,70.95,59.58,62.94,240.49,79.27,252.25,166.66,200.94,101.65,616.7,54.54,192.5,70.14,583.51,103.59,286.97,729.5,384.11,88.86,120.7,119.44,11.24,302.54,246.86,175.02,81.62,236.15,185.59,332.7,2065.53,71.83,235.13,757.84,516.07,330.1,41.57,132.32,65.83,65.13,93.98,106.88,50.21,56.16,157.39,52.72,44.25,110.02,150.64,217.81,168.38,298.99,150.4,258.24,165.61,440.25,89.64,192.01,242.5,294.61,40.97,78.85,710.54,93.1,246.35,198.24,116.78,59.64,768.57,151.87,165.85,112.9,210.28,273.95,190.77,72.77,54.0,106.04,28.14,36.64,217.33,278.25,83.97,210.18,83.78,86.75,298.78,120.44,48.93,499.98,300.0,195.35,376.99,90.44,557.77,113.0,149.82
2021-02-03 00:00:00+00:00,133.94,243.0,3312.53,2070.07,2058.88,854.69,266.65,232.68,135.14,201.36,160.5,141.2,541.22,251.9,176.43,332.82,128.95,337.89,274.17,31.58,57.68,539.45,50.47,54.79,481.92,234.82,138.63,47.42,120.22,48.77,28.51,465.19,45.77,196.96,34.84,500.22,77.32,106.95,88.96,138.02,62.17,248.37,162.3,238.23,168.58,208.71,355.21,31.7,83.05,112.63,129.37,199.14,204.36,159.71,70.6,61.1,62.03,237.08,80.23,250.13,169.88,207.39,101.02,609.26,53.46,191.45,70.58,576.65,99.87,288.55,724.08,380.15,87.89,120.44,119.12,11.2,301.14,248.62,175.48,79.11,232.31,185.11,332.39,2027.3,73.24,233.95,745.4,504.33,324.25,42.0,131.57,66.73,64.52,92.77,106.04,51.52,55.28,155.23,54.25,44.73,110.2,155.32,219.43,166.83,298.36,152.2,260.93,163.16,420.2,89.32,191.99,241.29,292.85,43.21,78.88,701.34,93.39,246.25,197.4,115.3,59.45,754.89,147.58,173.12,111.14,208.97,276.6,194.01,72.57,54.58,107.21,29.2,37.45,211.0,273.88,83.86,205.27,83.68,86.96,286.3,119.54,49.37,491.18,300.74,195.78,379.93,90.41,546.18,112.22,153.08
2021-02-04 00:00:00+00:00,137.39,242.01,3331.0,2062.37,2053.63,849.99,266.49,235.77,138.25,209.25,161.99,142.53,546.57,270.43,180.23,340.83,129.03,329.32,278.82,32.5,58.79,552.16,51.45,55.14,489.38,237.98,140.63,48.33,119.74,49.01,28.89,470.63,47.25,201.62,34.89,488.96,76.03,108.53,89.0,139.68,63.35,253.01,147.97,235.53,172.0,211.03,355.85,32.66,83.0,117.0,130.6,200.59,204.45,162.26,72.29,62.41,61.56,237.22,83.63,249.18,173.03,210.64,103.64,619.79,55.2,191.65,72.68,588.98,103.24,293.75,732.45,392.73,87.84,124.9,121.02,11.45,309.27,253.05,177.1,81.25,232.2,188.59,337.23,2082.94,73.0,237.08,757.05,519.53,328.45,42.53,132.78,68.58,65.83,92.68,106.41,53.37,56.0,157.13,54.13,46.31,112.24,162.73,205.38,170.56,294.36,156.68,254.89,163.13,428.64,88.42,193.53,248.12,300.49,44.01,78.93,710.32,94.35,245.57,197.06,114.55,60.34,746.91,150.52,179.3,111.7,208.13,256.7,197.88,72.69,56.51,112.66,29.8,38.76,213.71,276.85,85.43,208.1,84.16,88.14,294.23,120.54,51.9,498.84,301.85,195.72,385.09,91.47,615.16,113.08,157.53
2021-02-05 00:00:00+00:00,136.76,242.2,3352.15,2098.0,2088.83,852.23,268.1,235.16,137.98,208.77,164.45,144.36,543.64,269.44,181.16,338.75,129.57,324.51,278.86,32.37,58.18,550.79,51.11,55.32,492.12,238.89,145.11,49.95,124.03,49.65,28.93,466.01,48.08,201.77,34.92,492.56,75.8,108.73,89.26,140.96,63.6,253.54,145.84,235.59,169.93,212.58,355.17,32.56,83.6,118.4,125.28,202.92,204.2,164.38,73.22,62.58,60.92,236.32,84.28,257.37,175.03,207.93,106.48,617.65,55.74,193.0,72.33,589.73,100.71,293.5,726.33,389.38,87.9,126.28,121.79,11.4,309.24,272.81,179.01,81.1,232.99,188.86,337.04,2096.42,72.18,238.78,762.25,509.76,324.02,42.47,132.23,68.33,68.46,101.61,106.7,52.69,56.21,159.28,54.41,46.35,112.22,162.55,203.43,167.28,290.85,156.94,254.68,162.26,428.91,88.55,191.39,255.01,305.86,44.42,79.87,716.58,94.74,245.66,202.19,114.19,60.88,754.29,148.76,176.79,113.6,212.78,253.15,198.27,73.74,56.78,114.48,31.73,38.96,215.26,276.97,85.1,223.22,86.11,87.47,288.03,121.94,52.58,498.98,298.79,193.82,379.3,91.1,620.45,113.73,158.82
2021-02-08 00:00:00+00:00,136.91,242.47,3322.94,2092.91,2084.52,863.42,266.58,237.42,140.14,206.89,164.92,145.03,577.55,282.17,190.0,337.03,129.17,324.34,280.03,33.09,59.16,547.92,51.85,55.05,493.76,238.93,143.41,52.1,124.5,49.92,28.77,472.7,48.94,205.77,34.82,495.76,75.04,106.84,91.48,140.4,63.11,257.31,147.38,235.65,175.12,211.58,359.83,33.4,83.4,118.07,126.1,203.86,204.12,163.45,74.23,63.65,60.23,237.57,85.99,257.34,179.17,211.95,106.26,615.53,55.85,197.45,72.49,587.91,106.19,300.15,726.45,389.74,91.47,127.99,123.61,11.61,317.04,280.54,180.76,84.01,232.79,193.95,337.84,2099.56,72.98,242.45,769.99,532.78,325.44,42.97,133.43,69.97,67.97,101.19,107.08,52.97,56.02,160.02,56.88,47.4,113.4,166.18,206.05,167.92,287.7,158.79,256.82,160.9,451.06,87.26,191.74,257.45,302.81,46.78,79.7,724.01,93.6,243.8,204.24,113.46,60.73,747.41,153.2,178.94,113.87,217.05,253.64,200.33,73.83,58.2,116.0,32.12,39.57,214.37,278.39,86.08,225.64,86.52,86.17,302.26,120.22,54.18,494.9,300.13,198.38,378.34,90.88,602.44,114.38,159.64
2021-02-09 00:00:00+00:00,136.01,243.77,3305.0,2083.51,2075.39,849.46,269.45,239.91,139.58,206.52,166.27,145.83,570.53,284.2,188.21,333.44,128.67,329.63,276.77,32.95,58.78,559.07,52.72,55.0,496.05,236.7,141.79,50.63,125.15,49.7,28.62,474.63,48.5,201.71,34.97,489.3,75.04,105.4,90.96,139.6,63.67,257.68,146.11,237.0,173.69,215.98,359.56,33.26,83.83,117.88,124.45,202.02,204.65,166.92,74.24,63.12,59.76,236.65,85.63,255.62,177.78,215.12,106.22,619.51,56.27,197.28,73.04,581.78,105.38,300.46,728.8,391.55,90.91,126.68,122.1,11.54,315.33,279.35,180.94,83.32,231.66,194.29,342.34,2085.28,73.49,242.15,779.35,528.08,332.39,43.36,132.87,69.0,67.3,102.73,107.42,53.37,55.5,159.83,56.06,47.61,113.45,164.53,210.99,167.38,298.7,158.14,254.17,163.99,453.0,88.47,191.97,259.13,304.5,46.88,78.7,713.01,93.32,245.82,203.3,113.26,60.64,750.47,152.85,175.42,113.85,215.56,254.44,203.28,73.11,59.87,115.93,32.02,39.25,213.82,282.32,85.8,228.45,85.9,86.27,298.31,119.83,54.42,490.68,303.78,203.49,382.59,90.51,615.0,113.55,162.14
2021-02-10 00:00:00+00:00,135.39,242.82,3286.58,2095.38,2086.48,804.82,271.87,239.92,139.66,206.44,166.81,144.13,590.57,283.18,189.63,334.21,128.22,333.4,278.69,32.98,58.86,563.59,52.75,54.96,492.67,236.72,142.46,51.12,125.29,49.6,28.55,470.05,47.24,204.39,34.74,484.88,74.89,104.05,92.52,137.7,63.27,256.94,145.5,237.49,174.36,214.4,356.12,33.2,83.91,117.44,124.49,202.16,203.5,165.66,74.33,63.62,60.0,238.46,85.94,252.72,177.24,211.92,105.87,611.63,55.7,197.72,72.47,589.36,105.88,304.28,723.17,397.29,92.35,128.23,122.24,11.4,313.64,284.4,181.08,82.35,231.66,192.44,342.19,2141.76,73.83,243.03,788.09,532.5,333.0,43.55,133.36,68.6,67.29,102.76,107.52,53.71,55.25,160.62,54.88,47.35,109.42,164.28,211.17,166.94,298.17,160.11,252.9,163.08,450.0,88.18,185.2,257.46,301.71,47.25,79.11,712.32,93.7,245.29,204.9,111.66,60.93,751.0,153.23,174.79,112.73,215.65,253.58,202.23,73.09,67.77,117.62,31.24,38.85,212.53,276.87,86.39,226.55,85.06,85.53,297.61,121.76,54.96,491.22,303.63,201.32,378.0,90.45,605.78,113.69,163.13
2021-02-11 00:00:00+00:00,135.13,244.49,3262.13,2095.89,2088.75,811.66,270.39,239.76,139.27,210.66,166.06,144.02,610.03,285.03,190.91,342.87,128.33,333.07,277.06,32.88,60.66,557.59,53.23,54.6,496.62,241.24,143.54,49.84,126.84,50.3,28.69,478.39,47.58,202.58,34.43,494.05,74.74,103.75,92.02,134.97,62.7,258.97,145.56,240.66,179.22,214.27,352.2,32.72,83.95,118.72,124.4,202.18,207.23,162.37,73.72,63.2,59.99,235.04,85.36,253.11,175.73,210.66,105.86,618.68,55.93,198.35,72.33,594.47,113.0,302.32,721.43,408.82,92.66,128.31,120.91,11.46,314.46,289.76,177.21,86.48,227.82,190.41,339.14,2159.26,73.6,245.34,798.83,572.21,339.39,43.31,135.15,69.02,66.92,103.24,107.76,52.78,55.68,164.44,53.5,47.25,108.48,165.85,208.46,166.8,292.84,159.31,253.39,162.0,451.22,88.75,182.71,254.36,300.21,46.44,78.41,719.29,90.42,248.91,200.94,111.3,61.29,717.7,158.8,175.55,112.8,216.4,257.69,199.64,73.06,68.56,117.16,30.99,38.87,210.495,278.66,88.07,229.31,85.16,86.37,324.48,123.53,55.31,490.54,299.63,200.04,381.19,89.94,599.0,113.22,163.45
2021-02-12 00:00:00+00:00,135.37,244.99,3277.71,2104.11,2095.03,816.12,270.5,242.46,141.25,209.96,166.58,144.47,598.45,298.37,187.67,341.0,127.62,328.24,277.51,33.37,61.81,556.52,53.23,54.2,498.84,240.37,142.12,50.52,128.23,50.69,28.8,486.32,47.29,207.29,34.72,507.83,75.0,104.44,92.55,133.87,63.08,257.47,147.98,245.9,179.64,213.9,352.75,33.53,83.13,119.74,123.68,203.57,213.16,163.39,74.61,63.63,59.99,237.21,86.12,252.68,177.16,210.98,105.3,613.45,58.19,197.99,72.61,591.29,116.7,306.32,722.98,413.99,93.77,129.62,120.8,11.73,313.0,290.25,178.7,88.01,227.19,191.43,337.73,2150.58,74.21,248.15,807.81,586.16,339.45,43.4,135.6,68.0,66.89,103.81,107.67,54.01,55.19,166.71,53.6,47.64,109.99,164.16,206.93,167.03,290.68,162.27,256.32,164.46,504.76,90.14,184.37,263.0,305.14,47.16,78.43,721.05,89.82,254.84,200.98,111.07,60.1,709.81,160.78,173.51,112.8,219.88,260.55,197.18,71.87,71.9,117.75,31.23,38.39,213.98,278.67,87.65,228.04,85.33,86.27,331.81,123.98,55.67,485.62,297.36,198.6,380.64,91.73,609.58,113.25,164.83
2021-02-16 00:00:00+00:00,133.19,243.7,3268.95,2121.9,2110.7,796.22,273.97,245.28,144.65,207.9,165.07,145.66,613.21,304.79,186.35,341.21,127.92,324.62,275.39,34.27,62.47,557.28,52.84,54.15,501.64,248.59,141.71,52.04,128.02,50.27,28.97,489.13,46.51,205.76,34.69,500.08,74.25,104.2,93.13,134.38,62.14,257.05,147.16,242.27,180.76,215.03,354.0,34.79,81.19,119.68,122.0,203.44,213.99,161.75,76.05,64.12,59.4,232.84,86.0,250.14,174.06,217.18,106.15,618.47,60.95,202.38,72.61,585.74,118.35,311.96,730.31,422.26,91.46,130.68,120.07,11.97,317.09,295.74,176.63,87.74,224.98,190.59,335.03,2184.16,70.53,247.86,791.95,591.79,338.33,43.41,133.11,67.5,64.8,102.96,106.58,55.65,54.88,166.32,53.46,48.65,110.2,164.56,203.27,166.16,289.62,169.91,257.34,161.96,492.55,90.75,189.41,261.83,308.22,48.85,78.19,707.42,88.38,256.4,199.03,112.42,59.3,688.09,160.49,174.0,114.5,210.91,260.73,196.7,71.13,73.96,119.8,32.9,37.93,210.27,280.35,86.98,227.1,85.07,85.13,337.18,125.0,56.01,480.71,290.88,200.23,375.15,92.18,614.21,112.6,163.32
2021-02-17 00:00:00+00:00,130.84,244.2,3308.64,2128.31,2118.62,798.15,273.57,245.25,145.1,207.51,165.66,147.2,596.24,297.2,186.44,337.33,128.46,326.86,280.92,34.41,61.85,551.34,52.99,56.99,491.23,247.66,143.99,52.85,127.24,50.13,29.57,482.48,46.25,206.46,34.89,498.46,75.54,106.29,95.92,134.46,62.09,258.78,144.75,239.91,178.53,213.45,358.04,36.59,80.68,118.16,121.3,201.9,211.23,161.0,75.45,64.76,60.59,235.61,86.61,249.28,177.13,215.52,104.44,624.12,61.3,202.3,73.06,580.94,115.71,312.74,721.39,415.81,89.94,128.56,119.97,11.86,312.08,289.59,176.65,86.05,226.31,193.6,337.0,2233.77,72.71,246.57,780.06,585.91,338.93,43.6,132.99,66.83,65.1,102.35,105.83,55.65,54.92,168.9,52.89,49.3,111.07,166.38,208.02,167.13,290.25,167.55,256.82,163.13,494.24,89.99,191.14,259.09,302.52,49.36,78.44,721.4,89.2,253.03,198.24,112.78,59.27,694.43,159.75,176.44,117.68,208.79,260.01,192.85,72.39,71.79,118.91,34.15,37.5,214.85,280.55,85.07,229.2,84.87,86.25,330.3,125.03,55.41,481.68,297.18,201.5,377.52,92.16,599.53,112.21,164.49
