,tickers
2004-09-16,"STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT"
2004-09-28,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG"
2004-10-04,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO"
2004-10-05,"JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ"
2004-10-06,"SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX"
2004-10-18,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM"
2004-10-22,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW"
2004-10-25,"JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW"
2004-10-26,"SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS"
2004-10-27,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION"
2004-10-28,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION"
2004-11-01,"A,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,ALL,AMAT,AMD,AMGN,AN,ANTM,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CB,CBS,CCL,CI,CIEN,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COL,COP,COST,CPB,CR,CSCO,CSX,CTAS,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DGX,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,EA,EBAY,ECL,ED,EFX,EIX,EMN,EMR,EOG,EQR,ETN,ETR,EXC,F,FCX,FDX,FE,FHN,FISV,FITB,FLR,FMCC,FNMA,FTR,GD,GE,GIS,GLW,GPC,GPS,GS,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LH,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDT,MET,MKC,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTB,MTG,MU,MXIM,MYL,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,ODP,OMC,OXY,PAYX,PBI,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PRU,PTC,QCOM,R,RDC,RF,RHI,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPG,SPGI,SRE,STI,STT,SVU,SWK,SYK,SYY,T,TAP,TER,TGT,THC,TJX,TMO,TPR,TROW,TXN,UIS,UNH,UNM,UNP,UPS,USB,UTX,VFC,VLO,VMC,VZ,WAT,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XL,XLNX,XOM,XRX,YUM,ZBH,ZION"
